product_id,quantity_in_stock
406,33.0000000000
406,16.0000000000
406,6.0000000000
406,23.0000000000
406,5.0000000000
406,11.0000000000
406,5.0000000000
406,42.0000000000
407,100.6000000000
407,100.5800000000
407,100.5000000000
408,12.0000000000
408,9.0000000000
408,11.0000000000
408,8.0000000000
408,5.0000000000
408,18.0000000000
408,10.0000000000
409,100.5400000000
409,45.7000000000
409,50.2000000000
410,3.0000000000
410,7.5000000000
410,3.5000000000
411,42.0000000000
411,18.0000000000
416,134.4000000000
416,66.7000000000
417,4.0000000000
417,3.5000000000
418,119.0000000000
418,100.0000000000
418,10.0000000000
418,11.0000000000
419,0.5000000000
419,1.0000000000
435,94.2000000000
436,280.0000000000
438,496.5000000000
442,11.0000000000
443,77.7000000000
443,63.0000000000
443,85.9000000000
443,53.9000000000
444,39.0000000000
447,25.0000000000
451,23.5000000000
452,26.5000000000
452,5.0000000000
458,23.0000000000
462,333.8000000000
462,84.1000000000
462,116.4000000000
462,108.8000000000
462,103.4000000000
462,96.0000000000
462,101.4000000000
462,72.2000000000
462,120.0000000000
462,135.8000000000
462,941.6000000000
463,120.0000000000
463,59.4000000000
463,64.6000000000
463,109.4000000000
463,211.8000000000
463,3.0000000000
465,963.3000000000
466,205.8000000000
466,183.2000000000
469,1793.9000000000
469,119.2000000000
469,70.2000000000
469,110.8000000000
469,113.2000000000
469,110.3000000000
469,83.1000000000
469,108.5000000000
469,117.4000000000
469,105.1000000000
470,114.7000000000
470,169.0000000000
470,292.1000000000
470,59.4000000000
471,1545.5000000000
472,324.8000000000
472,52.2000000000
472,239.0000000000
476,139.7000000000
476,128.9000000000
476,94.1400000000
476,90.5000000000
477,128.9000000000
477,94.1000000000
477,139.7000000000
477,48.0000000000
493,386.0000000000
495,7.0000000000
495,403.0000000000
495,9.0000000000
498,8.0000000000
499,3.0000000000
499,132.0000000000
499,30.0000000000
499,20.0000000000
499,14.0000000000
506,10.0000000000
507,100.0000000000
507,120.0000000000
510,234.0000000000
510,128.9000000000
510,132.5000000000
510,198.4000000000
510,200.2000000000
510,103.3000000000
510,108.8000000000
510,168.2000000000
510,223.1000000000
510,80.4000000000
510,200.2000000000
510,201.2000000000
510,40.0000000000
515,30.0000000000
517,996.7000000000
517,480.9000000000
518,13.0000000000
518,87.0000000000
518,4.0000000000
518,117.0000000000
572,2884.9000000000
585,130.0000000000
585,1905.6000000000
586,115.2000000000
586,114.3000000000
586,88.7000000000
586,106.1000000000
586,423.9000000000
586,8.0000000000
586,17.0000000000
587,2866.6000000000
588,77.7000000000
588,82.3000000000
588,91.4000000000
588,124.4000000000
588,82.3000000000
588,1070.8000000000
588,132.6000000000
588,704.9000000000
588,95.1000000000
588,15.0000000000
588,15.0000000000
588,15.0000000000
588,31.0000000000
597,34.0000000000
598,8.0000000000
599,56.0000000000
600,73.0000000000
602,15.0000000000
603,489.2000000000
605,51.2000000000
608,86.0000000000
608,41.0000000000
608,115.0000000000
608,40.0000000000
609,5789.9000000000
609,1890.9000000000
609,78.6000000000
610,581.5000000000
611,8.0000000000
611,901.6000000000
611,546.7000000000
611,148.2000000000
611,194.7000000000
611,1521.9000000000
611,132.6000000000
611,35.6000000000
611,66.8000000000
611,190.0000000000
611,29.0000000000
611,540.5000000000
614,821.1000000000
614,3832.3000000000
614,258.8000000000
615,308.1000000000
615,487.5000000000
615,98.8000000000
615,543.2000000000
615,310.4000000000
615,100.0000000000
616,98.0000000000
616,13.0000000000
616,55.0000000000
616,175.6000000000
616,860.2000000000
616,546.8000000000
616,472.7000000000
617,953.7000000000
618,203.0000000000
620,735.6000000000
620,12.0000000000
625,457.2000000000
626,35.0000000000
633,14.0000000000
638,969.3000000000
638,100.0000000000
638,199.3000000000
639,99.0000000000
639,105.0000000000
656,6778.4000000000
656,20.0000000000
656,384.9000000000
656,1523.4000000000
657,100.0000000000
657,356.6000000000
657,507.4000000000
657,359.3000000000
657,282.5000000000
657,369.5000000000
657,790.3000000000
659,113.4000000000
659,116.3000000000
659,114.3000000000
659,112.5000000000
659,1318.1000000000
659,559.7000000000
659,568.8000000000
659,777.6000000000
659,741.6000000000
659,341.1000000000
659,38.0000000000
659,7.0000000000
659,10.0000000000
659,27.0000000000
659,20.0000000000
663,966.5000000000
663,50.0000000000
716,4.0000000000
716,204.8000000000
716,201.2000000000
719,91.4400000000
728,956.5000000000
728,30.0000000000
729,5.0000000000
730,144.4000000000
730,165.5000000000
730,172.8000000000
730,88.6000000000
730,96.9000000000
730,98.7000000000
730,22.8000000000
730,174.6000000000
730,968.3000000000
730,83.2000000000
731,13.0000000000
731,38.0000000000
731,138.9000000000
731,271.2000000000
733,39.3000000000
733,147.2000000000
733,39.0000000000
733,31.0000000000
736,953.7000000000
737,909.8000000000
737,53.0000000000
738,168.8000000000
738,20.0000000000
739,90.5000000000
739,91.4000000000
739,165.5000000000
739,104.2000000000
739,138.0000000000
739,82.2000000000
739,60.3000000000
739,170.0000000000
739,84.1000000000
739,45.7000000000
739,74.0000000000
739,48.4000000000
739,43.8000000000
739,55.7000000000
739,96.9000000000
739,41.1000000000
739,140.8000000000
739,129.8000000000
739,145.3000000000
739,117.0000000000
739,98.7000000000
739,118.8000000000
739,117.0000000000
739,123.4000000000
739,113.3000000000
739,118.8000000000
739,131.6000000000
739,32.0000000000
739,106.0000000000
739,179.2000000000
739,175.5000000000
739,107.8000000000
739,184.7000000000
739,88.6000000000
739,104.2000000000
739,97.8000000000
739,144.4000000000
739,151.7000000000
739,97.8000000000
739,142.6000000000
739,126.1000000000
739,152.7000000000
739,915.3000000000
739,123.9000000000
739,54.0000000000
739,120.7000000000
740,5.0000000000
740,7.0000000000
740,66.0000000000
740,55.0000000000
740,346.4000000000
740,15.0000000000
740,1244.9000000000
740,20.1000000000
740,50.0000000000
741,928.1000000000
741,41.1000000000
741,40.2000000000
741,65.8000000000
741,139.9000000000
741,51.2000000000
741,128.0000000000
742,47.0000000000
742,12.0000000000
742,39.0000000000
745,932.7000000000
745,969.3000000000
745,1767.4000000000
746,193.0000000000
746,47.5000000000
746,172.5000000000
746,36.0000000000
746,68.0000000000
746,4.0000000000
749,91.4400000000
761,34.0000000000
763,113.0000000000
776,23.0000000000
777,182.0000000000
777,15.0000000000
777,1646.8000000000
780,14.0000000000
780,15.0000000000
781,20.0000000000
782,15.0000000000
784,15.0000000000
786,15.0000000000
790,1533.4000000000
793,2225.6000000000
793,1000.0000000000
793,910.1000000000
793,1286.5000000000
793,1653.2000000000
793,1319.5000000000
793,3328.4000000000
793,1391.7000000000
793,1175.9000000000
793,1746.5000000000
793,2460.7000000000
793,1506.9000000000
796,15.0000000000
799,10.0000000000
800,43.0000000000
802,608.9000000000
807,10.0000000000
807,5.0000000000
807,50.0000000000
807,19.0000000000
807,1.0000000000
810,15.0000000000
810,13.0000000000
811,1079.9000000000
811,1126.5000000000
811,1457.6000000000
811,1136.6000000000
813,98.0000000000
815,639.1000000000
815,943.6000000000
817,15.0000000000
822,5.0000000000
824,15.0000000000
825,10.0000000000
826,15.0000000000
832,10.0000000000
839,5.0000000000
839,20.0000000000
839,10.0000000000
839,14.0000000000
842,30.0000000000
842,10.0000000000
842,20.0000000000
842,20.0000000000
842,10.0000000000
843,10.0000000000
843,15.0000000000
846,20.0000000000
854,19.0000000000
854,10.0000000000
856,10.0000000000
868,1430.1000000000
870,10.0000000000
878,10.0000000000
879,100.0000000000
879,15.0000000000
885,10.0000000000
886,40.0000000000
888,10.0000000000
888,20.0000000000
889,10.0000000000
889,10.0000000000
898,5.0000000000
898,46.0000000000
904,1242.7000000000
904,1001.3000000000
904,1739.1000000000
904,2018.0000000000
904,1101.9000000000
904,1110.9000000000
906,50.0000000000
906,15.0000000000
920,41.0000000000
938,4.0000000000
952,82.0000000000
953,72.0000000000
953,40.0000000000
966,692.2000000000
979,5.0000000000
1011,8.0000000000
1031,4.0000000000
1031,31.0000000000
1031,15.0000000000
1031,4.0000000000
1031,4.0000000000
1033,17.0000000000
1033,12.5000000000
1033,105.0000000000
1033,2.0000000000
1035,5.5000000000
1035,12.0000000000
1035,55.0000000000
1035,11.0000000000
1035,3.0000000000
1035,5.0000000000
1042,0E-10
1043,191.0000000000
1045,173.2000000000
1050,914.4000000000
1050,334.6000000000
1050,743.4000000000
1050,1242.7000000000
1052,8.0000000000
1052,100.0000000000
1054,16.0000000000
1054,3.5000000000
1054,4.0000000000
1054,4.0000000000
1054,5.0000000000
1054,30.0000000000
1054,4.0000000000
1054,2.0000000000
1054,50.0000000000
1054,4.0000000000
1054,4.0000000000
1057,114.3000000000
1057,123.4000000000
1057,610.0000000000
1057,107.0000000000
1057,28.0000000000
1057,145.1000000000
1059,422.3000000000
1059,197.2000000000
1059,12.0000000000
1059,19.0000000000
1059,41.0000000000
1059,8.0000000000
1059,5.0000000000
1059,12.0000000000
1059,5.0000000000
1059,12.0000000000
1061,5.0000000000
1061,0.5000000000
1061,2.0000000000
1061,40.0000000000
1061,2.0000000000
1061,12.0000000000
1061,14.0000000000
1061,19.0000000000
1061,9.0000000000
1061,33.0000000000
1061,12.0000000000
1061,2.0000000000
1061,5.0000000000
1061,2.0000000000
1061,2.0000000000
1061,11.0000000000
1061,23.0000000000
1061,12.0000000000
1061,4.0000000000
1061,7.0000000000
1061,11.0000000000
1061,0.5000000000
1061,1.0000000000
1061,5.0000000000
1061,5.5000000000
1061,0.5000000000
1061,0.5000000000
1061,2.0000000000
1061,0.5000000000
1061,19.0000000000
1061,10.0000000000
1061,1.0000000000
1061,3.0000000000
1061,2.0000000000
1061,0.5000000000
1061,10.0000000000
1061,1.0000000000
1061,5.0000000000
1061,6.0000000000
1061,1.5000000000
1061,18.0000000000
1061,4.0000000000
1061,2.0000000000
1061,4.0000000000
1061,131.0000000000
1061,5.0000000000
1061,14.0000000000
1061,2.0000000000
1061,3.0000000000
1061,22.0000000000
1061,14.0000000000
1061,3.0000000000
1061,0.5000000000
1061,5.0000000000
1061,1.0000000000
1061,111.0000000000
1061,111.0000000000
1061,14.0000000000
1061,50.0000000000
1061,74.0000000000
1061,14.5000000000
1061,2.0000000000
1061,16.5000000000
1061,0.5000000000
1061,1.0000000000
1061,2.0000000000
1062,0.2500000000
1062,5.0000000000
1062,27.0000000000
1062,8.0000000000
1062,4.0000000000
1062,4.5000000000
1062,4.5000000000
1062,3.0000000000
1062,12.0000000000
1062,6.5000000000
1062,6.5000000000
1062,22.0000000000
1062,4.0000000000
1062,7.0000000000
1062,7.0000000000
1063,2.0000000000
1063,1.5000000000
1063,1.5000000000
1063,0.5000000000
1063,2.5000000000
1063,1.5000000000
1065,0.2500000000
1065,4.5000000000
1065,3.0000000000
1065,103.0000000000
1065,474.5000000000
1065,32.5000000000
1065,80.5000000000
1065,101.0000000000
1065,28.0000000000
1065,7.0000000000
1065,4.0000000000
1065,28.0000000000
1065,8.5000000000
1065,8.5000000000
1065,6.5000000000
1065,2.5000000000
1065,3.0000000000
1065,3.0000000000
1065,4.0000000000
1065,4.0000000000
1065,3.0000000000
1065,3.0000000000
1065,3.0000000000
1065,3.0000000000
1065,3.0000000000
1065,3.0000000000
1065,3.0000000000
1065,3.0000000000
1065,3.0000000000
1065,3.0000000000
1065,63.0000000000
1065,8.5000000000
1065,63.0000000000
1065,50.0000000000
1065,3.0000000000
1065,4.0000000000
1065,3.0000000000
1065,2.0000000000
1065,37.0000000000
1065,37.0000000000
1065,28.0000000000
1065,8.0000000000
1065,50.0000000000
1065,35.0000000000
1065,7.0000000000
1065,4.5000000000
1065,10.0000000000
1065,8.0000000000
1065,3.5000000000
1065,3.5000000000
1065,52.0000000000
1065,0.7000000000
1065,3.5000000000
1065,0.5000000000
1065,3.5000000000
1065,0.5000000000
1065,2.5000000000
1065,2.5000000000
1065,3.5000000000
1065,3.5000000000
1065,3.5000000000
1065,3.5000000000
1065,23.0000000000
1065,4.0000000000
1065,32.0000000000
1065,5.0000000000
1065,3.5000000000
1065,4.0000000000
1065,3.5000000000
1065,4.0000000000
1065,1.0000000000
1065,5.0000000000
1066,9.5000000000
1066,1.0000000000
1066,4.0000000000
1066,11.0000000000
1066,3.5000000000
1066,24.0000000000
1066,4.0000000000
1066,4.0000000000
1066,35.0000000000
1066,97.0000000000
1066,121.0000000000
1066,176.0000000000
1066,6.0000000000
1066,10.0000000000
1066,170.0000000000
1066,10.0000000000
1066,178.0000000000
1066,7.0000000000
1066,5.5000000000
1066,1.5000000000
1066,2.0000000000
1066,12.0000000000
1066,8.5000000000
1066,1.5000000000
1066,2.0000000000
1066,21.0000000000
1066,4.0000000000
1066,4.0000000000
1066,3.0000000000
1066,13.0000000000
1066,8.5000000000
1066,13.0000000000
1066,8.0000000000
1066,2.5000000000
1066,1.0000000000
1096,457.7000000000
1097,97.0000000000
1097,107.0000000000
1097,125.3000000000
1097,108.2000000000
1097,144.3000000000
1097,34.9000000000
1097,72.6000000000
1098,103.0000000000
1106,0E-10
1109,0E-10
1110,4.0000000000
1110,3.0000000000
1110,128.0000000000
1110,30.0000000000
1112,3.0000000000
1112,3.0000000000
1113,87.8000000000
1113,139.9000000000
1113,126.1000000000
1113,62.1000000000
1113,140.8000000000
1114,100.0000000000
1114,96.1000000000
1114,23.9000000000
1117,933.3000000000
1118,57.4000000000
1118,3.0000000000
1121,127.9000000000
1121,153.7000000000
1121,66.8000000000
1121,108.8000000000
1122,100.0000000000
1122,127.9000000000
1122,43.6000000000
1127,1884.2000000000
1128,418.2000000000
1128,237.3000000000
1128,258.0000000000
1128,396.7000000000
1128,10.0000000000
1128,2.0000000000
1130,33.8000000000
1130,96.9000000000
1130,148.8000000000
1130,140.2000000000
1130,142.7000000000
1130,83.2000000000
1130,131.6000000000
1130,42.9000000000
1130,130.7000000000
1133,205.8000000000
1133,97.0000000000
1133,99.0000000000
1137,325.3000000000
1138,14.0000000000
1138,22.0000000000
1138,24.0000000000
1141,12.0000000000
1141,11.0000000000
1141,102.0000000000
1141,22.0000000000
1141,19.0000000000
1141,6.0000000000
1142,316.8000000000
1142,457.2000000000
1143,64.0000000000
1143,102.4000000000
1143,92.3000000000
1143,142.7000000000
1144,102.0000000000
1144,4.0000000000
1151,2685.1000000000
1152,163.7000000000
1152,127.0000000000
1152,60.0000000000
1152,89.9000000000
1152,225.9000000000
1152,271.1000000000
1152,186.0000000000
1152,60.0000000000
1152,114.0000000000
1152,74.1000000000
1152,40.0000000000
1152,17.0000000000
1152,411.5000000000
1155,83.0000000000
1157,488.3000000000
1158,60.0000000000
1159,69.0000000000
1161,4.0000000000
1163,128.0000000000
1165,2321.6000000000
1165,115.0000000000
1165,87.7000000000
1165,74.9000000000
1165,77.1000000000
1165,88.2000000000
1165,96.5000000000
1165,91.6000000000
1165,72.2000000000
1165,100.5000000000
1165,134.4000000000
1165,96.9000000000
1165,113.3000000000
1165,128.0000000000
1165,123.4000000000
1165,113.3000000000
1165,105.6000000000
1165,70.4000000000
1165,109.1000000000
1165,59.1000000000
1165,133.5000000000
1165,64.0000000000
1165,109.7000000000
1165,109.7000000000
1165,111.5000000000
1165,109.7000000000
1165,109.7000000000
1165,141.7000000000
1165,123.5000000000
1165,102.6000000000
1165,124.3000000000
1165,115.3000000000
1165,120.7000000000
1165,137.1000000000
1165,138.1000000000
1165,101.3000000000
1165,79.4000000000
1165,83.9000000000
1165,64.4000000000
1165,116.4000000000
1165,96.3000000000
1165,122.9000000000
1165,126.1000000000
1165,164.4000000000
1165,78.6000000000
1165,81.3000000000
1165,117.9000000000
1165,143.5000000000
1165,100.5000000000
1165,97.2000000000
1165,127.1000000000
1165,110.6000000000
1165,136.2000000000
1165,4639.6000000000
1169,55.8000000000
1169,137.2000000000
1169,162.8000000000
1169,83.2000000000
1169,775.5000000000
1169,415.4000000000
1169,783.6000000000
1169,708.1000000000
1169,502.0000000000
1169,215.0000000000
1169,239.1000000000
1169,162.0000000000
1169,220.0000000000
1169,379.0000000000
1169,104.0000000000
1169,519.7000000000
1169,46.0000000000
1169,230.7000000000
1169,176.6000000000
1180,274.3200000000
1180,111.5000000000
1180,126.1000000000
1180,128.0000000000
1180,103.3000000000
1180,476.3000000000
1181,111.5000000000
1181,391.3000000000
1181,144.7000000000
1196,634.6000000000
1197,158.0000000000
1197,149.3000000000
1197,9.7000000000
1197,71.0000000000
1198,478.9000000000
1198,8.0000000000
1199,4.0000000000
1200,954.6000000000
1201,46.0000000000
1202,210.4000000000
1202,104.6000000000
1202,52.0000000000
1214,291.7000000000
1215,203.0000000000
1216,471.1000000000
1216,131.1000000000
1216,113.3000000000
1216,131.2000000000
1216,97.9000000000
1217,102.0000000000
1217,4.0000000000
1218,0.5000000000
1229,10.0000000000
1232,896.6000000000
1233,380.0000000000
1233,215.4000000000
1233,5.0000000000
1233,41.0000000000
1233,69.0000000000
1234,4.0000000000
1235,1525.8000000000
1235,121.9000000000
1235,84.2000000000
1235,117.1000000000
1235,117.5000000000
1235,106.3000000000
1235,151.7000000000
1235,126.3000000000
1235,103.3000000000
1235,138.9000000000
1235,33.8000000000
1235,84.1000000000
1235,138.4000000000
1235,178.7000000000
1235,75.2000000000
1235,1744.3000000000
1236,34.0000000000
1236,4.0000000000
1236,12.0000000000
1236,4.0000000000
1236,18.0000000000
1236,4.0000000000
1236,3.5000000000
1236,6.0000000000
1236,6.0000000000
1236,6.0000000000
1236,5.0000000000
1236,16.0000000000
1236,3.5000000000
1236,6.0000000000
1236,16.0000000000
1236,16.0000000000
1236,4.0000000000
1236,4.0000000000
1236,4.0000000000
1236,4.0000000000
1236,4.0000000000
1236,16.0000000000
1236,20.0000000000
1236,4.0000000000
1236,3.5000000000
1236,2.0000000000
1236,3.5000000000
1238,14.0000000000
1238,12.0000000000
1238,11.0000000000
1238,225.7000000000
1238,13.0000000000
1238,46.0000000000
1238,13.0000000000
1238,3.0000000000
1238,19.0000000000
1238,384.3000000000
1238,473.8000000000
1238,58.0000000000
1238,79.0000000000
1238,23.0000000000
1238,19.0000000000
1238,42.0000000000
1238,16.0000000000
1238,10.0000000000
1238,30.0000000000
1238,12.0000000000
1238,11.0000000000
1238,34.0000000000
1238,34.0000000000
1238,81.0000000000
1238,45.0000000000
1239,11.0000000000
1239,11.0000000000
1239,2.0000000000
1239,22.0000000000
1239,22.0000000000
1239,22.0000000000
1239,65.0000000000
1239,7.0000000000
1239,11.0000000000
1239,7.0000000000
1239,11.0000000000
1239,27.5000000000
1239,5.5000000000
1239,12.0000000000
1240,1336.3000000000
1241,165.8000000000
1241,55.0000000000
1241,54.0000000000
1241,10.0000000000
1241,10.0000000000
1241,10.0000000000
1241,10.0000000000
1242,948.9000000000
1243,83.0000000000
1243,77.0000000000
1243,170.0000000000
1243,30.0000000000
1243,182.5000000000
1243,25.0000000000
1243,35.0000000000
1243,35.0000000000
1243,13.0000000000
1245,867.8000000000
1246,83.0000000000
1246,166.5000000000
1246,25.0000000000
1246,178.4000000000
1246,25.0000000000
1250,16.0000000000
1250,4.0000000000
1250,4.0000000000
1250,4.0000000000
1250,4.0000000000
1250,4.0000000000
1250,4.0000000000
1250,4.0000000000
1252,7.0000000000
1252,7.0000000000
1252,11.0000000000
1252,12.0000000000
1252,22.0000000000
1252,11.0000000000
1252,65.0000000000
1255,77.0000000000
1260,965.9000000000
1260,1817.3000000000
1261,11.0000000000
1261,9.0000000000
1261,43.0000000000
1261,12.0000000000
1261,23.0000000000
1261,5.0000000000
1261,18.0000000000
1261,4.0000000000
1261,8.0000000000
1261,8.0000000000
1262,28.0000000000
1262,47.0000000000
1262,74.7000000000
1262,116.1000000000
1262,10.0000000000
1262,42.0000000000
1262,10.0000000000
1262,17.0000000000
1262,17.0000000000
1262,165.0000000000
1262,112.7000000000
1262,253.3000000000
1262,45.0000000000
1262,55.0000000000
1262,67.0000000000
1262,220.4000000000
1262,17.0000000000
1271,10.0000000000
1271,8.0000000000
1273,21.0000000000
1278,7.0000000000
1280,950.9000000000
1281,10.0000000000
1281,4.0000000000
1281,55.0000000000
1281,47.0000000000
1281,151.0000000000
1281,15.0000000000
1281,10.0000000000
1281,102.0000000000
1281,5.0000000000
1281,29.0000000000
1281,20.0000000000
1281,276.0000000000
1281,143.7000000000
1283,4.0000000000
1283,14.0000000000
1284,5.0000000000
1285,75.8000000000
1285,82.2000000000
1285,150.3000000000
1285,66.7000000000
1285,51.2000000000
1285,480.6000000000
1285,1820.1000000000
1285,980.4000000000
1286,12.0000000000
1286,12.0000000000
1286,4.0000000000
1286,4.0000000000
1286,3.5000000000
1286,5.0000000000
1286,18.0000000000
1286,3.5000000000
1286,5.0000000000
1286,8.0000000000
1286,8.0000000000
1286,8.0000000000
1286,26.0000000000
1286,4.0000000000
1286,26.0000000000
1286,60.0000000000
1286,4.0000000000
1286,4.0000000000
1287,42.0000000000
1287,29.0000000000
1287,178.3000000000
1287,20.0000000000
1287,6.3000000000
1287,325.7000000000
1287,12.0000000000
1287,271.7000000000
1287,25.0000000000
1287,288.5000000000
1287,41.0000000000
1287,28.0000000000
1287,24.0000000000
1287,11.0000000000
1287,15.0000000000
1287,21.0000000000
1287,30.0000000000
1287,25.0000000000
1287,42.0000000000
1287,39.0000000000
1287,32.0000000000
1287,31.0000000000
1287,17.0000000000
1287,17.0000000000
1288,11.0000000000
1288,7.0000000000
1288,5.0000000000
1288,10.0000000000
1288,10.0000000000
1288,13.0000000000
1288,100.0000000000
1288,7.3000000000
1288,19.0000000000
1288,5.5000000000
1288,15.0000000000
1289,127.7000000000
1289,58.5000000000
1289,52.1000000000
1289,145.3000000000
1289,84.8000000000
1289,39.7000000000
1289,139.0000000000
1289,121.6000000000
1290,52.0000000000
1290,8.0000000000
1290,76.0000000000
1293,4.0000000000
1293,8.0000000000
1293,122.0000000000
1294,1362.9000000000
1295,147.2000000000
1295,106.8000000000
1295,29.0000000000
1295,54.0000000000
1295,47.0000000000
1298,10.0000000000
1301,38.0000000000
1302,69.4000000000
1302,107.0000000000
1302,124.5000000000
1302,135.3000000000
