name,product_id,outsourcing_order_id,is_complete_order,outsourcing_quantity,is_complete_order_detail,outsourcing_status
TTD-031222-252-Trung Việt,11169,1395,1,35.000000,1,completed
TTD-031222-252-Trung Việt,9054,1395,1,3.500000,1,completed
TTD-031222-252-Trung Việt,317,1395,1,15.000000,1,completed
TTD-031222-252-Trung Việt,10884,1395,1,3.000000,1,completed
TTD-031222-252-Trung Việt-TTD-031222-253-Trung Việt,659,1394,1,20.000000,1,completed
TTD-031222-252-Trung Việt-TTD-031222-253-Trung Việt,616,1394,1,55.000000,1,completed
TTD-031222-252-Trung Việt-TTD-031222-253-Trung Việt,11464,1394,1,52.000000,1,completed
TTD-031222-252-Trung Việt-TTD-031222-253-Trung Việt,1238,1394,1,126.000000,1,completed
TTD-031222-252-Trung Việt-TTD-031222-253-Trung Việt,11169,1394,1,35.000000,1,completed
TTD-031222-252-Trung Việt-TTD-031222-253-Trung Việt,9054,1394,1,3.500000,1,completed
TTD-031222-252-Trung Việt-TTD-031222-253-Trung Việt,317,1394,1,15.000000,1,completed
TTD-031222-252-Trung Việt-TTD-031222-253-Trung Việt,10884,1394,1,3.000000,1,completed
TTDSTK-221121-VS520/VV520-True Red-Blank,11130,1393,0,145.000000,0,approval
TTDSTK-221121-VS520/VV520-Black-Blank,10723,1392,0,240.000000,0,approval
TTDSTK-221121-VS520/VV520-Fandango Pink-Blank,10725,1391,0,240.000000,0,approval
TTDSTK-221121-VS520/VV520-Blue-Blank,10727,1390,0,140.000000,0,approval
TTDSTK-221121-VS520/VV520 Navy Blue-Blank,10724,1389,0,250.000000,0,approval
TTDSTK-221121-BK-Buttercream-Blank,10753,1388,0,330.000000,0,approval
TTDSTK-221121-BK-Buttercream-Blank,10709,1388,0,200.000000,0,approval
TTDSTK-221121-BK-Antarctica-Blank,10710,1387,0,200.000000,0,approval
TTDSTK-221121-BK-Antarctica-Blank,10752,1387,0,330.000000,0,approval
CIE-211222-BCHat V Elite - Circle C-Boreal-60cm/58CM,10265,1386,0,200.000000,1,approval
CIE-211222-BCHat V Elite - Circle C-Boreal-60cm/58CM,10264,1386,0,200.000000,0,approval
TTD-021222-224-KQ,9008,1385,0,403.000000,0,approval
CIE-211222-BNDCKHat Carbon - Iconic VC-Cormon-60cm,9901,1384,0,548.000000,0,approval
CIE-211222-BNDCKHat Carbon - Iconic VC-Cormon-60cm,8649,1384,0,265.000000,0,approval
CIE-211222-BNDCKHat Carbon - Iconic VC-Cormon-60cm,8648,1384,0,265.000000,0,approval
CIE-211222-BNDCKHat Carbon - Iconic VC-Henri-60cm,9901,1383,0,484.000000,0,approval
CIE-211222-BNDCKHat Carbon - Iconic VC-Henri-60cm,8575,1383,0,245.000000,1,approval
CIE-211222-BNDCKHat Carbon - Iconic VC-Henri-60cm,8574,1383,0,245.000000,0,approval
CIE-211222-BNDCKHat Carbon - Iconic VC-Kits-60cm,9901,1382,0,580.000000,0,approval
CIE-211222-BNDCKHat Carbon - Iconic VC-Kits-60cm,10186,1382,0,285.000000,0,approval
CIE-211222-BNDCKHat Carbon - Iconic VC-Kits-60cm,10185,1382,0,585.000000,0,approval
CIE-211222-ALZCap - Morning Run -Byrun,10186,1381,0,500.000000,0,approval
CIE-211222-ALZCap - Morning Run -Byrun,10185,1381,0,500.000000,0,approval
CIE-211222-BCHat V Elite - Circle C-Boreal-60cm/58CM,10265,1380,1,200.000000,1,completed
CIE-211222-RDCap Elite - Circle C-Earthship,9901,1379,0,195.000000,0,approval
CIE-211222-RDCap Elite - Circle C-Earthship,10265,1379,0,195.000000,1,approval
CIE-211222-RDCap Elite - Circle C-Earthship,10264,1379,0,195.000000,0,approval
CIE-211222-GOCap Elite - Circle C -Boreal,11109,1378,0,220.000000,0,approval
Backdrop Boonie-PO38066,8714,1377,0,1800.000000,0,approval
Backdrop Boonie-PO38066,6861,1377,0,9500.000000,0,approval
Backdrop Boonie-PO38066,7217,1377,0,1580.000000,0,approval
Backdrop Boonie-PO38066,9882,1377,0,1805.000000,0,approval
Backdrop Boonie-PO38066,6952,1377,0,5050.000000,0,approval
Backdrop Boonie-PO38066,9806,1377,0,3315.000000,0,approval
Backdrop Boonie-PO38066,7293,1377,0,2900.000000,0,approval
Backdrop Boonie-PO38066,9959,1377,0,3060.000000,0,approval
Backdrop Boonie-PO38066,7338,1377,0,2652.000000,0,approval
Backdrop Boonie-PO38066,7723,1377,0,3315.000000,0,approval
Backdrop Boonie-PO38066,7292,1377,0,2900.000000,0,approval
Backdrop Boonie-PO38066,9459,1376,0,5515.000000,1,approval
Backdrop Boonie-PO38066,9457,1376,0,5515.000000,0,approval
TTD-011222-251-Trung Việt,2275,1375,0,19.500000,1,approval
TTD-011222-251-Trung Việt,2276,1375,0,26.000000,1,approval
TTD-011222-251-Trung Việt,2171,1375,0,233.500000,0,approval
TTD-011222-251-Trung Việt,105,1375,0,6.500000,1,approval
TTD-011222-092-Hằng Phong,1065,1374,0,27.000000,0,approval
TTDSTK-221121-NAVY BLUE,10476,1373,0,200.000000,0,approval
TTDSTK-221121-NAVY BLUE,10724,1373,0,550.000000,0,approval
TTDSTK-221121,10477,1372,0,200.000000,0,approval
TTDSTK-221121,10729,1372,0,550.000000,0,approval
CIE-211222-ALZCap Carbon - Iconic VC-Corman,9126,1371,0,620.000000,1,approval
CIE-211222-ALZCap Carbon - Iconic VC-Corman,8648,1371,0,620.000000,0,approval
CIE-211222-ALZCap Carbon - Iconic VC-Belmont,8575,1370,0,500.000000,1,approval
CIE-211222-ALZCap Carbon - Iconic VC-Belmont,8574,1370,0,500.000000,0,approval
CIE-211222-ALZCap - Morning Run -Quasi Edition,9126,1369,0,435.000000,1,approval
CIE-211222-ALZCap - Morning Run -Quasi Edition,8648,1369,0,435.000000,0,approval
CIE-211222-ALZCap Carbon - Iconic VC-Steeldan,10186,1368,0,665.000000,0,approval
CIE-211222-ALZCap Carbon - Iconic VC-Steeldan,10185,1368,0,665.000000,0,approval
DYC-US-221125-La Sandwicherie-670,8725,1367,0,180.000000,0,approval
DYC-US-221125-La Sandwicherie-670,8724,1367,0,180.000000,0,approval
AD-221124-BDNA 6,8521,1366,0,80.000000,0,approval
AD-221124-BDNA 6,8345,1366,0,80.000000,0,approval
TTD-301122-250-Trung Việt,10615,1365,1,33.000000,1,completed
TTD-301122-250-Trung Việt,10614,1365,1,38.000000,1,completed
TTD-301122-250-Trung Việt,10619,1365,1,33.000000,1,completed
TTD-301122-250-Trung Việt,10618,1365,1,38.000000,1,completed
TTD-301122-250-Trung Việt,11101,1365,1,8.000000,1,completed
TTD-301122-250-Trung Việt,10901,1365,1,7.000000,1,completed
TTD-301122-250-Trung Việt,9502,1365,1,25.000000,1,completed
SMU-WIDE BRIM NO FLY ZONE HAT-PO66,9630,1364,0,55.000000,0,approval
SMU-WIDE BRIM NO FLY ZONE HAT-PO66,9629,1364,0,55.000000,0,approval
TTD-301122-091-Hằng Phong,1066,1363,0,4.500000,0,approval
TTD-301122-091-Hằng Phong,1062,1363,0,1.000000,0,approval
TTD-301122-091-Hằng Phong,1065,1363,0,8.000000,0,approval
DYC-US-221117-E11even Vodka-665,10941,1362,0,170.000000,0,approval
DYC-US-221117-E11even Vodka-665,10940,1362,0,170.000000,0,approval
TTD-291122-249-Trung Việt,10503,1361,1,57.000000,1,completed
TTD-291122-249-Trung Việt,11138,1360,1,18.000000,1,completed
TTD-291122-249-Trung Việt,9723,1360,1,42.000000,1,completed
TTD-291122-249-Trung Việt,11447,1360,1,57.000000,1,completed
TTD-291122-249-Trung Việt,10504,1360,1,109.000000,1,completed
TTD-291122-249-Trung Việt,10150,1360,1,25.000000,1,completed
TTD-291122-249-Trung Việt,1310,1360,1,97.000000,1,completed
TTD-291122-249-Trung Việt,10151,1360,1,25.000000,1,completed
TTD-291122-249-Trung Việt,1287,1360,1,97.000000,1,completed
TTD-291122-249-Trung Việt,10706,1360,1,25.000000,1,completed
TTD-291122-249-Trung Việt,10705,1360,1,25.000000,1,completed
TTD-291122-249-Trung Việt,10503,1360,1,63.000000,1,completed
TTD-291122-249-Trung Việt,10834,1360,1,63.000000,1,completed
TTD-291122-249-Trung Việt,11129,1360,1,8.000000,1,completed
TTD-291122-249-Trung Việt,10502,1360,1,43.000000,1,completed
TTD-291122-249-Trung Việt,10831,1360,1,43.000000,1,completed
TTD-291122-249-Trung Việt,10505,1360,1,43.000000,1,completed
TTD-291122-249-Trung Việt,10833,1360,1,43.000000,1,completed
TTD-291122-249-Trung Việt,10830,1360,1,43.000000,1,completed
TTD-291122-249-Trung Việt,8662,1360,1,8.000000,1,completed
TTD-291122-249-Trung Việt,1241,1360,1,20.000000,1,completed
TTD-291122-249-Trung Việt,1286,1360,1,16.000000,1,completed
TTD-291122-249-Trung Việt,1236,1360,1,16.000000,1,completed
TTD-291122-249-Trung Việt,1238,1360,1,34.000000,1,completed
TTD-291122-249-Trung Việt,1261,1360,1,16.000000,1,completed
TTD-291122-249-Trung Việt,1262,1360,1,34.000000,1,completed
TTD-291122-249-Trung Việt,1308,1360,1,16.000000,1,completed
TTD-291122-249-Trung Việt,1144,1360,1,4.000000,1,completed
TTD-291122-249-Trung Việt,1217,1360,1,4.000000,1,completed
TTD-291122-249-Trung Việt,1199,1360,1,4.000000,1,completed
TTD-291122-249-Trung Việt,1161,1360,1,4.000000,1,completed
TTD-291122-249-Trung Việt,8440,1360,1,64.000000,1,completed
TTD-291122-249-Trung Việt,9687,1360,1,5.000000,1,completed
TTD-291122-249-Trung Việt,495,1360,1,9.000000,1,completed
TTD-241122-090-Hằng Phong,9723,1359,1,118.000000,1,completed
AD-221124-BDNA 6,7329,1358,0,290.000000,0,approval
TTD-281122-223-KQ,9028,1357,0,162.000000,0,approval
TTD-281122-223-KQ,9008,1357,0,163.000000,0,approval
TTD-281122-223-KQ,11430,1357,0,163.000000,0,approval
TTD-281122-248-Trung Việt,8440,1356,1,61.000000,1,completed
TTD-281122-248-Trung Việt,254,1356,1,8.000000,1,completed
TTD-281122-248-Trung Việt,91,1356,1,3.500000,1,completed
TTD-281122-248-Trung Việt,11196,1356,1,3.500000,1,completed
TTD-281122-248-Trung Việt,349,1356,1,13.000000,1,completed
TTD-281122-248-Trung Việt,9421,1356,1,7.000000,1,completed
TTD-281122-248-Trung Việt,740,1356,1,55.000000,1,completed
TTD-281122-248-Trung Việt,463,1356,1,3.000000,1,completed
TTD-281122-248-Trung Việt,10901,1356,1,6.000000,1,completed
TTD-281122-248-Trung Việt,9687,1356,1,9.000000,1,completed
TTD-281122-248-Trung Việt,2168,1356,1,5.500000,1,completed
TTD-281122-005-Anh Sơn,3989,1355,0,57125.000000,0,approval
TTD-281122-005-Anh Sơn,3983,1355,0,57125.000000,0,approval
TTD-281122-005-Anh Sơn,8508,1355,0,102105.000000,0,approval
CIE-211222-GOCap Elite - Circle C -Boreal,10271,1354,0,230.000000,1,approval
CIE-211222-GOCap Elite - Circle C -Boreal,10270,1354,0,230.000000,0,approval
HM-221126-1903 CAP 004,11434,1353,1,5.000000,1,completed
CIE-220607-Made X for 7Mesh-GC Hot Fawn,7733,1352,0,276.000000,0,approval
CIE-220607-Made X for 7Mesh-GC Hot Fawn,10437,1352,0,335.000000,1,approval
CIE-220607-Made X for 7Mesh-GC Hot Fawn,10436,1352,0,335.000000,0,approval
CIE-220607-Made X for 7Mesh-GC Hinterland-v2,7296,1351,0,285.000000,0,approval
CIE-220607-Made X for 7Mesh-GC Hinterland-v2,8575,1351,0,320.000000,1,approval
CIE-220607-Made X for 7Mesh-GC Hinterland-v2,8574,1351,0,320.000000,0,approval
CIE-220607-Made X for 7Mesh-GC Boreal,10885,1350,0,280.000000,1,approval
CIE-220607-Made X for 7Mesh-GC Boreal,9126,1350,0,340.000000,1,approval
CIE-220607-Made X for 7Mesh-GC Boreal,8648,1350,0,340.000000,0,approval
VIỀN DỰ TRỮ,8508,1349,0,23237.000000,0,approval
TTD-261122-247-Trung Việt,11108,1348,1,16.000000,1,completed
TTD-261122-247-Trung Việt,11107,1348,1,7.000000,1,completed
TTD-261122-247-Trung Việt,8440,1348,1,37.000000,1,completed
TTD-261122-247-Trung Việt,2214,1348,1,2.000000,1,completed
TTD-261122-247-Trung Việt,2168,1348,1,2.000000,1,completed
TTD-261122-247-Trung Việt,2196,1348,1,11.000000,1,completed
TTD-261122-247-Trung Việt,398,1348,1,14.000000,1,completed
DYC-CH1-220909-No 8 Bed & Bar-Opt07-v1,8519,1347,0,85.000000,1,approval
DYC-CH1-220909-No 8 Bed & Bar-Opt07-v1,8343,1347,0,85.000000,0,approval
CIE-221027-Naak,7247,1346,0,155.000000,1,approval
CIE-221027-Naak,8506,1346,0,190.000000,1,approval
CIE-221027-Naak,8505,1346,0,190.000000,0,approval
HM-221123-ASF,11415,1345,1,70.000000,1,completed
TTD-251122-246-Trung Việt,8439,1344,1,24.000000,1,completed
TTD-251122-246-Trung Việt,8440,1344,1,21.000000,1,completed
REI23-PO64	Sahara Path Hat,9926,1343,0,2900.000000,0,approval
REI23-PO64	Sahara Path Hat,7823,1343,0,3700.000000,0,approval
REI23-PO64	Sahara Path Hat,6952,1343,0,1900.000000,1,approval
REI23-PO64	Sahara Path Hat,6991,1343,0,2500.000000,1,approval
CIE-211222-GOCap Elite - Circle C -Polaris,10685,1342,0,165.000000,0,approval
CIE-211222-GOCap Elite - Circle C -Polaris,10297,1342,0,220.000000,1,approval
CIE-211222-GOCap Elite - Circle C -Polaris,10296,1342,0,220.000000,0,approval
TTD-251122-245-Trung Việt,139,1341,1,7.500000,1,completed
TTD-251122-245-Trung Việt,86,1341,1,3.500000,1,completed
TTD-251122-245-Trung Việt,9204,1341,1,55.000000,1,completed
TTD-251122-245-Trung Việt,133,1341,1,3.500000,1,completed
CIE-211222-GOCap SC - Badge Plus-Trooper,8577,1340,0,235.000000,0,approval
CIE-211222-GOCap SC - Badge Plus-Trooper,8576,1340,0,235.000000,0,approval
DYC-US-221117-IYC-666,11011,1339,0,85.000000,0,approval
DYC-US-221117-IYC-666,11090,1339,0,85.000000,0,approval
Movement club 12 - Đai,8380,1338,0,500.000000,1,approval
Movement club 12 - Đai,8379,1338,0,500.000000,0,approval
Movement club 12 - Đai,9052,1338,0,300.000000,1,approval
Movement club 12 - Đai,9050,1338,0,300.000000,0,approval
Movement club 12 - Đai,8382,1338,0,500.000000,0,approval
Movement club 12 - Đai,8381,1338,0,500.000000,0,approval
TTD-241122-244-Trung Việt,9224,1337,1,20.000000,1,completed
TTD-241122-244-Trung Việt,9228,1337,1,10.000000,1,completed
TTD-241122-244-Trung Việt,1236,1337,1,9.500000,1,completed
TTD-241122-244-Trung Việt,1238,1337,1,23.000000,1,completed
TTD-241122-244-Trung Việt,1308,1337,1,9.500000,1,completed
TTD-241122-244-Trung Việt,1310,1337,1,501.600000,1,completed
TTD-241122-244-Trung Việt,10705,1337,1,7.000000,1,completed
TTD-241122-244-Trung Việt,10503,1337,1,39.000000,1,completed
TTD-241122-244-Trung Việt,10830,1337,1,7.000000,1,completed
TTD-241122-244-Trung Việt,10706,1337,1,5.000000,1,completed
TTD-241122-244-Trung Việt,10504,1337,1,15.000000,1,completed
TTD-241122-244-Trung Việt,10833,1337,1,7.000000,1,completed
TTD-241122-244-Trung Việt,1261,1337,1,4.000000,1,completed
TTD-241122-244-Trung Việt,1262,1337,1,10.000000,1,completed
TTD-241122-244-Trung Việt,10154,1337,1,5.000000,1,completed
TTD-241122-244-Trung Việt,1243,1337,1,13.000000,1,completed
TTD-241122-244-Trung Việt,10831,1337,1,6.000000,1,completed
TTD-241122-244-Trung Việt,10150,1337,1,10.000000,1,completed
TTD-241122-244-Trung Việt,8662,1337,1,6.000000,1,completed
TTD-241122-244-Trung Việt,1241,1337,1,10.000000,1,completed
TTD-241122-244-Trung Việt,1141,1337,1,6.000000,1,completed
TTD-241122-244-Trung Việt,10505,1337,1,25.000000,1,completed
TTD-241122-244-Trung Việt,10151,1337,1,7.000000,1,completed
TTD-241122-244-Trung Việt,1286,1337,1,5.000000,1,completed
TTD-241122-244-Trung Việt,1287,1337,1,39.000000,1,completed
TTD-241122-244-Trung Việt,10502,1337,1,10.000000,1,completed
TTD-241122-244-Trung Việt,11129,1337,1,4.000000,1,completed
TTD-241122-244-Trung Việt,10834,1337,1,19.000000,1,completed
TTD-241122-244-Trung Việt,11416,1337,1,5.000000,1,completed
TTD-241122-244-Trung Việt,10482,1337,1,5.000000,1,completed
DYC-US-221117-IYC-666,10172,1336,0,85.000000,0,approval
DYC-US-221117-IYC-666,10171,1336,0,85.000000,0,approval
DYC-US-221117-IYC-666,10173,1336,0,170.000000,0,approval
TTD-241122-090-Hằng Phong,1312,1335,0,62.000000,0,approval
TTD-241122-090-Hằng Phong,9663,1335,0,4.500000,0,approval
TTD-241122-090-Hằng Phong,1061,1335,0,1.500000,0,approval
TTD-241122-090-Hằng Phong,6691,1335,0,12.000000,0,approval
TTD-241122-090-Hằng Phong,1810,1335,0,9.500000,0,approval
TTD-241122-090-Hằng Phong,8434,1335,0,13.000000,1,approval
TTD-241122-090-Hằng Phong,2334,1335,0,7.000000,0,approval
Rolex Grand Slam,11381,1334,1,20.000000,1,completed
TTD-231122-243-Trung Việt,1744,1333,1,5.000000,1,completed
TTD-231122-243-Trung Việt,1746,1333,1,5.000000,1,completed
TTD-231122-243-Trung Việt,1783,1333,1,7.000000,1,completed
TTD-231122-243-Trung Việt,1999,1333,1,14.000000,1,completed
TTD-231122-243-Trung Việt,410,1333,1,3.500000,1,completed
TTD-231122-243-Trung Việt,411,1333,1,18.000000,1,completed
TTD-221122-242-Trung Việt,458,1332,1,23.000000,1,completed
TTD-221122-242-Trung Việt,11380,1332,1,17.000000,1,completed
TTD-221122-242-Trung Việt,11348,1332,1,3.000000,1,completed
DYC-CH1-220913-Farinet Verbier-Opt03-v1,11320,1331,0,130.000000,1,approval
DYC-CH1-220913-Farinet Verbier-Opt03-v1,11319,1331,0,130.000000,0,approval
TTD-221122-222-KQ,9008,1330,1,2652.000000,1,completed
TTD-181122-055-Quãng Viễn.,1502,1329,1,45.000000,1,completed
DYC-US-221001-The Rose 83-644-v1,6963,1328,0,165.000000,0,approval
TTD-211122-241-Trung Việt,11219,1327,1,17.000000,1,completed
TTD-211122-241-Trung Việt,10884,1327,1,28.000000,1,completed
TTD-211122-241-Trung Việt,8573,1327,1,17.000000,1,completed
TTD-211122-241-Trung Việt,1717,1327,1,28.000000,1,completed
TTD-211122-241-Trung Việt,11220,1327,1,17.000000,1,completed
TTD-211122-241-Trung Việt,8442,1327,1,18.000000,1,completed
TTD-211122-241-Trung Việt,8965,1327,1,2.000000,1,completed
TTD-211122-241-Trung Việt,1811,1327,1,18.000000,1,completed
TTD-211122-241-Trung Việt,8600,1327,1,26.000000,1,completed
DYC-US-221116-Alpreneur-664,7326,1326,0,160.000000,0,approval
DYC-US-221116-Alpreneur-664,9110,1326,0,85.000000,0,approval
DYC-US-221116-Alpreneur-664,9109,1326,0,85.000000,0,approval
DYC-US-221020-Origins-653,6940,1325,0,160.000000,1,approval
DYC-US-221020-Origins-653,8515,1325,0,80.000000,0,approval
DYC-US-221020-Origins-653,8339,1325,0,80.000000,0,approval
JP-221027-ASUKA 2022 WHITE / BLACK,7240,1324,1,340.000000,1,completed
JP-221027-ASUKA 2022 BLACK,7240,1323,1,170.000000,1,completed
DYC-US-220816-Luence-614-Pocket-v1,7300,1322,1,350.000000,1,completed
DYC-US-220816-Luence-614-Opt02-v1,8355,1321,0,80.000000,0,approval
DYC-US-220816-Luence-614-Opt02-v1,8334,1321,0,80.000000,0,approval
TTD-211122-220-KQ,9008,1320,1,1500.000000,1,completed
TTD-211122-220-KQ,9005,1320,1,252.000000,1,completed
TTD-211122-089-Hằng Phong,10587,1319,1,14.500000,1,completed
TTD-211122-089-Hằng Phong,9723,1319,1,72.000000,1,completed
DYC-CH1-220913-Farinet Verbier-Opt03-v1,7312,1318,0,250.000000,0,approval
CIE-211222-ALZCap - Morning Run- Pinard,8922,1317,0,500.000000,1,approval
CIE-211222-ALZCap - Morning Run- Pinard,8467,1317,0,500.000000,0,approval
CIE-211222-GOCap Carbon - Speed Play-Corman,10271,1316,0,620.000000,1,approval
CIE-211222-GOCap Carbon - Speed Play-Corman,10270,1316,0,620.000000,0,approval
CIE-211222-RDCap SC - Velocity Box-Whitaker,10280,1315,0,365.000000,0,approval
CIE-211222-RDCap SC - Velocity Box-Whitaker,10279,1315,0,365.000000,0,approval
TTD-191122-240-Trung Việt,10668,1314,1,14.000000,1,completed
TTD-191122-240-Trung Việt,10669,1314,1,60.000000,1,completed
TTD-191122-240-Trung Việt,2029,1314,1,14.000000,1,completed
TTD-191122-240-Trung Việt,1729,1314,1,3.000000,1,completed
TTD-191122-240-Trung Việt,2333,1314,1,4.000000,1,completed
TTD-191122-240-Trung Việt,9717,1314,1,3.500000,1,completed
TTD-191122-240-Trung Việt,9605,1314,1,7.000000,1,completed
TTD-191122-240-Trung Việt,10169,1314,1,4.000000,1,completed
TTD-191122-240-Trung Việt,10756,1314,1,12.000000,1,completed
TTD-191122-240-Trung Việt,1744,1314,1,5.000000,1,completed
TTD-191122-240-Trung Việt,1746,1314,1,11.000000,1,completed
FW22-ULTRA ADVENTURE STORM HAT- PO 38003,7700,1313,0,2100.000000,1,approval
FW22-ULTRA ADVENTURE STORM HAT- PO 38003,6921,1313,0,15250.000000,0,approval
SA-133-Ultra Trail Cap,7287,1312,0,1005.000000,0,approval
SA-133-Ultra Trail Cap,7286,1312,0,525.000000,1,approval
SA-133-Ultra Trail Cap,7708,1312,0,455.000000,0,approval
SA-133-Ultra Trail Cap,9241,1312,0,235.000000,1,approval
SA-133-Ultra Trail Cap,6993,1312,0,605.000000,1,approval
SA-133-Ultra Trail Cap,6893,1312,0,275.000000,1,approval
SA-133-Ultra Trail Cap,7268,1312,0,3550.000000,0,approval
SA-133-Ultra Trail Cap,7269,1312,0,1600.000000,1,approval
SA-38076-Ultra Trail Cap,7287,1311,0,505.000000,0,approval
SA-38076-Ultra Trail Cap,7286,1311,0,265.000000,1,approval
SA-38076-Ultra Trail Cap,9968,1311,0,555.000000,0,approval
SA-38076-Ultra Trail Cap,7259,1311,0,290.000000,1,approval
SA-38076-Ultra Trail Cap,7708,1311,0,555.000000,0,approval
SA-38076-Ultra Trail Cap,9241,1311,0,290.000000,1,approval
SA-38076-Ultra Trail Cap,6993,1311,0,305.000000,1,approval
SA-38076-Ultra Trail Cap,6893,1311,0,335.000000,1,approval
SA-38076-Ultra Trail Cap,6996,1311,0,335.000000,1,approval
SA-38076-Ultra Trail Cap,7268,1311,0,1800.000000,1,approval
SA-38076-Ultra Trail Cap,7269,1311,0,2000.000000,1,approval
SA-38076-Ultra Trail Cap,7327,1311,0,2000.000000,1,approval
SA-38076-Ultra Trail Cap,7287,1310,1,505.000000,1,completed
SA-38076-Ultra Trail Cap,7286,1310,1,265.000000,1,completed
SA-38076-Ultra Trail Cap,9968,1310,1,555.000000,1,completed
SA-38076-Ultra Trail Cap,7259,1310,1,288.000000,1,completed
SA-38076-Ultra Trail Cap,7708,1310,1,555.000000,1,completed
SA-38076-Ultra Trail Cap,9241,1310,1,290.000000,1,completed
SA-38076-Ultra Trail Cap,6993,1310,1,305.000000,1,completed
SA-38076-Ultra Trail Cap,6893,1310,1,335.000000,1,completed
SA-38076-Ultra Trail Cap,6996,1310,1,332.000000,1,completed
SA-38076-Ultra Trail Cap,6896,1310,1,1800.000000,1,completed
SA-38076-Ultra Trail Cap,6892,1310,1,2000.000000,1,completed
SA-38076-Ultra Trail Cap,6870,1310,1,2000.000000,1,completed
TTDKTY-221107-MOVEMENT,9052,1309,0,1600.000000,1,approval
TTDKTY-221107-MOVEMENT,9050,1309,0,1600.000000,0,approval
TTDKTY-221107-MOVEMENT,8380,1309,0,100.000000,1,approval
TTDKTY-221107-MOVEMENT,8379,1309,0,100.000000,0,approval
TTDKTY-221107-MOVEMENT,8382,1309,0,3500.000000,0,approval
TTDKTY-221107-MOVEMENT,8381,1309,0,3500.000000,0,approval
CIE-211222-GOCap - DFL-Whitaker,7758,1308,0,570.000000,1,approval
CIE-211222-GOCap - DFL-Whitaker,8490,1308,0,635.000000,1,approval
CIE-211222-GOCap - DFL-Whitaker,8489,1308,0,635.000000,0,approval
DYC-CH1-220909-No 8 Bed & Bar-Opt04-v1 & Opt06,8522,1307,0,350.000000,1,approval
DYC-CH1-220909-No 8 Bed & Bar-Opt04-v1 & Opt06,8376,1307,0,350.000000,0,approval
DYC-US-221111-BlackTiph-662-Opt01,8520,1306,0,80.000000,0,approval
DYC-US-221111-BlackTiph-662-Opt01,8344,1306,0,80.000000,0,approval
