product_id,request_id,quantity_req_stockout,assign_product_stockout_id,exported_req_quantity
1633,497,4.000000,18573,4.000000
1634,394,2.000000,15989,2.000000
1634,1387,5.000000,38399,5.000000
1635,183,13.000000,14311,13.000000
1635,451,4.000000,17842,4.000000
1635,1387,5.000000,39500,5.000000
1648,252,0.500000,11970,0.500000
1648,690,2.500000,22928,2.500000
1648,868,2.000000,25956,2.000000
1648,1146,2.000000,31241,2.000000
1648,1284,2.000000,33949,2.000000
1648,1387,10.000000,38403,10.000000
1651,14,5.000000,5294,5.000000
1651,252,0.500000,11971,0.500000
1651,1867,3.000000,48024,3.000000
1652,363,0.500000,16602,0.500000
1653,177,3.000000,8829,3.000000
1653,252,0.500000,11968,0.500000
1653,348,2.000000,14577,2.000000
1653,413,2.000000,16023,2.000000
1653,1218,2.500000,32843,2.500000
1654,177,3.000000,8825,3.000000
1654,252,1.000000,11949,1.000000
1654,348,2.000000,14579,2.000000
1654,413,2.000000,16022,2.000000
1654,570,4.000000,20081,4.000000
1654,1015,3.000000,28748,3.600000
1654,1431,4.000000,38892,4.000000
1675,60,3.000000,6185,3.000000
1675,135,2.000000,8658,2.000000
1675,752,2.000000,24092,2.000000
1675,1146,2.000000,31244,2.000000
1675,1387,10.000000,38412,10.000000
1675,1525,2.000000,40646,2.000000
1675,1812,2.000000,46484,2.000000
1676,1675,10.000000,43518,10.000000
1676,1766,5.000000,45740,5.000000
1676,399,5.000000,16019,5.000000
1676,838,10.000000,25453,10.000000
1676,1387,10.000000,39503,3.390000
1676,1387,10.000000,39504,1.500000
1676,1387,10.000000,39505,3.000000
1676,1387,10.000000,39506,0.560000
1676,1387,10.000000,39507,0.400000
1676,1387,10.000000,39508,1.150000
1677,399,5.000000,16020,5.000000
1677,838,10.000000,25452,10.000000
1677,1387,10.000000,38410,8.050000
1677,1387,10.000000,38411,1.950000
1677,1621,5.000000,42632,2.500000
1677,1621,5.000000,42633,2.000000
1677,1621,5.000000,42634,0.500000
1677,1675,10.000000,43519,10.000000
1677,1766,5.000000,45738,5.000000
1683,1075,1.000000,29846,1.000000
1690,60,1.000000,6181,1.000000
1690,1075,1.000000,29834,1.000000
1690,1311,3.000000,34717,3.000000
1696,1075,2.000000,29830,2.000000
1703,1075,1.000000,29841,1.000000
1712,1075,1.000000,29839,1.000000
1712,1525,1.000000,40648,1.000000
1716,1075,1.000000,29838,1.000000
1716,1276,1.000000,33924,1.000000
1716,1525,3.000000,40647,3.000000
1720,1075,2.000000,29833,2.000000
1726,1075,2.000000,29840,2.000000
1729,1952,3.000000,50939,3.000000
1736,1075,2.000000,29845,2.000000
1740,815,2.500000,26027,3.000000
1742,60,3.000000,6182,3.000000
1742,179,1.500000,9165,1.500000
1742,188,1.200000,9927,1.200000
1742,294,3.000000,13440,3.000000
1742,1110,9.000000,31001,10.800000
1742,1321,5.000000,35584,5.000000
1742,1418,1.000000,38226,1.000000
1742,1469,2.000000,39670,1.440000
1742,1572,2.000000,41731,2.000000
1744,209,2.000000,10997,2.000000
1744,399,5.000000,16018,5.000000
1744,1472,4.000000,39668,4.000000
1746,399,5.000000,16017,5.000000
1746,1472,3.000000,39669,3.000000
1756,76,2.000000,6205,2.000000
1756,296,1.000000,13621,1.000000
1756,352,0.500000,14540,0.500000
1756,839,1.500000,25278,1.500000
1756,1093,1.500000,29858,1.500000
1756,1354,5.000000,36658,5.000000
1756,1355,6.000000,36659,6.000000
1756,1401,13.700000,37674,9.100000
1756,1401,13.700000,37675,4.600000
1759,306,4.000000,13629,4.000000
1759,315,4.000000,13609,4.000000
1759,1387,5.000000,38415,5.000000
1764,209,2.000000,10998,2.000000
1764,752,3.000000,24091,3.000000
1764,918,12.000000,26596,12.000000
1764,1056,1.500000,29417,1.800000
1764,1252,2.000000,33305,2.400000
1764,1387,10.000000,38413,10.000000
1764,1422,3.500000,38214,3.500000
1764,1469,2.000000,39673,2.000000
1764,1525,2.000000,40639,2.000000
1764,1675,3.000000,43511,3.000000
1766,1830,10.000000,48046,9.050000
1766,1830,10.000000,48047,0.720000
1766,1830,10.000000,48048,0.230000
1766,838,10.000000,25451,10.000000
1766,1387,10.000000,39509,12.000000
1766,1621,5.000000,42635,3.000000
1766,1621,5.000000,42636,2.000000
1768,1075,1.000000,29844,1.000000
1772,1075,1.000000,29835,1.000000
1772,1311,3.000000,34718,3.000000
1772,1621,1.000000,42631,1.000000
1772,1881,3.000000,48272,3.000000
1775,1115,1.000000,30384,1.000000
1775,1465,1.000000,39542,1.000000
1775,1621,3.000000,42640,3.000000
1781,1075,1.000000,29836,1.000000
1781,1311,3.000000,34716,3.000000
1785,154,1.000000,8750,1.000000
1785,1056,1.000000,29416,1.200000
1785,1075,1.000000,29837,1.000000
1785,1621,3.000000,42642,3.000000
1787,1075,2.000000,29832,2.000000
1792,1317,1.000000,35660,1.000000
1795,1075,2.000000,29842,2.000000
1801,1075,2.000000,29843,2.000000
1805,1075,2.000000,29831,2.000000
1807,60,2.000000,6183,2.000000
1807,241,2.000000,11367,2.000000
1807,1321,5.000000,35585,5.000000
1807,1572,2.000000,41732,2.000000
1809,1418,8.000000,38225,8.000000
1810,68,3.000000,5767,3.000000
1810,797,1.000000,24341,1.000000
1810,884,35.000000,25962,35.000000
1810,1146,0.500000,31245,0.500000
1810,1331,9.500000,35654,10.000000
1810,1355,7.000000,36661,7.000000
1810,1401,31.000000,37672,27.040000
1810,1401,31.000000,37673,3.960000
1810,1469,4.000000,39689,4.000000
1810,1830,4.000000,48037,4.000000
1834,348,1.000000,14585,1.000000
1834,752,0.500000,24094,0.500000
1835,265,2.000000,12178,2.000000
1835,956,1.000000,27181,1.000000
1836,5,1.000000,5576,1.000000
1838,1416,1.000000,37986,1.000000
1838,1541,1.000000,40888,1.000000
1856,675,1.500000,22798,1.500000
1859,451,0.500000,17849,0.500000
1859,485,4.500000,17973,4.500000
1888,1491,7.000000,40090,7.000000
1918,1667,2.000000,43510,2.000000
1922,1675,1.000000,43513,1.000000
1922,1696,1.700000,44269,1.700000
1922,1948,1.500000,49980,1.500000
1922,541,1.000000,19603,1.000000
1922,570,1.000000,20080,1.000000
1922,762,0.500000,24111,0.500000
1922,768,1.500000,24028,1.500000
1922,991,1.500000,27524,1.800000
1922,1015,1.500000,28747,1.800000
1922,1387,5.000000,38423,5.000000
1922,1419,1.500000,38215,1.500000
1922,1469,1.000000,39686,1.000000
1922,1581,0.300000,41790,0.300000
1924,1387,5.000000,38426,5.000000
1926,541,1.000000,19604,1.000000
1926,768,1.500000,24029,1.500000
1926,1015,1.500000,28746,1.800000
1926,1948,1.500000,49979,1.500000
1929,1907,6.000000,49069,6.000000
1929,209,0.500000,10992,0.500000
1929,254,3.000000,12188,3.000000
1929,300,0.300000,12834,0.300000
1929,411,0.500000,16230,0.500000
1929,485,0.500000,17966,0.500000
1929,509,1.000000,18739,1.000000
1929,515,3.000000,19043,3.000000
1929,518,2.200000,19092,2.200000
1929,541,0.500000,19598,0.500000
1929,868,0.500000,25954,0.600000
1929,1036,2.000000,29207,2.400000
1929,1115,2.000000,30380,2.000000
1929,1146,2.000000,31231,2.000000
1929,1224,1.000000,32841,1.000000
1929,1311,5.000000,34699,5.000000
1929,1379,24.000000,37667,24.000000
1929,1387,5.000000,38429,5.000000
1929,1476,11.500000,40086,11.500000
1929,1548,7.000000,41054,7.000000
1929,1581,0.300000,41789,0.300000
1930,13,7.000000,21611,7.000000
1930,96,2.500000,7105,2.500000
1932,485,0.500000,17968,0.500000
1932,1548,12.000000,41060,12.000000
1932,1815,1.000000,46127,1.000000
1933,1837,2.000000,48031,2.000000
1933,103,0.500000,7408,0.500000
1933,254,1.000000,12190,1.000000
1933,485,0.500000,17965,0.500000
1933,541,0.500000,19596,0.500000
1933,675,1.000000,22805,1.000000
1933,1469,0.500000,39694,0.500000
1935,96,3.000000,7106,3.000000
1937,1075,1.000000,29815,1.000000
1938,85,2.500000,6795,2.500000
1939,521,2.500000,19094,2.500000
1939,570,2.000000,20088,2.000000
1941,103,0.500000,7401,0.500000
1941,294,0.500000,13432,0.500000
1941,614,1.000000,21759,1.000000
1941,979,1.000000,27798,1.000000
1941,1115,0.500000,30388,0.500000
1941,1146,0.500000,31233,0.500000
1941,1179,1.000000,31792,1.000000
1941,1336,2.500000,35664,2.500000
1941,1469,0.500000,39677,0.500000
1941,1495,1.000000,40102,1.000000
1941,1613,1.000000,42564,1.000000
1942,96,12.000000,7107,12.000000
1942,129,2.000000,8857,2.000000
1943,1321,0.500000,35595,0.500000
1943,1572,1.000000,41728,1.000000
1944,96,8.000000,7108,8.000000
1944,129,1.500000,8855,1.500000
1945,956,1.000000,27164,1.000000
1946,334,8.000000,13664,8.000000
1946,541,0.500000,19612,0.500000
1948,181,1.000000,9950,1.000000
1948,434,21.000000,17289,21.000000
1948,1548,6.000000,41057,6.000000
1948,1815,0.500000,46129,0.500000
1949,103,0.500000,7410,0.500000
1949,1115,0.500000,30389,0.500000
1950,793,3.000000,24334,3.000000
1950,1311,1.000000,34697,1.000000
1950,1378,1.000000,36684,1.000000
1950,1469,1.000000,39704,1.000000
1950,1548,4.000000,41053,4.000000
1950,1727,1.000000,44740,1.000000
1950,1815,1.000000,46128,1.000000
1950,1969,1.000000,50506,1.000000
1951,96,9.000000,6780,9.000000
1951,129,2.000000,8221,2.000000
1953,1023,50.000000,28821,50.000000
1954,1159,3.000000,31300,3.000000
1954,1490,0.500000,39799,0.500000
1955,27,0.500000,5299,0.500000
1955,1186,3.000000,31807,3.000000
1955,1463,1.500000,39636,1.500000
1956,21,3.500000,4865,3.500000
1956,348,1.000000,14583,1.000000
1956,407,1.000000,15996,1.000000
1956,541,0.500000,19602,0.500000
1956,831,0.500000,25455,0.500000
1956,956,1.000000,27166,1.000000
1956,979,1.000000,27800,1.000000
1956,1036,1.000000,29208,1.200000
1956,1049,1.000000,29409,1.000000
1956,1062,20.000000,42847,20.000000
1956,1244,21.000000,33030,23.000000
1956,1311,1.000000,34714,1.000000
1956,1469,1.000000,39709,1.000000
1956,1545,2.000000,41026,2.000000
1956,1669,9.000000,43688,9.000000
1957,254,1.000000,12191,1.000000
1957,515,1.000000,19059,1.000000
1957,570,0.500000,20090,0.500000
1957,718,1.000000,23328,1.000000
1957,1115,0.500000,30375,0.500000
1957,1378,0.500000,36686,0.500000
1957,1469,0.500000,39683,0.500000
1957,1572,1.000000,41714,1.000000
1959,1431,0.500000,38896,0.500000
1960,372,3.000000,15394,3.000000
1960,396,1.000000,16604,1.000000
1961,241,0.500000,11372,0.500000
1961,284,15.000000,12471,15.000000
1961,675,1.000000,22799,1.000000
1961,1337,9.000000,36652,9.000000
1962,497,0.500000,18569,0.500000
1962,1075,2.000000,29813,2.000000
1962,1873,2.000000,48142,2.000000
1963,1659,4.000000,43683,4.000000
1963,1873,1.000000,48138,1.000000
1963,96,5.000000,6779,5.000000
1963,129,2.000000,8219,2.000000
1963,329,1.000000,14589,1.000000
1963,859,19.000000,25723,19.000000
1963,998,7.500000,28745,9.000000
1963,1075,2.000000,29809,2.000000
1963,1112,5.000000,31003,5.000000
1963,1276,1.500000,33944,1.500000
1963,1337,5.000000,36654,5.000000
1964,265,0.500000,12181,0.500000
1964,859,25.000000,25722,25.000000
1964,1075,1.000000,29811,1.000000
1964,1337,20.000000,36653,20.000000
1965,96,5.000000,7109,5.000000
1965,129,1.500000,8856,1.500000
1966,85,4.000000,6791,4.000000
1966,252,0.500000,11950,0.500000
1966,329,1.000000,14591,1.000000
1966,451,1.000000,17825,1.000000
1966,466,1.000000,17826,1.000000
1970,979,1.000000,27786,1.000000
1981,213,2.500000,11244,2.500000
1993,103,0.500000,7390,0.500000
1997,103,0.500000,7391,0.500000
1997,254,0.500000,12186,0.500000
1997,294,1.000000,13439,1.000000
1997,931,2.000000,26610,2.000000
1997,1258,10.650000,33350,10.650000
1997,1378,1.000000,36688,1.000000
1997,1387,5.000000,38422,5.000000
1997,1572,1.000000,41725,1.000000
1999,62,3.500000,5770,2.600000
1999,62,3.500000,5771,0.900000
1999,293,0.500000,13423,0.500000
1999,1258,10.110000,33351,10.110000
2011,60,1.000000,6179,1.000000
2011,438,1.000000,17284,1.000000
2011,570,1.000000,20079,1.000000
2011,636,0.500000,21782,0.500000
2011,1004,0.800000,28738,0.960000
2011,1883,2.500000,48360,2.500000
2018,1812,1.000000,46478,1.000000
2023,868,1.000000,25952,1.000000
2027,1572,1.000000,41724,1.000000
2045,1008,2.000000,28671,2.400000
2045,1271,1.000000,33897,1.000000
2045,1572,2.000000,41711,2.400000
2072,835,1.000000,25286,1.200000
2091,78,5.000000,6195,5.000000
2091,265,1.000000,12176,1.000000
2091,383,2.000000,15393,2.000000
2091,671,5.000000,22340,5.000000
2091,673,10.000000,22341,10.000000
2091,1004,5.000000,28740,6.000000
2091,1224,0.700000,32840,0.840000
2091,1525,1.000000,40653,1.000000
2091,1649,2.000000,42972,2.000000
2091,1873,1.000000,48147,1.000000
2097,1067,28.700000,29604,28.700000
2103,895,1.500000,26033,1.500000
2110,135,2.000000,8661,2.000000
2110,407,2.000000,16008,2.000000
2112,407,2.000000,16010,2.000000
2112,1068,2.000000,29607,2.400000
2113,135,0.500000,8659,0.500000
2114,606,2.000000,21661,2.300000
2116,103,0.500000,7412,0.500000
2117,294,1.000000,13434,1.000000
2117,407,2.000000,16016,2.000000
2117,521,1.800000,19095,1.800000
2124,521,1.200000,19096,1.200000
2124,1004,2.500000,28742,3.000000
2124,1019,2.500000,28966,2.710000
2124,1421,5.500000,39194,5.500000
2127,518,1.000000,19093,1.000000
2128,78,5.000000,6190,5.000000
2128,294,0.500000,13433,0.500000
2128,1118,4.000000,31007,4.800000
2128,1316,1.000000,35194,1.000000
2129,265,3.000000,12175,3.000000
2129,376,2.000000,16586,2.000000
2129,606,5.000000,21664,5.000000
2129,1004,5.000000,28739,6.000000
2129,1329,30.000000,36656,22.000000
2129,1329,30.000000,36657,8.000000
2129,1444,0.500000,38754,0.500000
2146,35,2.000000,17340,2.000000
2146,438,1.200000,17283,1.200000
2146,866,1.000000,25724,1.000000
2150,294,0.500000,13435,0.500000
2150,438,2.000000,17282,2.000000
2150,606,0.500000,21662,0.500000
2150,631,1.000000,21663,1.000000
2150,912,2.000000,26369,2.000000
2150,1003,12.000000,28744,14.400000
2150,1054,1.500000,29414,1.800000
2150,1071,0.500000,29605,0.500000
2150,1080,2.000000,30008,2.400000
2152,569,2.000000,20160,2.000000
2157,793,0.500000,24332,0.500000
2158,983,1.500000,27523,1.800000
2159,1004,4.000000,28741,4.800000
2159,1135,1.000000,31012,1.200000
2159,1316,1.000000,35193,1.200000
2167,71,1.500000,5761,1.500000
2167,169,1.000000,8820,1.000000
2167,294,1.000000,13437,1.000000
2167,354,2.000000,14536,2.000000
2167,372,12.000000,15395,12.000000
2167,675,3.000000,22801,3.000000
2167,831,0.500000,25459,0.500000
2167,1075,4.000000,29819,4.000000
2167,1118,0.700000,31008,0.840000
2167,1202,2.000000,32585,2.000000
2167,1276,5.000000,33927,5.000000
2167,1387,5.000000,38421,5.000000
2167,1431,1.000000,38894,1.000000
2167,1469,1.000000,39706,1.000000
2167,1525,1.280000,40641,1.280000
2167,1748,1.000000,45320,1.000000
2167,1791,0.300000,46124,0.300000
2167,1795,9.000000,46492,9.000000
2167,1970,6.000000,50403,6.000000
2167,1989,0.500000,51438,0.500000
2169,131,1.500000,8166,1.500000
2170,131,1.500000,8167,1.500000
2170,419,4.500000,16578,4.500000
2171,1637,4.000000,42851,4.800000
2176,1115,1.000000,30374,1.000000
2176,1378,1.000000,36685,1.000000
2176,1572,1.000000,41713,1.000000
2183,1425,0.500000,39193,0.500000
2183,1812,1.000000,46482,1.000000
2192,1527,0.300000,40701,0.300000
2195,209,1.000000,10993,1.000000
2195,254,1.000000,12195,1.000000
2195,451,0.500000,17838,0.500000
2195,515,1.000000,19056,1.000000
2195,531,0.500000,19360,0.500000
2195,814,1.000000,25064,1.000000
2195,1146,1.000000,31239,1.000000
2195,1378,1.000000,36697,1.000000
2195,1387,5.000000,38420,5.000000
2195,1872,7.500000,48361,7.500000
2198,1378,1.000000,36698,1.000000
2198,1572,1.000000,41734,1.000000
2204,1007,3.000000,28233,3.000000
2208,1202,3.000000,32583,3.000000
2208,1416,1.000000,37969,1.000000
2210,1007,3.000000,28232,3.000000
2213,47,0.600000,7325,0.600000
2213,541,0.500000,19605,0.500000
2213,570,3.000000,20083,3.000000
2216,1527,2.000000,40702,2.000000
2216,1581,1.500000,41788,1.500000
2216,1715,11.000000,44719,11.000000
2259,956,5.000000,27179,5.000000
2259,1237,10.000000,33029,10.000000
2259,1495,10.000000,40107,10.000000
2259,1613,2.000000,42552,2.000000
2260,956,12.000000,27178,12.000000
2260,1237,20.000000,33028,20.000000
2262,1416,2.000000,37981,2.000000
2265,1416,2.000000,37982,2.000000
2272,1879,1.500000,48270,1.500000
2274,244,14.000000,11347,15.000000
2275,591,2.000000,20741,2.000000
2275,1252,2.000000,33295,2.000000
2276,601,2.000000,21082,2.000000
2276,1252,2.000000,33294,2.000000
2277,591,2.000000,21560,2.000000
2281,591,2.000000,20739,2.000000
2281,1799,4.000000,48052,4.000000
2282,591,3.000000,20738,3.000000
2288,303,14.500000,12902,14.500000
2333,591,2.000000,20740,2.000000
2333,1311,2.000000,34721,2.000000
2335,288,10.000000,12580,9.000000
2335,288,10.000000,12581,1.000000
2335,1046,7.000000,29190,7.000000
2335,1782,2.500000,46122,2.500000
2336,942,2.500000,26901,2.500000
2336,1078,5.000000,30006,5.000000
2337,13,3.000000,10972,3.000000
2337,96,9.000000,6790,9.000000
2337,181,2.000000,9949,2.000000
2337,617,50.000000,21360,55.500000
2337,643,2.000000,21750,2.000000
2337,1078,4.000000,30005,4.800000
2337,1112,3.600000,31002,4.320000
2337,1173,3.000000,31802,3.000000
2337,1187,16.000000,31803,13.000000
2337,1187,16.000000,31804,3.000000
2337,1379,13.000000,37666,13.000000
2337,1588,1.000000,42850,1.000000
2340,288,2.800000,12582,3.000000
2340,1047,2.000000,29194,2.000000
2346,222,32.000000,11242,32.000000
2346,243,274.200000,11335,274.200000
2346,286,1.000000,12475,1.000000
2346,372,4.000000,15397,4.000000
2346,419,1.500000,16580,1.500000
2346,428,3.500000,17295,3.500000
2346,431,4.500000,17296,4.500000
2346,1531,8.000000,41030,8.000000
2346,1701,91.400000,44727,91.400000
2347,243,73.200000,11337,73.200000
2348,102,5.000000,7112,5.000000
2348,175,0.500000,9162,0.500000
2348,233,1.500000,12574,1.500000
2348,243,219.600000,11336,219.600000
2348,247,4.000000,21582,4.000000
2348,248,15.000000,17318,15.000000
2348,850,1.000000,25717,1.000000
2348,912,2.000000,26368,2.000000
2348,1046,6.000000,29193,6.000000
2348,1379,1.500000,37668,1.500000
2348,1497,56.000000,39997,56.000000
2348,1519,1.000000,40593,1.000000
2348,1776,73.200000,46498,73.200000
2348,1895,292.800000,48964,292.800000
2348,1913,219.600000,49172,219.600000
2349,1752,3.300000,45323,3.300000
2349,21,1.500000,4866,1.500000
2349,117,1.000000,7429,1.000000
2349,293,1.000000,13425,1.000000
2349,434,6.500000,17290,6.500000
2349,463,0.700000,17832,0.700000
2349,803,1.500000,25056,1.500000
2349,850,0.500000,25716,0.500000
2349,1065,190.000000,29610,190.000000
2349,1185,1.000000,31813,1.000000
2349,1444,0.500000,38755,0.500000
2350,40,13.500000,17341,13.500000
2350,64,4.000000,17342,4.000000
2350,139,183.000000,8843,183.000000
2350,966,100.000000,27430,100.000000
2350,1776,100.000000,46501,100.000000
2350,1913,100.000000,49170,100.000000
2351,37,182.800000,21085,182.800000
2351,187,100.000000,12263,100.000000
2351,211,8.000000,11246,8.000000
2351,243,100.000000,11334,100.000000
2351,1064,100.000000,29611,120.000000
2351,1341,100.000000,35649,100.000000
2353,158,73.200000,8746,73.200000
2353,187,73.200000,12265,73.200000
2353,243,73.200000,11342,73.200000
2353,1233,63.000000,32882,73.200000
2355,11,100.000000,5775,100.000000
2358,97,91.400000,6544,91.400000
2358,130,91.400000,8223,91.400000
2358,247,4.000000,21583,4.000000
2358,248,15.000000,17319,15.000000
2358,384,274.200000,16225,274.200000
2358,490,182.800000,18429,168.000000
2358,490,182.800000,18464,14.800000
2358,575,182.800000,20148,182.800000
2358,706,182.800000,23077,182.800000
2358,966,91.400000,27428,91.400000
2358,1012,91.400000,28577,91.400000
2358,1386,182.800000,38085,182.800000
2358,1481,91.400000,39756,91.400000
2358,1701,91.400000,44721,91.400000
2358,1776,274.300000,46496,274.300000
2358,1915,50.000000,49613,50.000000
2359,1208,48.000000,32797,48.000000
2361,469,30.000000,17985,30.000000
2361,1232,20.000000,34583,20.000000
2374,819,100.000000,25225,100.000000
2374,1291,15.000000,34238,10.900000
2378,380,605.000000,15375,605.000000
2388,506,3.000000,18584,3.000000
2388,1017,50.000000,29091,50.000000
2393,506,3.000000,18585,3.000000
2398,96,152.000000,9178,152.000000
2403,13,73.000000,21615,73.000000
2403,285,100.000000,12489,100.000000
2404,50,20.000000,5747,20.000000
2404,370,22.000000,17662,22.000000
2404,519,20.000000,18999,20.000000
2404,1389,600.000000,40257,600.000000
2404,1552,90.000000,42221,90.000000
2405,226,802.000000,11355,802.000000
2405,819,100.000000,25223,100.000000
2406,96,130.000000,9185,130.000000
2406,110,60.000000,7568,60.000000
2407,96,25.000000,9179,25.000000
2407,119,100.000000,7383,100.000000
2410,68,600.000000,5769,600.000000
2410,96,185.000000,9180,185.000000
2410,1552,117.000000,42209,117.000000
2410,1563,20.000000,42059,20.000000
2414,124,43.000000,8315,43.000000
2414,1339,360.000000,35551,360.000000
2418,1446,5493.000000,38592,4987.000000
2418,1446,5493.000000,38593,506.000000
2420,1002,6.000000,28022,6.000000
2421,1376,506.000000,38124,506.000000
2424,1293,1.000000,34259,1.000000
2427,1238,50.000000,35249,50.000000
2427,1673,105.000000,43836,105.000000
2430,1293,2.000000,34257,2.000000
2430,1552,138.000000,42214,138.000000
2431,819,100.000000,25224,100.000000
2433,1119,258.000000,30342,258.000000
2434,304,12.000000,12905,12.000000
2434,1023,1724.000000,28820,1724.000000
2435,917,10.000000,26383,10.000000
2441,256,2.000000,12908,2.000000
2442,96,48.000000,9181,48.000000
2442,947,10.000000,27033,10.000000
2442,1109,5.000000,30029,5.000000
2444,1706,30.000000,44459,30.000000
2448,9,20.000000,5717,20.000000
2448,218,3000.000000,10302,3000.000000
2448,462,60.000000,17775,60.000000
2448,696,100.000000,23048,100.000000
2448,795,670.000000,24328,670.000000
2448,919,500.000000,26387,500.000000
2448,1389,50.000000,40259,50.000000
2448,1500,350.000000,39960,78.980000
2448,1500,350.000000,39961,91.020000
2448,1500,350.000000,39962,180.000000
2453,1389,50.000000,40258,50.000000
2459,834,260.000000,25181,260.000000
2480,1111,70.000000,30216,70.000000
2480,1359,20.000000,35763,20.000000
2480,1389,50.000000,40255,50.000000
2481,499,20.000000,18964,20.000000
2483,499,20.000000,18963,20.000000
2489,1856,100.000000,47208,100.000000
2490,1790,1600.000000,46605,1600.000000
2490,1845,200.000000,47204,200.000000
2490,453,18.000000,17768,18.000000
2490,589,500.000000,20391,500.000000
2490,723,100.000000,24223,100.000000
2490,1116,100.000000,30337,100.000000
2490,1170,30.000000,31749,30.000000
2490,1389,100.000000,40213,100.000000
2492,453,15.000000,17766,15.000000
2492,723,100.000000,24222,100.000000
2492,1086,200.000000,29693,200.000000
2492,1170,100.000000,31747,100.000000
2492,1790,100.000000,46555,100.000000
2492,1893,60.000000,49117,60.000000
2495,27,100.000000,6540,100.000000
2495,150,4128.000000,9212,3573.000000
2495,150,4128.000000,25941,555.000000
2495,1389,100.000000,40214,100.000000
2495,1563,30.000000,42054,30.000000
2500,1389,50.000000,40215,50.000000
2501,1563,20.000000,42053,20.000000
2505,1389,50.000000,40216,50.000000
2508,27,100.000000,6541,100.000000
2508,393,50.000000,17619,50.000000
2508,1389,50.000000,40217,50.000000
2508,1563,20.000000,42052,20.000000
2510,1706,30.000000,44456,30.000000
2512,150,1124.000000,9213,1124.000000
2512,585,100.000000,21073,100.000000
2512,822,50.000000,25012,50.000000
2512,948,200.000000,27113,200.000000
2512,1563,20.000000,42060,20.000000
2515,13,73.000000,21616,73.000000
2515,96,140.000000,9186,140.000000
2515,110,60.000000,7569,60.000000
2515,285,150.000000,12490,150.000000
2515,453,15.000000,17769,15.000000
2515,852,50.000000,25866,50.000000
2515,1389,50.000000,40218,50.000000
2516,852,50.000000,25867,50.000000
2517,453,125.000000,17765,125.000000
2518,177,30.000000,9707,30.000000
2518,1389,50.000000,40219,50.000000
2521,1878,20.000000,48807,20.000000
2523,1389,50.000000,40220,50.000000
2525,1832,100.000000,47177,100.000000
2526,27,100.000000,6542,100.000000
2526,150,4128.000000,9215,4128.000000
2526,1389,50.000000,40221,50.000000
2526,1563,30.000000,42055,30.000000
2534,150,1124.000000,9216,1124.000000
2534,298,20.000000,14247,20.000000
2534,605,10.000000,20746,10.000000
2534,1389,50.000000,40222,50.000000
2534,1563,20.000000,42061,20.000000
2535,150,3004.000000,9217,3004.000000
2535,393,50.000000,17620,50.000000
2535,1563,20.000000,42056,20.000000
2535,1767,50.000000,45439,50.000000
2539,349,30.000000,15634,30.000000
2539,696,50.000000,23041,50.000000
2539,1389,50.000000,40223,50.000000
2541,954,100.000000,28504,100.000000
2541,1170,30.000000,31756,30.000000
2542,954,100.000000,28505,100.000000
2542,1076,100.000000,29629,100.000000
2542,1170,350.000000,31727,350.000000
2542,1493,100.000000,39955,100.000000
2542,1662,150.000000,43308,150.000000
2542,1790,300.000000,46554,300.000000
2542,1893,40.000000,49116,40.000000
2543,1662,200.000000,43305,200.000000
2543,1790,2000.000000,46553,2000.000000
2543,1893,650.000000,49115,650.000000
2543,540,50.000000,21013,0.000000
2543,540,50.000000,21014,0.000000
2543,540,50.000000,21015,0.000000
2543,540,50.000000,21016,0.000000
2543,540,50.000000,21017,0.000000
2543,540,50.000000,21018,0.000000
2543,540,50.000000,21019,0.000000
2543,540,50.000000,21020,0.000000
2543,540,50.000000,21021,0.000000
2543,540,50.000000,21022,0.000000
2543,540,50.000000,21023,0.000000
2543,540,50.000000,21551,50.000000
2543,723,300.000000,24215,300.000000
2543,954,100.000000,28506,100.000000
2543,1282,350.000000,33904,350.000000
2543,1381,200.000000,36888,200.000000
2543,1389,100.000000,40271,100.000000
2544,1445,30.000000,38855,30.000000
2544,1767,100.000000,45440,100.000000
2545,150,3004.000000,9214,3004.000000
2545,393,50.000000,17611,50.000000
2545,747,32.000000,23523,32.000000
2545,1389,50.000000,40224,50.000000
2545,1530,50.000000,41015,50.000000
2555,696,50.000000,23042,50.000000
2555,1389,50.000000,40225,50.000000
2556,1356,20.000000,39243,20.000000
2559,1358,70.000000,35761,70.000000
2559,1870,200.000000,48054,200.000000
2560,108,520.000000,6539,520.000000
2562,184,102.000000,10161,102.000000
2562,696,150.000000,23049,150.000000
2562,795,60.000000,24329,60.000000
2562,1389,50.000000,40260,50.000000
2562,1851,238.000000,47202,238.000000
2569,1111,30.000000,30215,30.000000
2569,1359,20.000000,35762,20.000000
2569,1389,50.000000,40256,50.000000
2596,653,80.000000,22538,80.000000
2596,723,300.000000,24213,300.000000
2596,1170,230.000000,31726,230.000000
2596,1381,200.000000,36880,200.000000
2596,1790,450.000000,46602,450.000000
2596,1893,150.000000,49118,150.000000
2597,246,101.000000,12754,101.000000
2597,653,50.000000,22542,50.000000
2597,1493,50.000000,39943,50.000000
2604,747,26.000000,23516,26.000000
2604,820,13.000000,24864,13.000000
2605,747,26.000000,23517,26.000000
2605,812,13.000000,24852,13.000000
2610,1620,12.000000,43032,12.000000
2611,1323,20.000000,35240,20.000000
2611,1356,20.000000,39240,20.000000
