product_id,outsourcing_order_id,quantity_stock_out,is_exported,outsourcing_detail_id,assign_product_stockout_id,quantity_exported_outsourcing
1,306,4.000000,0,1607,9692.0,4.000000
1,306,4.000000,0,1608,9693.0,4.000000
1,306,69.000000,0,1610,9694.0,69.000000
1,327,8.000000,1,1681,10958.0,8.000000
1,327,25.000000,0,1685,10959.0,25.000000
1,358,11.000000,1,1742,12025.0,11.000000
1,358,5.500000,0,1745,12026.0,5.500000
1,358,27.500000,0,1751,12027.0,27.500000
1,358,11.000000,0,1753,12028.0,11.000000
1,358,3.500000,0,1758,12029.0,3.500000
1,358,41.000000,0,1759,12030.0,41.000000
1,358,13.000000,0,1765,12031.0,13.000000
1,368,105.500000,1,1790,12320.0,105.500000
1,368,10.500000,0,1791,12321.0,10.500000
1,368,10.500000,0,1792,12322.0,10.500000
1,368,3.500000,0,1794,12323.0,3.500000
1,368,97.000000,0,1796,12324.0,97.000000
1,368,5.500000,0,1798,12325.0,5.500000
1,387,4.000000,1,1836,13565.0,4.000000
1,387,73.000000,0,1837,13566.0,73.000000
1,387,17.000000,0,1840,13567.0,17.000000
1,393,5.500000,1,1872,13545.0,5.500000
1,393,32.000000,0,1877,13546.0,32.000000
1,393,13.000000,0,1878,13547.0,13.000000
1,393,23.000000,0,1879,13548.0,23.000000
1,400,327.200000,1,1897,14231.0,327.200000
1,403,26.000000,1,1932,13866.0,26.000000
1,403,147.000000,0,1936,13867.0,147.000000
1,403,30.000000,0,1940,13868.0,30.000000
1,403,43.000000,0,1942,13869.0,43.000000
1,403,54.000000,0,1944,13870.0,54.000000
1,403,29.000000,0,1946,13871.0,29.000000
1,423,8.000000,1,1982,14501.0,8.000000
1,423,8.000000,0,1983,14502.0,8.000000
1,423,5.000000,0,1984,14503.0,5.000000
1,423,5.000000,0,1988,14504.0,5.000000
1,423,14.000000,0,1990,14505.0,14.000000
1,435,58.000000,1,2037,14996.0,58.000000
1,436,45.000000,1,2042,15002.0,45.000000
1,436,12.000000,0,2043,15003.0,12.000000
1,446,9.000000,1,2076,15384.0,9.000000
1,457,5.000000,1,2119,15641.0,5.000000
1,457,26.000000,0,2121,15642.0,26.000000
1,457,,0,2125,,
1,471,12.000000,1,2153,16514.0,12.000000
1,476,111.000000,1,2197,17190.0,111.000000
1,476,97.000000,0,2200,17191.0,97.000000
1,476,162.000000,0,2202,17192.0,162.000000
1,476,97.000000,0,2211,17193.0,97.000000
1,477,3.000000,0,2177,,
1,485,98.000000,1,2222,17668.0,98.000000
1,485,17.000000,0,2223,17669.0,17.000000
1,485,90.000000,0,2224,17670.0,90.000000
1,485,12.000000,0,2226,17671.0,12.000000
1,485,6.000000,0,2229,17672.0,6.000000
1,485,6.000000,0,2230,17673.0,6.000000
1,485,30.000000,0,2231,17674.0,30.000000
1,485,12.000000,0,2233,17675.0,12.000000
1,489,17.000000,1,2242,17871.0,17.000000
1,497,458.100000,1,2287,17993.0,458.100000
1,497,596.000000,0,2297,17994.0,596.000000
1,501,65.000000,1,2328,18297.0,65.000000
1,501,126.000000,0,2335,18298.0,126.000000
1,508,8.000000,1,2351,18677.0,8.000000
1,530,19.000000,1,2410,18678.0,19.000000
1,535,50.000000,1,2473,18983.0,50.000000
1,535,24.000000,0,2474,18984.0,24.000000
1,535,270.000000,0,2476,18985.0,270.000000
1,535,4.000000,0,2477,18986.0,4.000000
1,535,4.000000,0,2478,18987.0,4.000000
1,535,40.000000,0,2479,18988.0,40.000000
1,537,3.500000,1,2480,19242.0,3.500000
1,537,50.000000,0,2489,19243.0,50.000000
1,537,11.000000,0,2494,19244.0,11.000000
1,544,16.000000,1,2518,19631.0,16.000000
1,544,55.000000,0,2520,19632.0,55.000000
1,544,79.000000,0,2522,19633.0,79.000000
1,556,11.000000,1,2563,19975.0,11.000000
1,556,38.000000,0,2564,19976.0,38.000000
1,563,28.000000,0,2576,,
1,563,,0,2579,,
1,565,28.000000,1,2583,20470.0,28.000000
1,565,5.500000,0,2586,20471.0,5.500000
1,574,1908.000000,1,2683,21650.0,1404.690000
1,574,1908.000000,1,2683,21651.0,389.600000
1,574,1908.000000,1,2683,21652.0,113.710000
1,574,62.000000,0,2687,21653.0,62.000000
1,581,4.000000,1,2629,20999.0,4.000000
1,581,5.000000,1,2634,21000.0,5.000000
1,584,9.000000,1,2639,21295.0,9.000000
1,584,37.000000,0,2641,21296.0,37.000000
1,584,11.000000,0,2643,21297.0,11.000000
1,592,4.500000,1,2688,22072.0,4.500000
1,592,134.000000,0,2690,22073.0,134.000000
1,592,4.000000,0,2696,22074.0,4.000000
1,592,4.000000,0,2697,22075.0,4.000000
1,592,4.000000,0,2698,22076.0,4.000000
1,592,4.000000,0,2699,22077.0,4.000000
1,592,5.000000,0,2703,22078.0,5.000000
1,597,68.000000,1,2729,22380.0,5.800000
1,597,68.000000,1,2729,22381.0,62.200000
1,611,22.000000,1,2776,22795.0,22.000000
1,622,14.000000,1,2826,23456.0,14.000000
1,622,27.000000,0,2827,23457.0,27.000000
1,622,25.000000,0,2831,23458.0,25.000000
1,622,11.000000,0,2833,23459.0,11.000000
1,627,13.000000,1,2838,23507.0,13.000000
1,627,95.000000,0,2839,23508.0,95.000000
1,631,5.000000,1,2880,24006.0,5.000000
1,631,10.000000,0,2882,24007.0,10.000000
1,631,10.000000,0,2883,24008.0,10.000000
1,631,11.000000,0,2885,24009.0,11.000000
1,631,3.000000,0,2889,24010.0,3.000000
1,641,92.000000,1,2918,24364.0,92.000000
1,641,95.000000,0,2920,24365.0,95.000000
1,641,37.000000,0,2922,24366.0,37.000000
1,641,38.000000,0,2923,24367.0,38.000000
1,646,10.000000,1,2940,24383.0,10.000000
1,654,15.000000,1,2965,24975.0,15.000000
1,654,22.000000,0,2966,24976.0,22.000000
1,654,3.000000,0,2967,24977.0,3.000000
1,662,8.000000,1,2986,25243.0,8.000000
1,662,11.000000,0,2987,25244.0,11.000000
1,662,11.000000,0,2988,25245.0,11.000000
1,662,11.000000,0,2990,25246.0,11.000000
1,662,11.000000,0,2991,25247.0,11.000000
1,669,3.000000,1,3020,25248.0,3.000000
1,675,9.000000,1,3044,25566.0,9.000000
1,675,14.000000,0,3045,25567.0,14.000000
1,675,4.000000,0,3046,25568.0,4.000000
1,675,15.000000,0,3047,25569.0,15.000000
1,675,9.000000,0,3050,25570.0,9.000000
1,675,17.000000,0,3051,25571.0,17.000000
1,675,9.000000,0,3052,25572.0,9.000000
1,675,15.000000,0,3054,25573.0,15.000000
1,683,20.000000,1,3087,25910.0,20.000000
1,683,14.000000,0,3088,25911.0,14.000000
1,685,9.000000,1,3121,25973.0,9.000000
1,685,15.000000,0,3122,25974.0,15.000000
1,685,12.000000,0,3124,25975.0,12.000000
1,685,12.000000,0,3126,25976.0,12.000000
1,685,95.000000,0,3127,25977.0,95.000000
1,702,14.000000,1,3148,26375.0,14.000000
1,706,33.000000,1,3156,26482.0,33.000000
1,706,11.000000,0,3157,26483.0,11.000000
1,706,20.000000,0,3159,26484.0,20.000000
1,717,11.000000,1,3215,26739.0,11.000000
1,717,2.000000,0,3220,26740.0,2.000000
1,717,2.000000,0,3221,26741.0,2.000000
1,717,4.000000,0,3222,26742.0,4.000000
1,717,3.000000,0,3224,26743.0,3.000000
1,717,7.000000,0,3229,26744.0,7.000000
1,717,2.000000,0,3230,26745.0,2.000000
1,717,8.000000,0,3232,26746.0,8.000000
1,717,4.000000,0,3233,26747.0,4.000000
1,717,10.000000,0,3235,26748.0,10.000000
1,717,2.000000,0,3236,26749.0,2.000000
1,717,2.000000,0,3237,26750.0,2.000000
1,717,2.000000,0,3238,26751.0,2.000000
1,725,758.900000,1,3257,26818.0,758.900000
1,730,16.000000,1,3271,27339.0,16.000000
1,731,16.000000,1,3350,27340.0,16.000000
1,731,16.000000,0,3352,27341.0,16.000000
1,731,16.000000,0,3354,27342.0,16.000000
1,731,16.000000,0,3356,27343.0,16.000000
1,731,15.000000,0,3357,27344.0,15.000000
1,749,2.000000,1,3417,27481.0,2.000000
1,751,16.000000,1,3419,27741.0,16.000000
1,751,16.000000,0,3420,27742.0,16.000000
1,751,16.000000,0,3421,27743.0,16.000000
1,773,580.000000,1,3510,28244.0,580.000000
1,773,197.000000,0,3511,28245.0,197.000000
1,773,5.000000,0,3515,28246.0,5.000000
1,774,36.000000,1,3521,28247.0,36.000000
1,774,9.000000,0,3522,28248.0,9.000000
1,780,5.500000,1,3559,28829.0,5.500000
1,780,21.000000,0,3560,28830.0,21.000000
1,789,99.000000,1,3576,29104.0,99.000000
1,795,29.000000,1,3596,29384.0,29.000000
1,795,300.000000,0,3599,29385.0,300.000000
1,795,9.000000,0,3600,29386.0,9.000000
1,795,8.000000,0,3602,29387.0,8.000000
1,802,5.000000,1,3618,29986.0,5.000000
1,802,32.000000,1,3621,29987.0,32.000000
1,802,38.000000,1,3623,29988.0,38.000000
1,808,11.000000,1,3642,29715.0,13.200000
1,815,4.000000,1,3656,,
1,823,21.000000,1,3678,,
1,823,15.000000,1,3679,,
1,823,13.000000,1,3681,,
1,823,13.000000,1,3683,,
1,823,11.000000,1,3685,,
1,825,4.000000,1,3695,30162.0,4.000000
1,826,21.000000,1,3707,30163.0,21.000000
1,826,15.000000,1,3708,30164.0,15.000000
1,826,13.000000,1,3710,30165.0,13.000000
1,826,13.000000,1,3712,30166.0,13.000000
1,826,11.000000,1,3714,30167.0,11.000000
1,836,15.000000,1,3736,30407.0,15.000000
1,836,34.000000,1,3739,30408.0,34.000000
1,836,5.000000,1,3741,30409.0,5.000000
1,837,16.000000,1,3742,30419.0,16.000000
1,837,15.000000,1,3743,30420.0,15.000000
1,844,15.000000,1,3767,31164.0,15.000000
1,844,7.000000,1,3768,31165.0,7.000000
1,846,28.000000,1,3775,31166.0,28.000000
1,846,4.000000,1,3776,31167.0,4.000000
1,846,9.000000,1,3777,31168.0,9.000000
1,869,56.000000,1,3859,31660.0,56.000000
1,869,11.000000,1,3864,31661.0,11.000000
1,870,25.000000,1,3866,,
1,875,25.000000,1,3877,31662.0,25.000000
1,879,11.000000,1,3884,,
1,880,11.000000,1,3886,31787.0,11.000000
1,890,1.500000,1,3918,32612.0,1.500000
1,890,1.500000,1,3919,32613.0,1.500000
1,890,1.500000,1,3920,32614.0,1.500000
1,890,1.500000,1,3921,32615.0,1.500000
1,890,151.800000,1,3925,32616.0,151.800000
1,890,11.000000,1,3927,32617.0,11.000000
1,890,15.000000,1,3929,32618.0,15.000000
1,892,7.000000,1,3942,32619.0,7.000000
1,901,23.000000,1,3968,32894.0,23.000000
1,901,35.000000,1,3970,32895.0,35.000000
1,901,37.000000,1,3971,32896.0,37.000000
1,901,54.000000,1,3972,32897.0,54.000000
1,901,85.000000,1,3974,32898.0,85.000000
1,901,53.000000,1,3975,32899.0,53.000000
1,920,21.000000,1,4026,33742.0,21.000000
1,920,3.000000,1,4027,33743.0,3.000000
1,920,15.000000,1,4028,33744.0,15.000000
1,920,114.300000,1,4029,33745.0,114.300000
1,920,7.000000,1,4032,33746.0,7.000000
1,926,57.000000,1,4054,33920.0,57.000000
1,938,11.000000,1,4092,34250.0,11.000000
1,938,50.000000,1,4093,34251.0,50.000000
1,938,208.000000,1,4094,34252.0,24.810000
1,938,208.000000,1,4094,34256.0,183.190000
1,954,10.500000,1,4134,34985.0,10.500000
1,954,3.000000,1,4136,34986.0,3.000000
1,954,18.000000,1,4138,34987.0,18.000000
1,954,3.000000,1,4140,34988.0,3.000000
1,954,10.500000,1,4144,34989.0,10.500000
1,954,4.000000,1,4146,34990.0,4.000000
1,954,4.000000,1,4148,34991.0,4.000000
1,954,4.000000,1,4151,34992.0,4.000000
1,954,5.000000,1,4153,34993.0,5.000000
1,954,2.000000,1,4155,34994.0,2.000000
1,954,4.000000,1,4157,34995.0,4.000000
1,954,3.000000,1,4164,34996.0,3.000000
1,954,7.000000,1,4165,34997.0,7.000000
1,954,2.000000,1,4166,34998.0,2.000000
1,954,3.000000,1,4168,34999.0,3.000000
1,954,3.000000,1,4169,35000.0,3.000000
1,954,3.000000,1,4170,35001.0,3.000000
1,954,4.000000,1,4171,35002.0,4.000000
1,956,12.500000,1,4177,35003.0,12.500000
1,956,11.000000,1,4182,35004.0,11.000000
1,957,3.000000,1,4186,35005.0,3.000000
1,976,11.000000,1,4233,,
1,976,20.000000,1,4235,,
1,976,4.000000,1,4236,,
1,976,12.000000,1,4238,,
1,976,12.000000,1,4243,,
1,976,3.000000,1,4245,,
1,982,11.000000,1,4261,35613.0,11.000000
1,982,20.000000,1,4263,35614.0,20.000000
1,982,4.000000,1,4264,35615.0,4.000000
1,982,12.000000,1,4266,35616.0,12.000000
1,982,12.000000,1,4271,35617.0,12.000000
1,982,3.000000,1,4273,35618.0,3.000000
1,984,4.000000,1,4321,,
1,984,61.000000,1,4322,,
1,984,12.000000,1,4324,,
1,984,12.000000,1,4326,,
1,984,9.000000,1,4329,,
1,984,4.000000,1,4330,,
1,992,4.000000,1,4349,35735.0,4.000000
1,992,8.000000,1,4350,35736.0,8.000000
1,992,12.000000,1,4352,35737.0,12.000000
1,992,12.000000,1,4354,35738.0,12.000000
1,992,9.000000,1,4356,35739.0,9.000000
1,992,4.000000,1,4357,35740.0,4.000000
1,997,9.000000,1,4401,36169.0,9.000000
1,997,9.000000,1,4402,36170.0,9.000000
1,997,3.500000,1,4403,36171.0,3.500000
1,997,9.000000,1,4404,36172.0,9.000000
1,1010,26.000000,1,4444,36712.0,26.000000
1,1010,2.000000,1,4445,36713.0,2.000000
1,1010,4.000000,1,4449,36714.0,4.000000
1,1010,11.000000,1,4451,36715.0,11.000000
1,1010,6.500000,1,4454,36716.0,6.500000
1,1043,5.000000,1,4634,,
1,1043,11.000000,1,4637,,
1,1043,2.000000,1,4641,,
1,1047,5.000000,1,4668,37948.0,5.000000
1,1047,11.000000,1,4671,37949.0,11.000000
1,1047,2.000000,1,4675,37950.0,2.000000
1,1067,17.000000,1,4731,38536.0,17.000000
1,1067,40.000000,1,4734,38537.0,40.000000
1,1067,11.000000,1,4736,38538.0,11.000000
1,1067,11.000000,1,4738,38539.0,11.000000
1,1067,58.000000,1,4739,38540.0,58.000000
1,1077,10.000000,1,4762,38982.0,10.000000
1,1077,5.000000,1,4764,38983.0,5.000000
1,1077,3.000000,1,4768,38984.0,3.000000
1,1077,5.500000,1,4770,38985.0,5.500000
1,1095,71.000000,1,4834,39723.0,71.000000
1,1101,18.000000,1,4844,39805.0,18.000000
1,1101,123.400000,1,4845,39806.0,123.400000
1,1101,4.000000,1,4846,39807.0,4.000000
1,1101,7.000000,1,4848,39808.0,7.000000
1,1106,8.000000,1,4858,40175.0,8.000000
1,1106,6.000000,1,4860,40176.0,6.000000
1,1106,3.000000,1,4861,40177.0,3.000000
1,1109,3.500000,1,4867,40436.0,3.500000
1,1109,3.500000,1,4868,40437.0,3.500000
1,1109,3.500000,1,4869,40438.0,3.500000
1,1109,3.500000,1,4870,40439.0,3.500000
1,1114,3.500000,1,4884,40600.0,3.500000
1,1114,3.500000,1,4885,40601.0,3.500000
1,1114,13.000000,1,4886,40602.0,13.000000
1,1114,5.000000,1,4887,40603.0,5.000000
1,1117,53.000000,1,4904,40685.0,53.000000
1,1117,10.500000,1,4906,40686.0,10.500000
1,1134,5.000000,1,4995,41112.0,6.000000
1,1134,11.000000,1,5000,41113.0,13.000000
1,1134,2.000000,1,5003,41114.0,2.400000
1,1139,25.000000,1,5020,41130.0,25.000000
1,1141,2.000000,1,5034,41756.0,2.000000
1,1141,7.000000,1,5035,41757.0,7.000000
1,1141,2.000000,1,5038,41758.0,2.000000
1,1148,8.000000,1,5053,42409.0,8.000000
1,1148,3.500000,1,5054,42410.0,3.500000
1,1148,11.000000,1,5058,42411.0,11.000000
1,1148,11.000000,1,5060,42412.0,11.000000
1,1148,11.000000,1,5062,42413.0,11.000000
1,1149,1218.000000,1,5067,42414.0,1218.000000
1,1156,5.000000,1,5099,42609.0,5.000000
1,1156,14.000000,1,5100,42610.0,14.000000
1,1156,13.000000,1,5101,42611.0,13.000000
1,1156,31.000000,1,5104,42612.0,31.000000
1,1158,25.000000,1,5107,42659.0,30.000000
1,1158,25.000000,1,5109,42660.0,30.000000
1,1158,20.000000,1,5110,42661.0,24.000000
1,1158,3.500000,1,5112,42662.0,3.500000
1,1159,8.000000,1,5115,42673.0,8.000000
1,1161,10.000000,1,5143,42678.0,10.000000
1,1161,5.000000,1,5145,42679.0,5.000000
1,1161,5.000000,1,5147,42680.0,5.000000
1,1161,5.000000,1,5150,42681.0,5.000000
1,1161,5.000000,1,5152,42682.0,5.000000
1,1161,5.000000,1,5154,42683.0,5.000000
1,1161,5.000000,1,5156,42684.0,5.000000
1,1161,5.000000,1,5158,42685.0,5.000000
1,1161,10.000000,1,5160,42686.0,10.000000
1,1161,5.000000,1,5162,42687.0,5.000000
1,1161,5.000000,1,5163,42688.0,5.000000
1,1169,11.000000,1,5182,42994.0,11.000000
1,1169,11.000000,1,5184,42995.0,11.000000
1,1169,18.000000,1,5186,42996.0,18.000000
1,1169,8.000000,1,5188,42997.0,8.000000
1,1169,46.000000,1,5190,42998.0,46.000000
1,1169,24.000000,1,5191,42999.0,24.000000
1,1169,30.000000,1,5196,43000.0,30.000000
1,1169,16.000000,1,5197,43001.0,16.000000
1,1169,23.700000,1,5198,43002.0,23.700000
1,1172,12.000000,1,5206,43365.0,12.000000
1,1172,25.000000,1,5207,43366.0,25.000000
1,1172,19.000000,1,5210,43367.0,19.000000
1,1172,17.000000,1,5211,43368.0,17.000000
1,1174,45.000000,1,5224,43369.0,45.000000
1,1174,32.000000,1,5225,43370.0,32.000000
1,1174,14.000000,1,5227,43371.0,14.000000
1,1174,66.000000,1,5231,43372.0,66.000000
1,1188,13.000000,1,5262,43853.0,13.000000
1,1188,23.000000,1,5270,43854.0,23.000000
1,1190,14.000000,1,5299,43855.0,14.000000
1,1202,17.000000,1,5330,43856.0,17.000000
1,1219,65.000000,1,5378,44290.0,65.000000
1,1219,65.000000,1,5380,44291.0,65.000000
1,1219,2.000000,1,5381,44292.0,2.000000
1,1219,4.000000,1,5382,44293.0,4.000000
1,1219,2.000000,1,5383,44294.0,2.000000
1,1227,64.000000,1,5398,44608.0,64.000000
1,1227,5.500000,1,5401,44609.0,5.500000
1,1227,110.000000,1,5405,44610.0,110.000000
1,1227,10.000000,1,5406,44611.0,10.000000
1,1227,5.000000,1,5407,44612.0,5.000000
1,1227,10.000000,1,5408,44613.0,10.000000
1,1227,5.000000,1,5409,44614.0,5.000000
1,1227,5.000000,1,5411,44615.0,5.000000
1,1227,5.000000,1,5412,44616.0,5.000000
1,1227,12.000000,1,5415,44617.0,12.000000
1,1227,140.000000,1,5417,44618.0,140.000000
1,1228,82.000000,1,5420,44619.0,82.000000
1,1228,27.000000,1,5422,44620.0,27.000000
1,1228,34.000000,1,5423,44621.0,34.000000
1,1228,26.000000,1,5425,44622.0,26.000000
1,1228,40.000000,1,5430,44623.0,40.000000
1,1228,39.000000,1,5432,44624.0,39.000000
1,1228,37.000000,1,5434,44625.0,37.000000
1,1230,25.000000,1,5443,44626.0,25.000000
1,1230,11.000000,1,5444,44627.0,11.000000
1,1230,14.000000,1,5445,44628.0,14.000000
1,1232,27.500000,1,5474,44762.0,27.500000
1,1232,37.000000,1,5479,44763.0,37.000000
1,1232,23.000000,1,5486,44764.0,23.000000
1,1242,11.000000,1,5497,45216.0,11.000000
1,1242,18.000000,1,5499,45217.0,18.000000
1,1242,24.000000,1,5501,45218.0,24.000000
1,1242,5.000000,1,5504,45219.0,5.000000
1,1242,3.000000,1,5505,45220.0,3.000000
1,1242,6.000000,1,5507,45221.0,6.000000
1,1242,5.000000,1,5510,45222.0,5.000000
1,1249,53.000000,1,5563,45429.0,53.000000
1,1265,3.500000,1,5601,45785.0,3.500000
1,1265,10.000000,1,5603,45786.0,10.000000
1,1265,101.000000,1,5605,45787.0,101.000000
1,1265,67.000000,1,5606,45788.0,67.000000
1,1265,72.000000,1,5608,45789.0,72.000000
1,1265,48.000000,1,5609,45790.0,48.000000
1,1265,42.000000,1,5614,45791.0,42.000000
1,1266,97.000000,1,5617,45792.0,97.000000
1,1279,67.000000,1,5647,46399.0,67.000000
1,1279,84.000000,1,5649,46400.0,84.000000
1,1289,10.000000,1,5677,46531.0,10.000000
1,1289,10.000000,1,5679,46532.0,10.000000
1,1289,87.000000,1,5680,46533.0,87.000000
1,1289,76.000000,1,5681,46534.0,76.000000
1,1289,82.000000,1,5682,46535.0,82.000000
1,1289,7.000000,1,5683,46536.0,7.000000
1,1314,7.000000,1,5780,47171.0,7.000000
1,1314,12.000000,1,5782,47172.0,12.000000
1,1327,28.000000,1,5819,48097.0,28.000000
1,1327,28.000000,1,5821,48098.0,28.000000
1,1327,18.000000,1,5823,48099.0,18.000000
1,1327,18.000000,1,5825,48100.0,18.000000
1,1332,23.000000,1,5829,48124.0,23.000000
1,1332,17.000000,1,5830,48125.0,17.000000
1,1333,7.000000,1,5834,48279.0,7.000000
1,1333,14.000000,1,5835,48280.0,14.000000
2,717,3.000000,0,3226,26757.0,3.000000
2,717,2.000000,0,3227,26758.0,2.000000
2,749,2.000000,1,3418,27483.0,2.000000
2,773,292.000000,1,3512,28254.0,292.000000
2,773,10.000000,0,3516,28255.0,10.000000
2,779,199.000000,1,3533,28842.0,199.000000
2,780,98.000000,1,3565,28843.0,98.000000
2,789,105.000000,1,3575,29100.0,105.000000
2,790,137.000000,1,3590,29101.0,137.000000
2,790,125.000000,1,3591,29102.0,125.000000
2,795,14.000000,1,3598,29391.0,14.000000
2,802,9.000000,1,3619,29989.0,9.000000
2,802,26.000000,1,3625,29990.0,26.000000
2,814,193.000000,1,3655,30194.0,193.000000
2,815,3.000000,1,3665,,
2,825,3.000000,1,3704,30195.0,3.000000
2,836,4.000000,1,3737,30411.0,4.000000
2,844,6.000000,1,3765,31174.0,6.000000
