product_id,created_at,updated_at,deleted_at,product_unit_id,need_quantity,ordered_quantity,need_order_quantity,in_stock,need_for_outsourcing,is_calculated,outsourcing_stock_out,temporary_quantity
43,2022-06-26 01:06:58+00:00,2022-12-06 03:10:06+00:00,,43,0E-10,0E-10,-37.5300000000,37.5300000000,0E-10,1,0E-10,37.5300000000
44,2022-06-26 01:51:51+00:00,2022-12-06 01:00:05+00:00,,44,0E-10,0E-10,0E-10,0E-10,0E-10,0,0E-10,
45,2022-06-26 00:13:58+00:00,2022-12-06 03:10:06+00:00,,45,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
46,2022-06-26 00:13:54+00:00,2022-12-06 01:54:33+00:00,,17571,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
47,2022-06-26 01:51:54+00:00,2022-12-06 04:48:55+00:00,,47,0E-10,0E-10,-35.1200000000,35.1200000000,0E-10,1,0E-10,35.1200000000
48,2022-06-26 01:51:58+00:00,2022-12-06 04:48:54+00:00,,18758,0E-10,0E-10,-3.3200000000,3.3200000000,0E-10,1,0E-10,3.3200000000
49,2022-06-26 00:14:05+00:00,2022-12-06 03:10:07+00:00,,49,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
50,2022-06-26 00:14:01+00:00,2022-12-06 01:20:31+00:00,,10097,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
51,2022-06-26 00:14:12+00:00,2022-12-06 03:10:08+00:00,,51,0E-10,0E-10,-43.6000000000,43.6000000000,0E-10,1,0E-10,43.6000000000
52,2022-06-26 00:14:08+00:00,2022-12-06 01:20:37+00:00,,10098,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
53,2022-06-26 01:52:02+00:00,2022-12-06 05:16:52+00:00,,53,0E-10,0E-10,-58.0000000000,58.0000000000,0E-10,1,0E-10,58.0000000000
54,2022-06-26 01:52:05+00:00,2022-12-06 05:16:53+00:00,,54,0E-10,0E-10,-50.0000000000,50.0000000000,0E-10,1,0E-10,50.0000000000
55,2022-06-26 01:52:09+00:00,2022-12-06 05:16:53+00:00,,55,0E-10,0E-10,-68.0000000000,68.0000000000,0E-10,1,0E-10,68.0000000000
56,2022-06-26 01:52:12+00:00,2022-12-06 05:16:54+00:00,,56,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
57,2022-06-26 01:52:16+00:00,2022-12-06 05:16:54+00:00,,57,0E-10,0E-10,-199.0000000000,199.0000000000,0E-10,1,0E-10,199.0000000000
58,2022-06-26 01:52:20+00:00,2022-12-06 05:16:55+00:00,,58,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
59,2022-06-26 07:32:52+00:00,2022-12-06 05:58:26+00:00,,11550,0E-10,0E-10,-38.0000000000,38.0000000000,0E-10,1,0E-10,38.0000000000
60,2022-06-26 00:59:40+00:00,2022-12-06 04:12:51+00:00,,60,0E-10,0E-10,-107.5950000000,107.5950000000,0E-10,1,0E-10,107.5950000000
61,2022-06-26 00:13:40+00:00,2022-12-06 01:20:17+00:00,,10087,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
62,2022-06-26 00:14:23+00:00,2022-12-06 02:19:40+00:00,,62,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
63,2022-06-26 00:14:16+00:00,2022-12-06 01:00:05+00:00,,10099,0E-10,0E-10,0E-10,0E-10,0E-10,0,0E-10,
64,2022-06-26 00:14:19+00:00,2022-12-06 01:00:05+00:00,,10100,0E-10,0E-10,0E-10,0E-10,0E-10,0,0E-10,
66,2022-06-26 01:14:44+00:00,2022-12-06 03:10:09+00:00,,66,0E-10,0E-10,-160.4900000000,160.4900000000,0.7300000000,1,0.7340000000,160.4900000000
67,2022-06-26 00:14:30+00:00,2022-12-06 03:47:17+00:00,,10342,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
68,2022-06-26 00:14:26+00:00,2022-12-06 01:20:42+00:00,,10101,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
69,2022-06-26 00:14:38+00:00,2022-12-06 05:16:28+00:00,,69,0E-10,0E-10,-3.9680000000,3.9700000000,4.0320000000,1,4.0300000000,3.9680000000
70,2022-06-26 00:14:33+00:00,2022-12-06 01:54:35+00:00,,17572,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
71,2022-06-26 00:12:21+00:00,2022-12-06 04:21:48+00:00,,8669,0E-10,0E-10,-1.4000000000,1.4000000000,0E-10,1,0E-10,1.4000000000
72,2022-06-25 23:53:27+00:00,2022-12-06 01:12:07+00:00,,9032,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
73,2022-06-26 00:14:45+00:00,2022-12-06 04:04:30+00:00,,11027,0E-10,0E-10,-4.1000000000,4.1000000000,0E-10,1,0E-10,4.1000000000
74,2022-06-26 00:50:12+00:00,2022-12-06 05:16:40+00:00,,10297,0E-10,0E-10,-831.9040000000,1131.9040000000,3.7920000000,1,4.0000000000,1131.9040000000
75,2022-06-25 22:22:05+00:00,2022-12-06 01:00:06+00:00,,75,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
76,2022-06-26 00:14:41+00:00,2022-12-06 01:20:48+00:00,,10105,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
77,2022-06-26 00:20:47+00:00,2022-12-06 01:54:41+00:00,,17573,0E-10,0E-10,-4.1375000000,4.1375000000,0E-10,1,0E-10,4.1375000000
78,2022-06-25 22:22:08+00:00,2022-12-06 01:00:09+00:00,,78,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
79,2022-06-25 22:22:11+00:00,2022-12-06 01:00:09+00:00,,79,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
80,2022-06-25 22:22:18+00:00,2022-12-06 05:10:53+00:00,,80,0E-10,0E-10,-193.6100000000,193.6100000000,0E-10,1,0E-10,193.6100000000
81,2022-06-25 22:22:14+00:00,2022-12-06 01:00:10+00:00,,81,0E-10,0E-10,-3.0000000000,3.0000000000,0E-10,1,0E-10,3.0000000000
82,2022-06-26 01:25:12+00:00,2022-12-06 09:31:36+00:00,,16750,3.5300000000,0E-10,479.3681000000,524.1659000000,1.7228000000,1,1.7188000000,520.6319000000
83,2022-06-26 00:57:49+00:00,2022-12-06 01:54:48+00:00,,16613,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
84,2022-06-26 01:25:08+00:00,2022-12-06 04:18:52+00:00,,16591,0E-10,0E-10,-49.0500000000,49.0500000000,0E-10,1,0E-10,49.0500000000
85,2022-06-26 00:22:24+00:00,2022-12-06 01:25:42+00:00,,10379,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
86,2022-06-26 00:14:48+00:00,2022-12-06 01:20:50+00:00,,10107,1.2400000000,0E-10,-5.1500000000,6.3900000000,0E-10,1,0E-10,5.1500000000
87,2022-06-26 00:57:46+00:00,2022-12-06 06:13:21+00:00,,20116,0E-10,0E-10,-1203.4100000000,1203.4100000000,0E-10,1,0E-10,1203.4100000000
88,2022-06-26 00:14:52+00:00,2022-12-06 01:20:53+00:00,,10108,2.0100000000,0E-10,-48.1006000000,50.1106000000,0E-10,1,0E-10,48.1006000000
89,2022-06-26 00:14:55+00:00,2022-12-06 01:20:54+00:00,,10109,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
90,2022-06-26 00:14:58+00:00,2022-12-06 01:20:55+00:00,,10110,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
91,2022-06-26 00:46:25+00:00,2022-12-06 01:35:34+00:00,,11374,0E-10,0E-10,-56.6976000000,56.6976000000,0E-10,1,0E-10,56.6976000000
92,2022-06-26 00:04:40+00:00,2022-12-06 01:54:47+00:00,,17574,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
93,2022-06-26 00:22:35+00:00,2022-12-06 01:25:55+00:00,,10382,0E-10,0E-10,-9.0526000000,9.0526000000,0E-10,1,0E-10,9.0526000000
94,2022-06-26 00:57:35+00:00,2022-12-06 01:39:15+00:00,,11887,0E-10,0E-10,-8.3400000000,8.3400000000,0E-10,1,0E-10,8.3400000000
95,2022-06-25 22:22:28+00:00,2022-12-06 02:18:03+00:00,,10111,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
96,2022-06-26 01:00:53+00:00,2022-12-06 07:53:46+00:00,,9907,202.4101000000,0E-10,-50.5171000000,552.9272000000,50.2600000000,1,50.9100000000,350.5171000000
97,2022-06-25 22:22:21+00:00,2022-12-06 02:18:03+00:00,,18048,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
98,2022-06-26 00:15:02+00:00,2022-12-06 01:20:57+00:00,,10112,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
99,2022-06-25 22:22:25+00:00,2022-12-06 02:10:20+00:00,,17957,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
100,2022-06-26 00:15:06+00:00,2022-12-06 01:21:03+00:00,,10113,0E-10,0E-10,-1.5500000000,1.5500000000,0E-10,1,0E-10,1.5500000000
101,2022-06-25 22:22:32+00:00,2022-12-06 01:00:11+00:00,,101,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
102,2022-06-26 01:00:39+00:00,2022-12-06 04:58:26+00:00,,16960,0E-10,0E-10,-86.9859000000,386.9859000000,59.5400000000,1,61.2000000000,386.9859000000
103,2022-06-26 00:15:17+00:00,2022-12-06 02:23:27+00:00,,18265,0E-10,0E-10,-1.2000000000,1.2000000000,0E-10,1,0E-10,1.2000000000
105,2022-06-26 00:20:43+00:00,2022-12-06 01:24:05+00:00,,10348,0E-10,0E-10,-0.5200000000,0.5200000000,0E-10,1,0E-10,0.5200000000
106,2022-06-25 22:22:35+00:00,2022-12-06 01:00:12+00:00,,106,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
107,2022-06-26 00:21:38+00:00,2022-12-06 04:58:22+00:00,,10296,0E-10,0E-10,-525.9201000000,825.9201000000,11.0400000000,1,11.0400000000,825.9201000000
108,2022-06-26 01:52:23+00:00,2022-12-06 05:16:56+00:00,,108,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
109,2022-06-25 22:22:38+00:00,2022-12-06 01:00:13+00:00,,109,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
111,2022-06-26 00:21:34+00:00,2022-12-06 01:25:14+00:00,,10364,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
112,2022-06-25 22:22:41+00:00,2022-12-06 01:00:13+00:00,,112,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
113,2022-06-25 22:22:45+00:00,2022-12-06 01:00:14+00:00,,113,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
114,2022-06-25 22:22:51+00:00,2022-12-06 04:04:30+00:00,,11028,0E-10,0E-10,-813.3400000000,813.3400000000,0E-10,1,0E-10,813.3400000000
115,2022-06-26 00:21:46+00:00,2022-12-06 03:47:16+00:00,,10341,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
116,2022-06-25 22:22:48+00:00,2022-12-06 02:17:57+00:00,,18047,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
117,2022-06-26 00:21:42+00:00,2022-12-06 01:25:19+00:00,,10365,0E-10,0E-10,-1.9200000000,1.9200000000,0E-10,1,0E-10,1.9200000000
118,2022-06-25 22:23:04+00:00,2022-12-06 05:09:38+00:00,,118,0E-10,0E-10,-500.4900000000,500.4900000000,0E-10,1,0E-10,500.4900000000
119,2022-06-25 22:22:55+00:00,2022-12-06 02:22:59+00:00,,18246,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
120,2022-06-25 22:22:58+00:00,2022-12-06 02:29:54+00:00,,18696,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
121,2022-06-25 22:23:01+00:00,2022-12-06 02:29:55+00:00,,18697,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
122,2022-06-26 00:34:53+00:00,2022-12-06 05:16:38+00:00,,8662,0E-10,0E-10,-91.1371000000,91.1371000000,29.4168000000,1,30.0000000000,91.1371000000
123,2022-06-25 22:23:08+00:00,2022-12-06 02:22:56+00:00,,18245,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
124,2022-06-26 00:34:49+00:00,2022-12-06 01:32:24+00:00,,11039,0E-10,0E-10,-1.4375000000,1.4375000000,0E-10,1,0E-10,1.4375000000
125,2022-06-25 22:23:11+00:00,2022-12-06 01:00:15+00:00,,125,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
126,2022-06-25 22:23:14+00:00,2022-12-06 01:00:15+00:00,,126,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
127,2022-06-26 01:06:34+00:00,2022-12-06 05:09:39+00:00,,10298,0E-10,0E-10,-366.1590000000,666.1590000000,25.0865000000,1,25.0900000000,666.1590000000
128,2022-06-25 22:23:18+00:00,2022-12-06 02:22:53+00:00,,18244,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
129,2022-06-26 00:21:23+00:00,2022-12-06 01:25:03+00:00,,10362,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
130,2022-06-26 06:33:58+00:00,2022-12-06 05:51:16+00:00,,8660,0E-10,0E-10,-144.0000000000,144.0000000000,0E-10,1,0E-10,144.0000000000
131,2022-06-26 00:58:40+00:00,2022-12-06 07:53:45+00:00,,10293,0E-10,0E-10,-50.9600000000,350.9600000000,5.5200000000,1,5.5200000000,350.9600000000
132,2022-06-25 22:23:21+00:00,2022-12-06 01:00:16+00:00,,132,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
133,2022-06-25 22:23:24+00:00,2022-12-06 02:22:50+00:00,,18243,0E-10,0E-10,-0.5000000000,0.5000000000,0E-10,1,0E-10,0.5000000000
134,2022-06-25 22:23:27+00:00,2022-12-06 02:29:56+00:00,,18698,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
135,2022-06-26 00:11:04+00:00,2022-12-06 01:46:36+00:00,,16809,0E-10,0E-10,-1.8305000000,1.8305000000,0E-10,1,0E-10,1.8305000000
136,2022-06-25 23:31:44+00:00,2022-12-06 03:06:18+00:00,,136,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
137,2022-06-26 01:08:11+00:00,2022-12-06 05:07:34+00:00,,10336,0E-10,0E-10,-869.8375000000,969.8375000000,27.5520000000,1,28.5600000000,969.8375000000
138,2022-06-25 22:23:30+00:00,2022-12-06 02:22:47+00:00,,18242,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
139,2022-06-25 22:23:33+00:00,2022-12-06 02:23:19+00:00,,18258,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
140,2022-06-26 00:20:40+00:00,2022-12-06 01:23:58+00:00,,10347,0E-10,0E-10,-1.1000000000,1.1000000000,0E-10,1,0E-10,1.1000000000
141,2022-06-25 22:23:43+00:00,2022-12-06 02:16:08+00:00,,141,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
142,2022-06-25 22:23:36+00:00,2022-12-06 02:16:07+00:00,,18027,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
143,2022-06-25 22:23:40+00:00,2022-12-06 02:10:09+00:00,,17956,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
144,2022-06-26 00:58:23+00:00,2022-12-06 04:12:44+00:00,,144,0E-10,0E-10,-388.4809000000,388.4809000000,5.3760000000,1,5.3800000000,388.4809000000
145,2022-06-25 22:23:47+00:00,2022-12-06 01:49:54+00:00,,17096,0E-10,0E-10,-0.1400000000,0.1400000000,0E-10,1,0E-10,0.1400000000
146,2022-06-25 23:24:56+00:00,2022-12-06 03:47:15+00:00,,10337,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
147,2022-06-26 01:00:00+00:00,2022-12-06 04:58:18+00:00,,147,0E-10,0E-10,-508.6180000000,508.6180000000,0E-10,1,0E-10,508.6180000000
148,2022-06-25 22:23:50+00:00,2022-12-06 02:09:57+00:00,,17955,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
149,2022-06-26 00:44:11+00:00,2022-12-06 04:11:12+00:00,,11703,0E-10,0E-10,-147.2960000000,147.2960000000,0E-10,1,0E-10,147.2960000000
150,2022-06-25 22:23:53+00:00,2022-12-06 02:16:13+00:00,,18028,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
151,2022-06-26 07:00:59+00:00,2022-12-06 05:54:24+00:00,,10338,0E-10,0E-10,-1.1300000000,1.1300000000,0E-10,1,0E-10,1.1300000000
152,2022-06-26 00:21:31+00:00,2022-12-06 04:27:36+00:00,,10339,0E-10,0E-10,-578.9137000000,578.9137000000,0E-10,1,0E-10,578.9137000000
153,2022-06-26 00:21:27+00:00,2022-12-06 01:25:08+00:00,,10363,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
154,2022-06-26 01:52:27+00:00,2022-12-06 01:00:05+00:00,,154,0E-10,0E-10,0E-10,0E-10,0E-10,0,0E-10,
155,2022-06-26 00:35:50+00:00,2022-12-06 01:32:48+00:00,,11064,0E-10,0E-10,-225.6000000000,225.6000000000,0E-10,1,0E-10,225.6000000000
156,2022-06-26 00:35:54+00:00,2022-12-06 03:52:08+00:00,,156,0E-10,0E-10,-48.9260000000,48.9260000000,10.0050000000,1,10.0100000000,48.9260000000
157,2022-06-25 22:23:57+00:00,2022-12-06 02:16:18+00:00,,18029,0E-10,0E-10,-0.7900000000,0.7900000000,0E-10,1,0E-10,0.7900000000
158,2022-06-26 01:21:59+00:00,2022-12-06 03:10:11+00:00,,158,0E-10,0E-10,-409.1200000000,409.1200000000,0E-10,1,0E-10,409.1200000000
159,2022-06-26 01:23:25+00:00,2022-12-06 04:56:00+00:00,,159,0E-10,0E-10,-648.6400000000,648.6400000000,0E-10,1,0E-10,648.6400000000
160,2022-06-26 01:23:21+00:00,2022-12-06 01:45:03+00:00,,16559,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
161,2022-06-25 22:24:00+00:00,2022-12-06 02:16:23+00:00,,18030,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
162,2022-06-25 22:24:03+00:00,2022-12-06 02:09:45+00:00,,17954,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
163,2022-06-26 00:20:32+00:00,2022-12-06 04:58:35+00:00,,10340,0E-10,0E-10,-645.2400000000,845.2400000000,0E-10,1,0E-10,845.2400000000
164,2022-06-25 22:24:07+00:00,2022-12-06 01:00:17+00:00,,164,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
165,2022-06-25 22:24:10+00:00,2022-12-06 01:00:18+00:00,,165,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
166,2022-06-26 00:20:28+00:00,2022-12-06 01:23:45+00:00,,10345,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
167,2022-06-26 00:50:19+00:00,2022-12-06 04:59:15+00:00,,10317,0E-10,0E-10,-34.5800000000,34.5800000000,0E-10,1,0E-10,34.5800000000
168,2022-06-25 23:25:12+00:00,2022-12-06 04:23:52+00:00,,16095,0E-10,0E-10,-291.3800000000,291.3800000000,0E-10,1,0E-10,291.3800000000
169,2022-06-26 07:45:44+00:00,2022-12-06 05:59:56+00:00,,16097,0E-10,0E-10,-677.6000000000,677.6000000000,0E-10,1,0E-10,677.6000000000
170,2022-06-27 11:20:56+00:00,2022-12-06 05:54:25+00:00,,10394,0E-10,0E-10,-78.7000000000,78.7000000000,0E-10,1,0E-10,78.7000000000
171,2022-06-26 01:12:45+00:00,2022-12-06 04:58:31+00:00,,10316,0E-10,0E-10,-925.6000000000,1125.6000000000,5.5200000000,1,5.5200000000,1125.6000000000
172,2022-06-25 22:24:17+00:00,2022-12-06 02:09:34+00:00,,16091,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
173,2022-06-26 00:23:26+00:00,2022-12-06 01:26:14+00:00,,10396,0E-10,0E-10,0E-10,0E-10,0E-10,1,0E-10,0E-10
