product_id,is_outsourcing,product_code,quantity_product
119,1,1-CVAC11-LRO-V1-IW,0.000000
120,1,1-CVAC11-LRO-V4-IW,0.000000
121,1,1-CVAC11-LRO-K8-IW,0.000000
122,0,1-CVAC12-ROL-00-IW,91.137100
123,1,1-CVAC12-ROL-V1-IW,0.000000
124,1,1-CVAC12-ROL-L2-IW,1.437500
125,1,1-CVAC12-ROL-M2-IW,0.000000
126,1,1-CVAC12-ROL-M5-IW,0.000000
127,0,1-CVAC13-NA1-00-HV,666.159000
128,1,1-CVAC13-NA1-V1-HV,0.000000
129,1,1-CVAC13-NA1-L2-HV,0.000000
130,0,1-CVAC13-NAV-00-HS,144.000000
131,0,1-CVAC14-NAV-00-HV,350.960000
132,1,1-CVAC14-NAV-CN-HV,0.000000
133,1,1-CVAC14-NAV-V1-HV,0.500000
134,1,1-CVAC14-NAV-K8-HV,0.000000
135,1,1-CVAC14-NAV-L2-HV,1.830500
137,0,1-CVAC16-PNK-00-HV,969.837500
138,1,1-CVAC16-PNK-V1-HV,0.000000
139,1,1-CVAC16-PNK-V2-HV,0.000000
140,1,1-CVAC16-PNK-L1-HV,1.100000
142,1,1-CVAC16-PNK-L2-HS,0.000000
143,1,1-CVAC16-PNK-L1-HS,0.000000
144,0,1-CVAC17-DGA-00-00,388.480900
145,1,1-CVAC17-DGA-L2-00,0.140000
146,0,1-CVAC18-FSH-00-HV,0.000000
147,0,1-CVAC20-SBL-00-IW,508.618000
148,1,1-CVAC20-SBL-L1-IW,0.000000
149,0,1-CVAC22-BAE-00-IW,147.296000
150,1,1-CVAC22-BAE-L2-IW,0.000000
151,0,1-CVAC23-NGR-00-HV,1.130000
152,0,1-CVAC24-KGR-00-HV,578.913700
153,1,1-CVAC24-KGR-L2-HV,0.000000
155,1,1-CVAC25-DGR-CN-IW,225.600000
156,0,1-CVAC25-DGR-00-IW,48.926000
157,1,1-CVAC25-DGR-L2-IW,0.790000
158,0,1-CVAC26-RED-00-IW,409.120000
159,0,1-CVAC27-TEA-00-IW,648.640000
160,1,1-CVAC27-TEA-V1-IW,0.000000
161,1,1-CVAC27-TEA-L2-IW,0.000000
162,1,1-CVAC27-TEA-L1-IW,0.000000
163,0,1-CVAC28-AGD-00-HV,845.240000
164,1,1-CVAC28-AGD-V4-HV,0.000000
165,1,1-CVAC28-AGD-K8-HV,0.000000
166,1,1-CVAC28-AGD-L1-HV,0.000000
167,0,1-CVAC29-GLD-00-HV,34.580000
168,0,1-CVAC30-AFB-00-IW,291.380000
169,0,1-CVAC31-NAV-CN-IW,677.600000
170,0,1-CVAC31-NA3-CN-HV,78.700000
171,0,1-CVAC32-BGE-00-HV,1125.600000
173,1,1-CVAC32-BGE-CN-HV,0.000000
174,1,1-CVAC32-BGE-L1-IW,0.000000
175,1,1-CVAC32-BGE-L1-HV,6.000000
176,1,1-CVAC32-BGE-M2-HV,0.000000
177,0,1-CVAC33-HRE-00-IW,531.951400
178,1,1-CVAC33-HRE-L2-IW,0.090000
179,0,1-CVAC34-PLE-00-HV,147.000000
181,1,1-CVAC35-WGY-CN-HV,0.000000
182,0,1-VAC35N-WGY-00-IW,242.700000
183,1,1-CVAC35-WGY-C3-HV,0.000000
185,1,1-CVAC36-SGR-M5-IW,0.000000
187,0,1-CVAC36-SGR-00-HV,334.940000
188,1,1-CVAC36-SGR-V1-IW,0.000000
189,1,1-CVAC36-SGR-L2-IW,0.000000
190,1,1-CVAC36-SGR-L2-HV,0.920000
191,1,1-CVAC36-RGD-L1-IW,0.000000
192,0,1-CVAC39-RGD-00-IW,602.930000
193,1,1-CVAC39-RGD-CN-IW,0.000000
194,0,1-CVAC40-VGO-00-HV,557.450000
198,0,1-CVAC42-CLO-00-IW,44.600000
199,0,1-CVAC43-VPE-00-IW,13.400000
200,1,1-CVAC43-VPE-L2-IW,0.000000
201,0,1-CVAC44-CYL-00-IW,463.840000
202,1,1-CVAC44-CYL-K8-IW,0.000000
203,1,1-CVAC44-CYL-L1-IW,0.000000
204,0,1-CVAC48-VBL-00-IW,401.982500
205,1,1-CVAC48-VBL-L1-IW,0.000000
206,1,1-CVAC48-VBL-V5-IW,0.000000
207,0,1-CVAC49-DPE-00-IW,42.000000
208,0,1-CVAC49-DPE-00-HV,485.519000
209,1,1-CVAC49-DPE-V1-HV,0.000000
210,1,1-CVAC49-DPE-K8-HV,0.000000
211,1,1-CVAC49-DPE-L2-HV,0.000000
212,0,1-CVAC50-ILG-00-IW,161.270000
213,0,1-DA1222-BRO-00-PH,0.000000
214,0,1-CVAC51-BRO-00-HS,663.900000
215,1,1-CVAC51-BRO-L2-HS,0.000000
216,0,1-CVAC52-WHE-00-AK,0.000000
218,1,1-CVAC52-WHE-CN-IW,0.000000
219,1,1-CVAC52-WHE-L5-IW,0.000000
220,0,1-CVAC52-WHE-00-HV,65.280000
221,1,1-CVAC52-WHE-L5-HV,0.000000
222,1,1-CVAC52-WHE-CN-HV,25.600000
223,1,1-CVAC52-WHE-CN-AK,0.000000
225,0,1-CVAC53-DHE-00-HV,326.290000
228,0,1-CVAC54-IVO-00-HV,1157.670000
229,1,1-CVAC54-IVO-L1-IW,0.000000
230,1,1-CVAC54-IVO-L1-HV,1.200000
231,0,1-CVAC55-MIN-00-IW,324.728000
232,1,1-CVAC55-MIN-L1-IW,0.000000
235,0,1-CVAC57-OLI-00-HV,606.835000
236,1,1-CVAC57-OLI-CN-HV,0.000000
237,1,1-CVAC57-OLI-K8-HV,0.000000
238,1,1-CVAC57-OLI-K5-IW,0.000000
239,1,1-CVAC57-OLI-L2-IW,0.000000
240,1,1-CVAC57-OLI-L2-HV,0.700000
241,1,1-CVAC57-OLI-L1-IW,0.000000
242,1,1-CVAC57-OLI-L1-HV,0.000000
243,1,1-CVAC57-OLI-M2-IW,0.000000
244,1,1-CVAC57-OLI-M5-IW,0.000000
245,0,1-CVAC58-WAL-00-IW,829.800000
246,1,1-CVAC58-WAL-CN-IW,0.000000
247,1,1-CVAC58-WAL-K8-IW,0.000000
249,0,1-CVAC59-OSB-00-HV,1040.006500
250,0,1-CVAC59-OSB-00-KJ,15.000000
253,1,1-CVAC59-OSB-L2-KJ,0.000000
254,1,1-CVAC59-OSB-L2-HV,1.420000
256,1,1-CVAC59-OSB-M2-IW,0.000000
257,0,1-CVAC59-OSB-00-CA,0.000000
258,0,1-CVAC62-LMG-00-IW,39.500000
259,0,1-CVAC63-AQA-00-IW,804.478000
260,1,1-CVAC63-AQA-L2-IW,0.000000
262,0,1-CVAC65-SGN-00-IW,284.100001
263,1,1-CVAC65-SGN-L2-IW,0.000000
264,0,1-CVAC67-TRQ-00-IW,875.360000
265,0,1-CVAC68-GRN-00-IW,187.000000
266,1,1-CVAC68-GRN-L1-IW,0.000000
267,0,1-CVAC69-DPY-00-IW,8.000000
268,1,1-CVAC69-DPY-L2-IW,0.000000
269,1,1-CVAC69-DPY-L1-IW,0.000000
270,0,1-CVAC70-DGR-00-HV,552.100000
271,1,1-CVAC70-DGR-CN-HV,548.500000
272,1,1-CVAC70-DGR-L2-HV,0.900000
273,0,1-CVAC71-ROR-00-IW,661.230000
274,1,1-CVAC71-ROR-L1-IW,0.000000
276,0,1-CVAC72-CDO-00-AK,0.000000
277,0,1-CVAC75-SBB-00-IW,400.240000
278,1,1-CVAC75-SBB-V1-IW,0.250000
279,1,1-CVAC75-SBB-K8-IW,0.000000
280,1,1-CVAC75-SBB-L5-IW,0.000000
281,0,1-CVAC84-DGY-00-HV,0.000000
282,0,1-CVAC88-CMB-00-HV,305.865000
283,1,1-CVAC88-CMB-CN-HV,4.000000
284,0,1-CVAC90-BRE-00-IW,488.487000
285,1,1-CVAC90-BRE-L2-IW,10.000000
287,0,1-CVAC91-PLL-00-HV,336.830000
288,1,1-CVAC91-PLL-CN-HV,0.000000
289,0,1-CO00CN-WHE-00-IW,0.000000
290,0,1-THUNCO-AFB-00-TW,0.000000
291,0,1-THUNCO-BLU-00-AK,32.000000
292,1,1-THUNCO-BLU-L2-AK,0.000000
293,0,1-THUNCO-BGD-00-AT,587.000000
294,0,1-THUNCO-HGR-00-AK,20.000000
295,0,1-THUNCO-HGR-00-JP,0.000000
296,1,1-THUNCO-HGR-L1-JP,0.000000
297,1,1-THUNCO-HGR-V2-AK,0.000000
298,1,1-THUNCO-HGR-L1-AK,0.000000
299,1,1-THUNCO-HGR-M2-AK,0.000000
300,0,1-THUNCO-OSB-00-TW,0.000000
301,0,1-THUNCO-WHI-00-AK,0.000000
302,0,1-SUEDE0-LPN-00-AD,0.000000
303,1,1-SUEDE0-LPN-L2-AD,0.000000
304,0,1-SUEDE0-AGG-00-TQ,100.000000
305,0,1-SUEDE0-BGE-00-AK,0.000000
306,1,1-SUEDE0-BGE-L2-AK,0.000000
307,1,1-SUEDE0-BGE-L1-AK,0.000000
308,0,1-SUEDE0-BGE-00-TQ,194.100000
309,1,1-SUEDE0-BGE-V1-TQ,1.600000
310,1,1-SUEDE0-BGE-L2-TQ,0.002002
311,0,1-SUEDE0-BLK-00-AK,0.000000
312,0,1-SUEDE0-BLK-00-HA,0.000000
313,0,1-SUEDE0-BLK-00-AD,0.000000
314,1,1-SUEDE0-BLK-L2-AK,0.000000
315,1,1-SUEDE0-BLK-L2-AD,0.000000
316,0,1-SUEDE0-BLK-00-TQ,476.980000
317,1,1-SUEDE0-BLK-L2-TQ,122.916300
318,0,1-SUEDE0-BLU-00-TQ,81.884000
319,1,1-SUEDE0-BLU-L2-TQ,0.000000
320,0,1-SUEDE0-BRE-00-AK,0.000000
321,0,1-SUEDE0-BRO-00-AK,0.000000
322,0,1-SUEDE0-BRO-00-AD,0.000000
323,0,1-SUEDE0-BRO-00-HA,0.000000
324,1,1-SUEDE0-BRO-L2-AK,0.000000
325,0,1-SUEDE0-BRO-00-TQ,81.140000
326,1,1-SUEDE0-BRO-L2-TQ,16.260000
327,1,1-SUEDE0-BGD-L2-AK,0.000000
328,0,1-SUEDE0-BGD-00-AK,0.000000
329,0,1-SUEDE0-CAL-00-AK,0.000000
330,0,1-SUEDE0-CAL-00-HA,0.000000
331,0,1-SUEDE0-DBG-00-AK,0.000000
332,1,1-SUEDE0-DBG-L2-AD,0.000000
333,0,1-SUEDE0-DBN-00-AK,0.000000
334,1,1-SUEDE0-DBN-L2-AK,0.000000
335,0,1-SUEDE0-DGA-00-AK,0.000000
336,1,1-SUEDE0-DGA-V1-AK,0.000000
337,1,1-SUEDE0-DGA-L2-AK,0.000000
338,1,1-SUEDE0-DGA-K8-AK,0.000000
339,0,1-SUEDE0-DGR-00-AK,0.000000
340,1,1-SUEDE0-DGR-L2-AK,0.000000
341,0,1-SUEDE0-OLI-00-TQ,149.600000
342,1,1-SUEDE0-OLI-L2-TQ,0.000000
343,0,1-SUEDE0-FYE-00-AD,0.000000
344,1,1-SUEDE0-FYE-L1-AD,6.000000
345,0,1-SUEDE0-GRY-00-AK,0.000000
346,0,1-SUEDE0-GRY-00-HA,0.000000
347,1,1-SUEDE0-GRY-L2-AK,0.000000
348,0,1-SUEDE0-GRY-00-TQ,190.640000
349,1,1-SUEDE0-GRY-L2-TQ,0.000000
350,0,1-SUEDE0-GRN-00-AK,0.000000
351,0,1-SUEDE0-GRY-00-AD,0.000000
352,1,1-SUEDE0-GRY-L2-AD,7.500000
353,0,1-SUEDE0-HRD-00-AK,0.000000
354,0,1-SUEDE0-KHA-00-AD,0.000000
355,1,1-SUEDE0-KHA-L2-AD,0.000000
356,0,1-SUEDE0-LBN-00-AK,0.000000
357,0,1-SUEDE0-LRY-00-AK,0.000000
358,1,1-SUEDE0-LRY-L2-AK,0.000000
359,0,1-SUEDE0-LPN-00-AK,0.000000
360,0,1-SUEDE0-MAR-00-AK,0.000000
361,1,1-SUEDE0-MAR-L2-AK,0.000000
362,0,1-SUEDBF-BGE-00-TQ,92.000000
363,1,1-SUEDBF-BGE-L2-TQ,0.000000
364,0,1-SUEDE0-SAN-00-AK,0.000000
365,1,1-SUEDE0-SAN-L4-AK,0.000000
366,0,1-SUEDE0-MIN-00-AK,0.000000
367,0,1-SUEDE0-MIN-00-TQ,0.000000
368,0,1-SUEDE0-NAV-00-AK,0.000000
369,0,1-SUEDE0-NAV-00-AD,0.000000
370,1,1-SUEDE0-NAV-L2-AD,6.500000
371,0,1-SUEDE0-NAB-00-TQ,95.164000
372,1,1-SUEDE0-NAB-V1-TQ,4.400000
373,1,1-SUEDE0-NAB-L2-TQ,24.180000
374,1,1-SUEDE0-NAV-L2-AK,0.000000
375,0,1-SUEDE0-NEO-00-AK,0.000000
376,1,1-SUEDE0-NEO-L1-AK,0.000000
377,0,1-SUEDE0-NUD-00-AD,0.000000
378,1,1-SUEDE0-NUD-L2-AD,0.000000
379,0,1-SUEDE0-OSB-00-AK,0.000000
380,0,1-SUEDE0-OSB-00-AD,0.000000
381,1,1-SUEDE0-OSB-L2-AK,0.000000
382,0,1-SUEDE0-OSB-00-TQ,100.580000
383,1,1-SUEDE0-OSB-L2-TQ,0.000000
384,0,1-SUEDE0-OLI-00-AK,0.000000
385,0,1-SUEDE0-OLI-00-AD,0.000000
386,1,1-SUEDE0-OLI-V1-AK,0.000000
387,1,1-SUEDE0-OLI-L2-AK,0.000000
388,0,1-SUEDE0-ONG-00-AK,0.000000
389,1,1-SUEDE0-ONG-L2-AK,0.000000
390,0,1-SUEDE0-PNK-00-AK,0.000000
391,1,1-SUEDE0-PNK-L2-AK,0.000000
392,1,1-SUEDE0-PNK-L1-AK,0.000000
393,0,1-SUEDE0-PLE-00-AK,0.000000
394,1,1-SUEDE0-PLE-L2-AK,0.000000
395,0,1-SUEDE0-RED-00-AK,0.000000
396,0,1-SUEDE0-RED-00-AD,0.000000
397,1,1-SUEDE0-RED-L2-AD,0.000000
398,1,1-SUEDE0-RED-L2-AK,0.000000
399,1,1-SUEDE0-RSE-V1-TQ,0.440000
400,1,1-SUEDE0-RSE-L2-TQ,11.710000
401,0,1-SUEDE0-RSE-00-TQ,111.000000
402,0,1-SUEDE0-SCA-00-AK,0.000000
403,1,1-SUEDE0-SCA-L2-AK,0.000000
404,0,1-SUEDE0-SBL-00-OF,0.000000
405,0,1-SUEDE0-SGR-00-TQ,88.600000
406,1,1-SUEDE0-SGR-L2-TQ,6.930000
407,0,1-SUEDE0-TAU-00-TQ,156.380000
408,1,1-SUEDE0-TAU-L2-TQ,25.800000
409,0,1-SUEDE0-TRQ-00-TQ,97.440000
410,1,1-SUEDE0-TRQ-V2-TQ,0.000000
411,1,1-SUEDE0-TRQ-L1-TQ,0.000000
412,0,1-SUEDE0-WHE-00-TQ,0.000000
413,0,1-SUEDE0-WHI-00-AK,0.000000
414,1,1-SUEDE0-WHI-L1-AK,0.000000
415,1,1-INSUE0-WHI-L1-AK,0.000000
416,0,1-SUEDE0-WHI-00-TQ,206.300000
417,1,1-SUEDE0-WHI-V2-TQ,0.500000
418,1,1-SUEDE0-WHI-L1-TQ,31.380000
419,1,1-SUE0IN-WHI-00-TQ,1.000000
420,1,1-SUE0IN-WHI-L1-TQ,0.000000
421,0,1-SUEDE0-YEL-00-AK,0.000000
422,1,1-SUEDE0-YEL-L2-AK,0.000000
423,1,1-SUEDE0-YEL-L1-AK,0.000000
424,1,1-SUEDE0-YEL-V1-AK,0.000000
425,0,1-SUEDE0-YEL-00-TQ,0.000000
426,1,1-SUEDE0-YEL-L2-TQ,0.000000
427,1,1-SUEDE0-YEL-V1-TQ,0.000000
428,0,1-RN49RR-ASP-00-EV,196.600000
429,0,1-RN49RR-DDE-00-EV,120.300000
430,1,1-RN49RR-DDE-L1-EV,0.000000
431,0,1-RN49RR-PIN-00-EV,0.000000
432,1,1-RN49RR-PIN-L3-EV,0.000000
433,0,1-RN49RR-SAN-00-EV,0.000000
434,0,1-NY2571-SCA-00-HG,119.500000
435,0,1-NY2571-BLK-00-HG,682.940000
436,0,1-NY2571-MNR-00-HG,1178.820000
437,0,1-NY2571-OLI-00-HG,0.000000
438,0,1-NY2571-QRY-00-HG,671.570000
439,0,1-NY2571-SAN-00-HG,0.000000
440,0,1-NY2571-WHI-00-HG,133.400000
441,0,1-NY2110-BLK-00-CO,105.400000
442,1,1-NY2110-BLK-L2-CO,11.000000
443,0,1-NY2110-GRP-00-CO,201.900000
444,1,1-NY2110-GRP-L1-CO,0.000000
445,0,1-NY2110-GRY-00-CO,0.000000
446,0,1-NY2110-QRY-00-CO,607.760000
447,1,1-NY2110-QRY-L1-CO,25.000000
448,0,1-NY2110-SAN-00-CO,0.000000
449,0,1-NY2110-WHI-00-CO,0.000000
450,0,1-NYCT01-BLK-00-YA,14.000000
451,1,1-NYCT01-BLK-V1-YA,0.000000
452,1,1-NYCT01-BLK-L2-YA,0.000000
453,0,1-NYCT02-WHI-00-YA,0.000000
454,1,1-NYCT02-WHI-V2-YA,0.000000
455,1,1-NYCT02-WHI-L1-YA,0.000000
456,0,1-NY3798-AZA-00-EV,13.000000
457,0,1-NY3798-BLK-00-EV,1966.300000
458,1,1-NY3798-BLK-L2-EV,0.000000
459,0,1-NY3798-BLE-00-EV,489.000000
460,0,1-NY3798-BOE-00-EV,113.000000
461,0,1-NY3798-CBT-00-EV,140.500000
462,0,1-NY3798-CRM-00-EV,776.360000
463,1,1-NY3798-CRM-L1-EV,3.000000
464,0,1-NY3798-DES-00-EV,24.000000
465,0,1-NY3798-JUN-00-EV,644.200000
466,1,1-NY3798-JUN-L1-EV,0.000000
467,0,1-NY3798-MER-00-EV,479.100000
468,1,1-NY3798-MER-L1-EV,0.000000
469,0,1-NY3798-MNR-00-EV,1300.580000
470,1,1-NY3798-MNR-L1-EV,0.000000
471,0,1-NY3798-TIM-00-EV,475.640000
472,1,1-NY3798-TIM-L1-EV,0.000000
473,0,1-NY3798-WCA-00-EV,0.000000
474,0,1-NY3798-WIB-00-EV,80.000000
475,1,1-NY3798-WIB-L1-EV,0.000000
476,0,1-NY3798-QRY-00-EV,58.860000
477,1,1-NY3798-QRY-L1-EV,0.010000
478,0,1-NY3946-SDL-00-00,0.000000
479,0,1-NY3946-BCH-00-00,0.000000
480,0,1-NY3946-BRO-00-00,0.000000
481,1,1-NY3946-BRO-L3-00,0.000000
482,0,1-NY3946-HNA-00-00,0.000000
483,0,1-NY3946-KHA-00-00,0.000000
484,0,1-NY3946-MZT-00-00,0.000000
487,0,1-NJ1199-KHA-00-BT,0.000000
488,0,1-NY1338-DKH-00-BT,623.700000
489,0,1-NY1338-GRP-00-BT,0.000000
490,1,1-NY1338-GRP-HC-BT,0.000000
491,0,1-NY1338-LIL-00-BT,104.000000
492,1,1-NY1338-LIL-L1-BT,0.000000
493,0,1-NY1338-TAN-00-BT,0.490000
494,1,1-NY1338-TAN-K3-BT,0.000000
495,1,1-NY1338-TAN-L1-BT,0.000000
496,1,1-NY1338-TAN-HC-BT,0.000000
497,0,1-NY1493-DOG-00-BT,0.000000
498,0,1-NY0086-BLK-00-UL,236.830000
499,1,1-NY0086-BLK-L2-UL,34.000000
500,0,1-NY0086-CSN-00-UL,520.000000
501,1,1-NY0086-CSN-L1-UL,0.000000
502,0,1-NY0086-COR-00-UL,566.500000
503,1,1-NY0086-COR-L1-UL,0.000000
504,0,1-NY0086-DLA-00-UL,676.800000
505,1,1-NY0086-DLA-L1-UL,0.000000
506,0,1-NY0086-DVO-00-UL,237.360000
507,1,1-NY0086-DVO-L1-UL,0.000000
508,0,1-NY0086-MJA-00-UL,1051.500000
509,1,1-NY0086-MJA-L1-UL,0.000000
510,0,1-NY0086-OPA-00-UL,1920.850000
511,0,1-NY0086-OVS-00-UL,0.000000
512,1,1-NY0086-OVS-L1-UL,0.000000
513,0,1-NY0086-PLA-00-UL,364.400000
514,1,1-NY0086-PLA-L1-UL,0.000000
515,1,1-NY0086-QRY-L1-UL,30.000000
516,0,1-NY0086-QRY-00-UL,463.400000
517,0,1-NY0086-SAW-00-UL,1117.400000
518,1,1-NY0086-SAW-L1-UL,0.000000
519,0,1-NY0086-SAN-00-UL,201.000000
520,0,1-NY0086-SAB-00-UL,284.000000
521,0,1-NY0086-VRB-00-UL,458.600000
522,0,1-NY0153-AQA-00-UL,0.000000
523,0,1-NY0153-BEW-00-UL,0.000000
524,0,1-NY0153-BEG-00-UL,0.000000
525,0,1-NY0153-BET-00-UL,0.000000
526,1,1-NY0153-BET-L1-UL,0.000000
527,0,1-NY0153-BST-00-UL,0.000000
528,1,1-NY0153-BST-L1-UL,0.000000
529,0,1-NY0153-CAA-00-UL,0.000000
530,0,1-NY0153-CKA-00-UL,0.000000
531,0,1-NY0153-FOF-00-UL,0.000000
532,1,1-NY0153-FOF-L1-UL,0.000000
533,0,1-NY0153-HYO-00-UL,0.000000
534,0,1-NY0153-ROW-00-UL,0.000000
535,0,1-NY0153-TKA-00-UL,0.000000
536,0,1-NY0153-TBI-00-UL,0.000000
537,0,1-NY0153-TIT-00-UL,0.000000
538,0,1-NYN515-BEW-00-ML,209.000000
539,1,1-NYN515-BEW-K3-ML,0.000000
540,1,1-NYN515-BEW-K4-ML,0.000000
541,1,1-NYN515-BEW-L1-ML,0.000000
542,0,1-NYN515-SGY-00-ML,0.000000
543,1,1-NYN515-SGY-K3-ML,0.000000
544,1,1-NYN515-SGY-L1-ML,0.000000
545,0,1-NYN515-SEM-00-ML,0.000000
546,1,1-NYN515-SEM-K3-ML,0.000000
547,1,1-NYN515-SEM-L1-ML,0.000000
548,0,1-NYN515-WHI-00-ML,0.000000
549,1,1-NYN515-WHI-K3-ML,0.000000
550,1,1-NYN515-WHI-L1-ML,0.000000
551,0,1-NYN515-WOM-00-ML,0.000000
552,1,1-NYN515-WOM-K1-ML,0.000000
553,1,1-NYN515-WOM-L1-ML,0.000000
554,0,1-NY2164-ACG-00-SY,322.400000
555,1,1-NY2164-ACG-L1-SY,0.000000
556,0,1-NY2164-ASP-00-SY,171.300000
557,1,1-NY2164-ASP-L1-SY,0.000000
558,0,1-NY2164-BEW-00-SY,182.000000
559,0,1-NY2164-CBL-00-SY,56.000000
560,0,1-NY2164-QSH-00-SY,198.000000
561,0,1-NY2164-WIL-00-SY,260.000000
562,0,1-NY1395-BLK-00-HG,0.000000
