product_id,order_id,production_order_id,complete_prodtion_stockout,is_exported,quantity_production_order,assign_product_stockout_id,quantity_exported_production_order
2,683,2308,0,1,29.030000,48818.0,23.110000
2,683,2308,0,1,29.030000,48819.0,5.920000
2,684,2308,0,1,53.530000,48820.0,53.530000
2,685,2308,0,1,100.000000,48821.0,32.740000
2,685,2308,0,1,100.000000,48822.0,67.260000
2,685,2326,0,1,117.000000,49166.0,117.000000
2,686,2326,0,1,66.000000,49167.0,66.000000
2,1389,1470,0,1,333.000000,30054.0,333.000000
2,1430,1470,1,1,216.610000,30055.0,216.610000
2,34,18,0,1,13.650000,68.0,13.650000
2,88,627,0,1,4.600000,12476.0,4.600000
2,89,627,0,1,4.600000,12477.0,4.600000
2,92,627,0,1,4.600000,12478.0,4.600000
2,505,627,0,1,31.400000,12479.0,31.400000
2,604,627,0,1,6.200000,12480.0,6.200000
2,751,627,1,1,275.500000,12481.0,275.500000
2,891,627,0,1,6.100000,12482.0,6.100000
2,902,627,1,1,6.200000,12483.0,6.200000
2,903,627,1,1,6.200000,12484.0,6.200000
2,1388,1628,0,1,378.590000,33396.0,378.590000
2,1389,1628,0,1,146.810000,33397.0,146.810000
2,1390,1628,0,1,282.910000,33398.0,282.910000
2,1391,1628,0,1,106.000000,33399.0,106.000000
2,1673,1701,0,1,366.000000,35180.0,439.200000
9,714,1004,1,1,37.200000,21463.0,37.200000
9,722,1004,1,1,188.200000,21464.0,188.200000
9,726,1004,1,1,64.790000,21465.0,64.790000
9,192,278,1,1,11.100000,3650.0,11.100000
9,194,278,1,1,11.100000,3651.0,11.100000
9,192,365,1,1,5.000000,5653.0,5.000000
9,194,365,1,1,5.000000,5654.0,5.000000
9,714,691,1,1,1.300000,15411.0,1.300000
10,198,278,1,1,11.100000,3655.0,11.100000
10,199,278,1,1,11.100000,3656.0,11.100000
10,198,365,1,1,5.000000,5657.0,5.000000
10,199,365,1,1,5.000000,5658.0,5.000000
10,202,482,1,1,50.250000,8734.0,50.250000
10,704,998,1,1,56.120000,21411.0,56.120000
10,705,998,1,1,37.510000,21412.0,37.510000
10,205,508,1,1,23.350000,8851.0,22.950000
10,205,508,1,1,23.350000,8852.0,0.400000
12,191,278,1,1,11.100000,3646.0,11.100000
12,191,365,1,1,5.000000,5644.0,5.000000
12,719,691,1,1,44.200000,15430.0,44.200000
12,723,691,1,1,76.120000,15431.0,76.120000
12,723,1004,1,1,16.080000,21467.0,16.080000
12,710,1007,1,1,46.850000,21469.0,46.850000
12,209,240,1,1,23.171500,2726.0,23.171500
13,1769,1906,0,1,40.200000,40108.0,40.200000
13,715,691,1,1,68.200000,15417.0,68.200000
13,725,691,1,1,44.200000,15418.0,44.200000
14,724,691,1,1,61.800000,15432.0,61.700000
14,724,691,1,1,61.800000,15442.0,0.100000
14,724,1004,1,1,258.400000,21468.0,258.400000
14,711,1007,1,1,76.530000,21470.0,76.530000
15,721,1004,1,1,72.650000,21466.0,72.650000
15,712,1007,1,1,29.890000,21471.0,29.890000
15,207,240,1,1,15.250000,2724.0,15.250000
15,208,240,1,1,40.250000,2725.0,40.250000
15,707,556,1,1,80.250000,11261.0,80.250000
15,716,691,1,1,92.200000,15425.0,92.100000
15,716,691,1,1,92.200000,15440.0,0.100000
15,721,691,1,1,155.550000,15426.0,155.050000
15,721,691,1,1,155.550000,15441.0,0.400000
15,721,691,1,1,155.550000,16114.0,0.100000
16,204,240,1,1,30.250000,2720.0,30.250000
16,206,240,1,1,30.250000,2721.0,30.250000
16,501,240,1,1,40.250000,2722.0,40.250000
16,502,240,1,1,19.341500,2723.0,19.341500
16,196,278,1,1,11.100000,3658.0,11.100000
16,197,278,1,1,14.100000,3659.0,14.100000
16,196,365,1,1,5.000000,5656.0,5.000000
16,708,998,1,1,56.230000,21413.0,56.230000
16,709,998,1,1,34.620000,21414.0,34.620000
16,727,998,1,1,30.250000,21415.0,30.250000
16,713,1004,1,1,4.000000,21461.0,4.000000
16,706,556,1,1,75.020000,11259.0,75.020000
16,708,556,1,1,12.788499,11260.0,12.788499
16,1447,1323,0,1,184.220000,27570.0,184.220000
17,717,691,1,1,92.200000,15429.0,92.200000
20,195,365,1,1,16.100000,5655.0,16.100000
27,244,483,0,1,13.700000,8732.0,13.700000
27,825,736,1,1,15.200000,16081.0,15.200000
27,964,746,1,1,17.000000,16082.0,17.000000
27,1891,1610,1,1,15.700000,33276.0,15.700000
27,672,611,1,1,13.700000,12449.0,15.000000
29,817,537,0,1,2.000000,10121.0,2.000000
29,918,675,1,1,14.300000,14604.0,14.300000
29,941,713,1,1,8.900000,17009.0,10.000000
29,1114,874,1,1,7.400000,19152.0,8.000000
29,1119,897,1,1,6.030000,19373.0,6.030000
29,652,452,0,1,9.200000,8281.0,9.200000
29,1843,1519,1,1,5.400000,31402.0,5.400000
29,1845,1519,1,1,8.800000,31403.0,8.800000
29,394,143,1,1,3.000000,1806.0,3.000000
29,2096,1955,0,1,11.760000,41022.0,13.000000
29,2098,1955,0,1,11.760000,41023.0,12.000000
30,817,537,0,1,2.300000,10122.0,2.500000
30,652,452,0,1,8.600000,8282.0,8.600000
43,253,332,1,1,12.500000,4868.0,12.500000
43,256,332,1,1,12.500000,4869.0,12.500000
43,258,332,1,1,3.300000,4870.0,3.300000
43,259,332,1,1,3.300000,4871.0,3.300000
43,623,370,1,1,4.200000,5637.0,4.200000
43,624,370,1,1,9.100000,5638.0,9.100000
43,625,370,1,1,50.400000,5639.0,50.400000
43,2139,2058,0,1,7.000000,43612.0,7.000000
43,2140,2058,0,1,7.110000,43613.0,7.110000
43,253,91,1,1,12.300000,744.0,12.300000
43,256,91,1,1,12.300000,745.0,12.300000
43,258,91,1,1,3.100000,746.0,3.100000
43,259,91,1,1,3.100000,747.0,3.100000
43,236,93,1,1,28.700000,748.0,28.700000
43,237,93,1,1,87.000000,749.0,87.000000
43,239,93,1,1,35.200000,750.0,35.200000
43,241,93,1,1,26.100000,751.0,26.100000
43,243,93,1,1,26.100000,752.0,26.100000
43,260,93,1,1,21.500000,753.0,21.500000
43,261,93,1,1,54.700000,754.0,54.700000
43,262,93,1,1,47.800000,755.0,47.800000
43,1548,1233,1,1,2.340000,26062.0,2.340000
43,1549,1233,1,1,2.340000,26063.0,2.340000
47,1441,1189,1,1,3.110000,25187.0,3.110000
47,1442,1189,1,1,1.700000,25188.0,1.700000
47,1443,1189,1,1,1.700000,25189.0,1.700000
47,1444,1189,1,1,1.700000,25190.0,1.700000
47,1446,1189,1,1,1.700000,25191.0,1.700000
47,2286,2264,0,1,6.070000,48075.0,6.070000
48,1445,1319,1,1,4.680000,27709.0,4.680000
51,1494,1391,1,1,46.230000,29147.0,50.000000
51,10,138,0,1,3.000000,1775.0,3.000000
51,11,138,0,1,3.000000,1776.0,3.000000
52,1494,1391,1,1,14.350000,29148.0,16.000000
60,556,359,1,1,10.200000,5681.0,10.200000
66,623,370,1,1,0.400000,5640.0,0.400000
66,624,370,1,1,1.000000,5641.0,1.000000
66,233,93,1,1,7.700000,756.0,7.700000
66,234,93,1,1,0.700000,757.0,0.700000
66,236,93,1,1,2.900000,758.0,2.900000
66,237,93,1,1,8.700000,759.0,8.700000
66,239,93,1,1,3.500000,760.0,3.500000
66,241,93,1,1,2.900000,761.0,2.900000
66,243,93,1,1,2.900000,762.0,2.900000
66,247,93,1,1,0.700000,763.0,0.700000
66,260,93,1,1,2.100000,764.0,2.100000
66,261,93,1,1,5.400000,765.0,5.400000
66,262,93,1,1,4.800000,766.0,4.800000
66,2139,2058,0,1,0.250000,43614.0,0.250000
66,2140,2058,0,1,0.250000,43615.0,0.250000
69,1701,1333,1,1,55.550000,27946.0,57.000000
69,1751,1447,1,1,54.340000,30302.0,57.000000
69,49,61,0,1,7.200000,898.0,7.200000
69,394,121,1,1,3.000000,1899.0,3.000000
71,93,18,0,1,13.500000,73.0,13.500000
71,313,99,1,1,73.800000,1049.0,66.000000
71,313,99,1,1,73.800000,1050.0,7.800000
71,394,115,1,1,1.500000,,
71,394,121,1,1,1.000000,1900.0,1.000000
73,59,49,1,1,26.100000,317.0,26.100000
74,1,15,1,1,19.548000,87.0,18.548000
74,55,33,0,1,4.700000,293.0,4.700000
74,145,63,0,1,15.600000,889.0,15.600000
74,394,76,1,1,1.000000,927.0,1.000000
74,235,91,1,1,3.100000,740.0,3.100000
74,233,93,1,1,46.300000,741.0,46.300000
74,234,93,1,1,3.500000,742.0,3.500000
74,247,93,1,1,3.500000,743.0,3.500000
74,190,148,1,1,2.300000,1721.0,2.300000
74,495,230,0,1,8.100000,9954.0,8.100000
74,276,244,0,1,41.800000,3411.0,41.800000
74,283,244,0,1,45.600000,3412.0,29.052000
74,283,244,0,1,45.600000,3457.0,6.970000
74,283,244,0,1,45.600000,3458.0,5.400000
74,283,244,0,1,45.600000,3459.0,4.177999
74,283,244,0,1,45.600000,3460.0,0.000001
74,226,245,1,1,8.000000,3456.0,7.600000
74,450,255,1,1,2.300000,21305.0,2.300000
74,248,258,1,1,10.600000,,
74,1970,1786,1,1,2.490000,37857.0,2.490000
74,2016,1819,1,1,2.310000,38519.0,2.310000
74,1961,1960,1,1,4.600000,41017.0,4.600000
74,2102,1972,0,1,10.590000,41092.0,10.590000
74,2103,1972,0,1,10.590000,41093.0,10.590000
74,2058,2188,1,1,2.290000,,
74,2291,2263,0,1,2.310000,48063.0,2.310000
74,2278,2372,0,1,4.450000,50368.0,4.450000
74,976,684,1,1,10.000000,14548.0,10.000000
74,1052,798,1,1,10.600000,17398.0,10.600000
74,1126,836,1,1,3.220000,18443.0,3.220000
74,1163,836,1,1,2.410000,18444.0,2.410000
74,1421,1069,1,1,12.280000,23265.0,14.000000
74,1508,1107,1,1,2.700000,23845.0,2.700000
74,1513,1170,1,1,10.590000,25029.0,10.590000
74,1557,1233,1,1,4.710000,26068.0,4.710000
74,537,499,0,1,6.700000,8860.0,6.700000
74,493,517,0,1,2.300000,9340.0,2.300000
74,812,537,0,1,1.100000,10109.0,1.100000
74,876,563,1,1,2.400000,10980.0,2.400000
74,867,584,1,1,1.200000,11460.0,1.200000
74,822,631,1,1,10.600000,14290.0,10.600000
74,973,640,1,1,3.700000,13461.0,3.700000
74,1012,656,1,1,2.300000,14668.0,2.760000
74,1675,1262,1,1,12.010000,26629.0,12.010000
74,1690,1361,1,1,2.270000,28277.0,2.270000
74,1786,1447,1,1,3.370000,30309.0,3.370000
74,1693,1451,1,1,44.040000,30323.0,44.040000
74,1782,1465,1,1,2.310000,30234.0,2.310000
74,1823,1480,1,1,19.870000,30635.0,23.800000
74,1675,1512,1,1,12.000000,31382.0,12.000000
74,1837,1512,1,1,1.070000,31383.0,1.070000
74,1838,1543,1,1,2.000000,31767.0,2.400000
74,214,413,0,1,6.700000,7087.0,6.700000
74,215,413,0,1,50.200000,7088.0,50.200000
74,218,413,0,1,4.500000,7089.0,4.500000
74,219,413,0,1,37.500000,7090.0,37.500000
74,222,413,0,1,2.300000,7091.0,2.300000
74,223,413,0,1,20.800000,7092.0,20.800000
74,227,413,0,1,37.900000,7093.0,37.900000
74,290,413,0,1,5.500000,7094.0,5.500000
74,295,413,0,1,19.500000,7095.0,19.500000
74,653,421,0,1,4.500000,7083.0,5.400000
74,437,454,0,1,1.800000,8284.0,1.800000
74,601,454,0,1,0.600000,8285.0,0.600000
74,496,468,0,1,2.000000,8407.0,2.000000
74,498,468,0,1,0.700000,8408.0,0.700000
74,800,468,0,1,5.600000,8409.0,5.600000
74,1973,1734,1,1,7.870000,35960.0,7.870000
77,1421,1069,1,1,2.750000,23266.0,3.300000
77,1,29,1,1,7.262500,232.0,6.562500
77,1675,1262,1,1,14.470000,26630.0,15.000000
77,1675,1512,1,1,15.000000,31384.0,16.000000
80,1483,1274,1,1,5.810000,26990.0,5.810000
80,1479,1320,1,1,18.360000,27711.0,18.360000
80,1501,1391,1,1,11.480000,29152.0,12.000000
80,1119,897,1,1,13.210000,19374.0,13.210000
81,336,142,1,1,7.000000,1713.0,7.000000
82,32,8,0,1,4.871900,58.0,4.871900
82,28,15,0,1,36.300000,92.0,36.300000
82,29,15,0,1,3.554500,93.0,3.554500
82,86,15,0,1,1.887500,94.0,1.887500
82,53,21,0,1,14.300000,193.0,14.300000
82,54,21,0,1,2.300000,194.0,2.300000
82,80,21,0,1,45.000000,195.0,45.000000
82,81,21,0,1,45.300000,196.0,2.400000
82,81,21,0,1,45.300000,197.0,42.900000
82,82,21,0,1,17.600000,198.0,17.600000
82,14,22,0,1,58.000000,176.0,58.000000
82,22,22,0,1,25.600000,177.0,6.000000
82,22,22,0,1,25.600000,178.0,19.600000
82,12,28,1,1,7.000000,209.0,7.000000
82,13,28,1,1,7.000000,210.0,7.000000
82,170,39,0,1,7.600000,323.0,7.600000
82,172,39,0,1,14.100000,324.0,14.100000
82,177,39,0,1,7.100000,325.0,7.100000
82,185,39,0,1,7.900000,326.0,7.900000
82,232,59,1,1,36.100000,378.0,36.100000
82,189,91,0,1,8.300000,738.0,8.300000
82,302,99,1,1,73.800000,1033.0,70.600000
82,302,99,1,1,73.800000,1034.0,3.268000
82,307,99,1,1,32.100000,1041.0,32.100000
82,311,99,1,1,3.000000,1037.0,2.600000
82,311,99,1,1,3.000000,1038.0,0.400000
82,312,99,1,1,63.000000,1039.0,53.000000
82,312,99,1,1,63.000000,1040.0,10.000000
82,318,99,1,1,44.200000,1035.0,39.300000
82,318,99,1,1,44.200000,1036.0,2.787000
82,318,99,1,1,44.200000,1100.0,2.113000
82,176,109,0,1,7.800000,1951.0,7.800000
82,336,142,1,1,1.000000,1714.0,1.000000
82,57,147,0,1,1.900000,1738.0,1.900000
82,169,147,0,1,2.100000,1739.0,2.100000
82,357,147,0,1,15.100000,1740.0,15.100000
82,190,148,1,1,2.400000,1722.0,2.400000
82,394,167,1,1,20.000000,3578.0,20.000000
82,35,179,0,1,36.100000,2895.0,36.100000
82,36,179,0,1,22.300000,2896.0,22.300000
82,38,179,0,1,36.200000,2897.0,36.200000
82,39,179,0,1,6.700000,2898.0,6.700000
82,40,179,0,1,6.700000,2899.0,6.700000
82,41,179,0,1,6.700000,2900.0,6.700000
82,406,181,1,1,50.600000,2901.0,50.600000
82,72,182,0,1,103.700000,2902.0,103.700000
82,135,182,0,1,7.600000,2903.0,7.600000
82,136,182,0,1,7.000000,2904.0,7.000000
82,359,182,0,1,3.100000,2905.0,3.100000
82,140,184,1,1,2.900000,2906.0,2.900000
82,421,193,0,1,34.400000,2819.0,34.400000
82,111,206,0,1,22.200000,2790.0,22.200000
82,362,217,1,1,25.200000,2791.0,25.200000
82,365,217,1,1,20.100000,2792.0,20.100000
82,369,217,1,1,48.800000,2793.0,48.800000
82,443,217,1,1,34.500000,2794.0,34.500000
82,60,230,0,1,35.400000,2690.0,35.400000
82,62,230,1,1,21.800000,2691.0,21.800000
82,64,230,1,1,14.800000,2692.0,14.800000
82,65,230,1,1,13.700000,2693.0,13.700000
82,68,230,1,1,35.500000,2694.0,35.500000
82,69,230,1,1,6.700000,2695.0,6.700000
82,71,230,1,1,11.400000,2696.0,11.400000
82,495,230,0,1,13.700000,2697.0,13.700000
82,226,245,1,1,19.500000,3397.0,19.500000
82,229,245,1,1,19.500000,3398.0,19.500000
82,214,246,0,1,31.300000,3399.0,31.300000
82,217,246,0,1,31.300000,3400.0,31.300000
82,218,246,0,1,23.300000,3401.0,23.300000
82,221,246,0,1,12.000000,3402.0,12.000000
82,222,246,0,1,5.500000,3403.0,5.500000
82,225,246,0,1,5.500000,3404.0,5.500000
82,187,255,1,1,13.000000,3405.0,13.000000
82,238,258,1,1,39.700000,3723.0,39.700000
82,240,258,1,1,24.300000,3724.0,24.300000
82,242,258,1,1,13.700000,3725.0,13.700000
82,245,258,1,1,13.700000,3726.0,13.700000
82,246,258,1,1,13.700000,3727.0,13.700000
82,248,258,1,1,13.700000,3728.0,13.700000
82,249,258,1,1,24.300000,3729.0,24.300000
82,250,258,1,1,24.300000,3730.0,24.300000
82,251,258,1,1,24.300000,3731.0,24.300000
82,252,258,1,1,24.300000,3732.0,24.300000
82,254,258,1,1,24.300000,3733.0,24.300000
82,255,258,1,1,39.700000,3734.0,39.700000
82,461,262,1,1,4.700000,,
82,462,262,1,1,41.499100,,
82,527,265,0,1,2.370000,3710.0,2.370000
82,528,265,0,1,5.351500,3711.0,5.351500
82,115,267,1,1,5.700000,3692.0,5.700000
82,116,267,1,1,12.900000,3693.0,12.900000
82,117,267,1,1,2.900000,3694.0,2.900000
82,118,267,1,1,5.300000,3695.0,5.300000
82,119,267,1,1,25.400000,3696.0,25.400000
82,120,267,1,1,14.800000,3697.0,14.800000
82,370,272,0,1,21.000000,3682.0,21.000000
82,429,272,0,1,9.500000,3683.0,9.500000
82,1572,1262,1,1,34.990000,26625.0,34.990000
82,1498,1270,1,1,5.810000,26969.0,5.810000
82,1564,1271,1,1,11.890000,26970.0,11.890000
82,1500,1274,1,1,5.810000,26971.0,5.810000
82,1503,1274,1,1,8.080000,26972.0,8.080000
82,1486,1275,1,1,6.940000,26973.0,6.940000
82,512,1277,1,1,7.900000,26974.0,7.900000
82,515,1277,1,1,7.870000,26975.0,7.870000
82,516,1277,1,1,7.800000,26976.0,7.800000
82,520,1277,1,1,7.800000,26977.0,7.800000
82,526,1277,1,1,15.000000,26978.0,15.000000
82,517,1289,1,1,3.000000,27017.0,3.000000
82,1688,1289,1,1,11.310000,27018.0,11.310000
82,1567,1291,1,1,13.210000,27053.0,13.210000
82,1569,1291,1,1,5.810000,27054.0,5.810000
82,1570,1291,1,1,5.810000,27055.0,5.810000
82,1687,1317,1,1,14.870000,27708.0,14.870000
82,1712,1353,1,1,2.290000,28220.0,2.290000
82,1713,1353,1,1,3.430000,28221.0,3.430000
82,1714,1353,1,1,1.140000,28222.0,1.140000
82,1490,1357,1,1,6.940000,28267.0,6.940000
82,1502,1357,1,1,6.940000,28268.0,6.940000
82,1507,1361,1,1,16.990000,28269.0,16.990000
82,1689,1370,1,1,8.930000,28728.0,8.930000
82,1728,1394,1,1,5.340000,29095.0,5.340000
82,1678,1410,1,1,2.850000,29438.0,2.850000
82,1717,1444,1,1,14.360000,30294.0,14.360000
82,1697,1451,1,1,4.730000,30326.0,4.730000
82,1781,1465,1,1,5.340000,30224.0,5.340000
82,1782,1465,1,1,5.340000,30235.0,5.340000
82,1783,1465,1,1,5.340000,30225.0,5.340000
82,1825,1480,1,1,19.660000,30636.0,19.660000
82,1826,1480,1,1,14.180000,30637.0,14.180000
82,1868,1500,1,1,111.050000,30755.0,111.050000
82,1837,1512,1,1,7.570000,31392.0,7.570000
82,1845,1519,1,1,5.400000,31393.0,5.400000
82,1854,1529,1,1,24.430000,31541.0,24.430000
82,1855,1529,1,1,24.430000,31542.0,24.430000
82,1856,1529,1,1,24.430000,31543.0,24.430000
82,1857,1529,1,1,24.430000,31544.0,24.430000
82,1858,1529,1,1,47.870000,31545.0,47.870000
82,1859,1529,1,1,24.430000,31546.0,24.430000
82,1860,1529,1,1,47.870000,31547.0,47.870000
82,1861,1529,1,1,39.610000,31548.0,39.610000
82,1862,1529,1,1,17.720000,31549.0,17.720000
82,1838,1543,1,1,28.620000,31768.0,28.620000
82,1794,1546,1,1,7.650000,31769.0,7.650000
82,1873,1551,1,1,10.310000,31833.0,10.310000
82,1760,1557,1,1,16.490000,31834.0,16.490000
82,1872,1579,1,1,3.140000,32601.0,3.140000
82,1886,1610,1,1,36.750000,33253.0,36.750000
82,1889,1610,1,1,13.650000,33254.0,13.650000
82,1890,1610,1,1,14.710000,33255.0,14.710000
82,1892,1610,1,1,13.650000,33256.0,13.650000
82,1893,1610,1,1,21.680000,33257.0,21.680000
82,1895,1610,1,1,21.680000,33258.0,21.680000
82,1897,1610,1,1,21.680000,33259.0,21.680000
82,1898,1610,1,1,6.680000,33260.0,6.680000
82,1899,1610,1,1,13.650000,33261.0,13.650000
82,1924,1611,1,1,42.600000,33262.0,42.600000
82,1913,1613,1,1,13.710000,33263.0,13.710000
82,1911,1615,1,1,13.920000,33264.0,13.920000
82,1920,1621,1,1,67.920000,33287.0,67.920000
82,1921,1621,1,1,67.920000,33288.0,67.920000
82,1730,1651,1,1,151.720000,33876.0,151.720000
82,1926,1685,1,1,7.710000,34671.0,7.710000
82,1907,1714,1,1,21.100000,35352.0,21.100000
82,1925,1719,1,1,12.320000,35353.0,12.320000
82,1927,1719,1,1,11.720000,35354.0,11.720000
82,1993,1721,1,1,121.280000,35643.0,103.780000
82,1993,1721,1,1,121.280000,35644.0,17.500000
82,1937,1723,1,1,28.160000,35678.0,28.160000
82,1940,1723,1,1,4.430000,35679.0,4.430000
82,1941,1723,1,1,4.350000,35680.0,4.350000
82,1946,1723,1,1,19.330000,35681.0,19.330000
82,1947,1723,1,1,15.840000,35682.0,15.840000
82,1948,1723,1,1,9.330000,35683.0,9.330000
82,1966,1734,1,1,68.330000,35956.0,68.330000
82,1972,1734,1,1,7.870000,35957.0,7.870000
82,1949,1765,1,1,4.830000,36780.0,4.830000
82,1984,1769,1,1,7.330000,36781.0,7.330000
82,2176,2119,0,1,19.730000,44845.0,19.730000
82,2225,2144,0,1,30.200000,45553.0,30.200000
82,2227,2144,0,1,4.830000,45554.0,4.830000
82,2221,2146,0,1,4.550000,45555.0,4.550000
82,2247,2165,0,1,2.690000,45940.0,2.690000
82,2231,2168,0,1,119.910000,45941.0,119.910000
82,2245,2168,0,1,23.650000,45942.0,23.650000
82,2242,2176,0,1,20.390000,45943.0,20.390000
82,2241,2192,0,1,62.160000,46427.0,74.590000
82,2276,2237,0,1,34.400000,47104.0,34.400000
82,2269,2240,0,1,4.730000,47542.0,4.730000
82,2291,2263,0,1,12.150000,48064.0,12.150000
82,2292,2263,0,1,2.310000,48065.0,2.310000
82,2294,2263,0,1,14.460000,48066.0,14.460000
82,2283,2264,0,1,14.520000,48067.0,14.520000
82,2284,2264,0,1,13.850000,48068.0,13.850000
82,2285,2264,0,1,12.050000,48069.0,12.050000
82,2288,2264,0,1,6.680000,48070.0,6.680000
82,2225,2269,0,1,7.000000,48071.0,7.000000
82,2220,2276,0,1,3.110000,48112.0,3.110000
82,2300,2295,0,1,2.330000,48385.0,2.330000
82,2298,2311,0,1,7.900000,48998.0,7.900000
82,2458,2321,0,1,11.490000,49083.0,11.490000
82,2410,2366,0,1,4.770000,49844.0,4.770000
82,2479,2372,0,1,2.420000,50378.0,2.420000
82,1959,1788,1,1,29.140000,37821.0,29.140000
82,1987,1789,1,1,0.660000,37822.0,0.660000
82,1931,1790,1,1,4.730000,37823.0,4.730000
82,1957,1790,1,1,34.990000,37824.0,34.990000
82,2016,1819,1,1,2.420000,38520.0,2.420000
82,1992,1821,1,1,26.020000,38521.0,26.020000
82,2013,1825,1,1,27.770000,38788.0,27.770000
82,2015,1825,1,1,32.090000,38789.0,32.090000
82,2027,1825,0,1,4.750000,38790.0,4.750000
82,2034,1825,1,1,14.020000,38791.0,14.020000
82,2041,1867,0,1,5.690000,39600.0,5.690000
82,2050,1884,0,1,14.710000,39730.0,14.710000
82,2052,1894,0,1,51.520000,39803.0,51.520000
82,2065,1933,1,1,4.730000,40564.0,4.730000
82,2055,1950,1,1,1.500000,40785.0,1.500000
82,2056,1950,1,1,1.500000,40786.0,1.500000
82,2097,1969,0,1,7.400000,41077.0,7.400000
82,2099,1969,0,1,4.930000,41078.0,4.930000
82,2100,1972,0,1,36.750000,41079.0,36.750000
82,2101,1972,0,1,14.710000,41080.0,14.710000
82,2102,1972,0,1,13.650000,41081.0,13.650000
82,2103,1972,0,1,13.650000,41082.0,13.650000
82,2104,1972,0,1,35.440000,41083.0,35.440000
82,2106,1972,0,1,21.680000,41084.0,21.680000
82,2107,1972,0,1,6.680000,41085.0,6.680000
82,2109,1972,0,1,13.650000,41086.0,13.650000
82,2070,1973,1,1,4.770000,41642.0,4.770000
82,2072,1973,1,1,4.770000,41643.0,4.770000
82,1986,1981,1,1,4.450000,41644.0,4.450000
82,2064,1981,0,1,15.670000,41645.0,15.670000
82,2115,2014,0,1,15.290000,42521.0,15.290000
82,2111,2038,0,1,2.420000,42933.0,2.420000
82,1162,910,0,1,15.200000,19936.0,15.200000
82,1175,910,1,1,13.830000,19937.0,13.830000
82,1197,939,1,1,60.300000,20095.0,60.300000
82,1226,955,1,1,19.820000,20573.0,19.820000
82,1173,963,1,1,8.620000,20645.0,8.620000
82,1412,987,1,1,7.710000,21456.0,7.710000
82,1214,1020,1,1,2.290000,22014.0,2.290000
82,1213,1022,1,1,13.690000,22015.0,13.690000
82,1216,1022,1,1,14.630000,22016.0,14.630000
82,1440,1043,1,1,14.130000,22638.0,14.130000
82,1418,1051,1,1,12.570000,22847.0,12.570000
82,1179,1056,1,1,21.680000,22854.0,21.680000
82,1180,1056,1,1,21.680000,22855.0,21.680000
82,1181,1056,1,1,13.650000,22856.0,13.650000
82,1182,1056,1,1,21.680000,22857.0,21.680000
82,1183,1056,1,1,36.120000,22858.0,36.120000
82,1185,1056,1,1,21.680000,22859.0,21.680000
82,1186,1056,1,1,13.650000,22860.0,13.650000
82,1187,1056,1,1,36.120000,22861.0,36.120000
82,1189,1056,1,1,13.360000,22862.0,13.360000
82,1159,1067,1,1,2.160000,24044.0,2.160000
82,1161,1067,1,1,11.030000,24045.0,11.030000
82,1439,1094,1,1,7.700000,23833.0,7.700000
82,1466,1102,1,1,13.130000,23834.0,13.130000
82,1467,1102,1,1,13.130000,23835.0,13.130000
82,1533,1132,1,1,47.780000,24265.0,47.780000
82,1534,1132,1,1,93.730000,24266.0,93.730000
82,1535,1132,1,1,47.780000,24267.0,47.780000
82,1427,1147,1,1,25.530000,24414.0,1.300000
82,1427,1147,1,1,25.530000,24415.0,9.520000
