product_id,purchase_order_id,quantity_arrived,actual_delivery_time
8248,46,200.0000000000,2022-06-01
8245,46,380.0000000000,2022-06-03
5088,46,1000.0000000000,2022-06-03
5088,46,2030.0000000000,2022-06-05
8245,46,660.0000000000,2022-06-05
5088,46,10200.0000000000,2022-06-07
5088,46,770.0000000000,2022-06-15
7957,47,1000.0000000000,2022-06-01
8289,49,1.0000000000,2022-05-18
3490,50,5.0000000000,2022-05-19
3531,50,15.0000000000,2022-05-19
6195,51,200.0000000000,2022-05-25
6196,51,1190.0000000000,2022-05-25
6195,51,1400.0000000000,2022-06-09
6195,51,6000.0000000000,2022-06-24
6196,51,810.0000000000,2022-06-27
6195,51,5600.0000000000,2022-07-27
4702,52,1000.0000000000,2022-05-14
8286,52,21089.0000000000,2022-05-30
2692,53,2.0000000000,2022-05-13
8293,53,5.0000000000,2022-05-14
2748,53,12.0000000000,2022-05-13
2742,53,5.0000000000,2022-05-13
2731,53,5.0000000000,2022-05-13
2749,53,1.0000000000,2022-05-13
2857,53,3.0000000000,2022-05-13
2974,53,2.0000000000,2022-05-31
807,55,10.0000000000,2022-05-14
870,55,10.0000000000,2022-05-19
856,55,10.0000000000,2022-05-21
8239,55,200.0000000000,2022-05-17
6368,55,200.0000000000,2022-05-17
6296,55,200.0000000000,2022-05-17
6258,55,200.0000000000,2022-05-17
6245,55,200.0000000000,2022-05-17
2491,57,5000.0000000000,2022-06-22
2628,57,2000.0000000000,2022-06-22
6594,58,200000.0000000000,2022-06-17
8301,60,3000.0000000000,2022-05-14
8296,60,20.0000000000,2022-05-16
7539,60,260.0000000000,2022-05-16
6442,60,20.0000000000,2022-05-16
2508,61,8000.0000000000,2022-06-22
8295,62,3000.0000000000,2022-05-26
3119,63,2.0000000000,2022-05-18
5531,64,3000.0000000000,2022-05-13
5948,65,200.0000000000,2022-05-19
3318,65,50.0000000000,2022-08-20
3445,65,2.0000000000,2022-05-20
29,66,422.4000000000,2022-05-19
8302,67,1196.0000000000,2022-05-21
8303,67,1199.0000000000,2022-05-21
8306,68,2.0000000000,2022-05-14
8320,68,1.0000000000,2022-05-14
8309,68,0.8000000000,2022-05-14
8307,68,1.3000000000,2022-05-14
8308,68,1.3000000000,2022-05-14
6838,69,100.0000000000,2022-05-14
8163,80,100.0000000000,2022-05-14
8164,80,100.0000000000,2022-05-14
8165,80,100.0000000000,2022-05-14
8319,81,650.0000000000,2022-05-17
4286,82,1000.0000000000,2022-05-15
8315,83,51.2000000000,2022-05-14
5553,84,10000.0000000000,2022-05-14
5421,84,1300.0000000000,2022-05-19
5557,84,40000.0000000000,2022-05-16
5515,84,5000.0000000000,2022-08-11
5932,84,51400.0000000000,2022-05-24
5555,84,14000.0000000000,2022-05-24
5566,84,6000.0000000000,2022-05-24
5561,84,1000.0000000000,2022-05-24
5582,84,1000.0000000000,2022-05-24
5554,84,10000.0000000000,2022-05-24
5932,84,8600.0000000000,2022-05-27
5905,85,500.0000000000,2022-05-19
8322,86,5.0000000000,2022-05-14
8321,86,2.0000000000,2022-05-14
3759,87,914.4000000000,2022-05-14
3743,87,914.4000000000,2022-05-14
3731,88,36576.0000000000,2022-06-20
3729,88,13716.0000000000,2022-07-04
3743,88,2743.2000000000,2022-07-11
3747,88,3657.6000000000,2022-07-11
3717,88,914.4000000000,2022-08-02
3725,88,914.4000000000,2022-07-11
3727,88,1828.8000000000,2022-07-11
3730,88,4572.0000000000,2022-07-11
3746,88,5486.4000000000,2022-07-11
3795,88,2743.2000000000,2022-07-11
3796,88,9144.0000000000,2022-07-11
3801,88,4572.0000000000,2022-07-11
3802,88,22860.0000000000,2022-07-11
3812,88,4572.0000000000,2022-07-11
3824,88,1828.8000000000,2022-07-11
3820,88,914.4000000000,2022-07-11
3709,88,50000.0000000000,2022-07-22
3839,88,457.2000000000,2022-07-12
3841,88,10000.0000000000,2022-07-12
3842,88,17000.0000000000,2022-07-12
3837,88,274.3200000000,2022-07-12
3838,88,457.2000000000,2022-07-12
3836,88,457.2000000000,2022-07-12
3844,88,3000.0000000000,2022-07-12
3845,88,3000.0000000000,2022-07-12
3728,88,27249.1000000000,2022-07-13
3731,88,25283.1000000000,2022-07-13
3863,88,1828.8000000000,2022-07-13
3862,88,2743.2000000000,2022-07-13
3759,88,2697.4000000000,2022-07-15
3825,88,7278.6000000000,2022-07-15
3817,88,4572.0000000000,2022-07-15
3835,88,9.1000000000,2022-07-15
3731,88,12920.4000000000,2022-07-18
3728,88,182.9000000000,2022-07-27
3759,88,45.8000000000,2022-07-27
3825,88,36.6000000000,2022-07-27
3835,88,635.5000000000,2022-09-12
3811,89,36.5760000000,2022-05-14
8048,90,22.0000000000,2022-06-04
8048,90,3.0000000000,2022-06-06
3577,91,3.0000000000,2022-05-18
6188,91,6.0000000000,2022-05-19
8236,92,10.0000000000,2022-05-23
8390,93,300.0000000000,2022-05-25
8389,93,300.0000000000,2022-05-25
8378,94,20.0000000000,2022-05-20
2105,94,20.0000000000,2022-05-21
8393,94,172.0000000000,2022-05-20
1898,94,20.0000000000,2022-05-21
8466,94,10.0000000000,2022-05-21
8290,95,300.0000000000,2022-05-27
8396,95,700.0000000000,2022-05-27
8369,96,1000.0000000000,2022-05-17
4382,96,920.0000000000,2022-05-24
4511,96,6760.0000000000,2022-05-27
8368,96,1000.0000000000,2022-05-31
8249,96,1000.0000000000,2022-05-31
8250,96,1000.0000000000,2022-06-01
8395,96,1000.0000000000,2022-06-05
4511,96,240.0000000000,2022-06-06
4382,96,100.0000000000,2022-06-29
8400,97,50.0000000000,2022-06-02
8401,98,152.0000000000,2022-05-23
4420,98,303.0000000000,2022-05-23
3084,99,2.0000000000,2022-05-18
3103,99,30.0000000000,2022-05-18
8402,99,2.0000000000,2022-05-18
3141,99,2.0000000000,2022-05-18
3248,99,2.0000000000,2022-05-18
3324,101,3.0000000000,2022-05-19
3329,101,6.0000000000,2022-05-19
8371,101,6.0000000000,2022-05-24
8289,101,2.0000000000,2022-05-24
8390,102,300.0000000000,2022-05-25
6823,102,300.0000000000,2022-06-08
1504,105,124.2000000000,2022-07-13
1504,105,258.5000000000,2022-07-13
1504,105,252.3000000000,2022-07-13
1504,105,257.7000000000,2022-07-13
1504,105,32.9000000000,2022-07-13
409,106,45.7000000000,2022-05-25
348,106,201.1000000000,2022-06-01
341,106,201.1000000000,2022-06-01
401,106,201.1000000000,2022-06-01
316,106,301.7000000000,2022-06-01
2702,107,5.0000000000,2022-05-21
2967,107,24.0000000000,2022-05-31
2847,107,3.0000000000,2022-05-21
8454,107,6.0000000000,2022-05-21
2921,107,5.0000000000,2022-05-21
2717,107,2.0000000000,2022-05-21
2929,107,7.0000000000,2022-05-21
8453,107,3.0000000000,2022-05-21
2803,107,1.0000000000,2022-05-21
2942,107,1.0000000000,2022-05-21
2769,107,3.0000000000,2022-05-21
2774,107,5.0000000000,2022-05-21
2799,107,5.0000000000,2022-05-21
2934,107,3.0000000000,2022-05-21
2849,107,12.0000000000,2022-05-21
5948,108,200.0000000000,2022-05-20
3318,108,100.0000000000,2022-08-20
3450,108,5.0000000000,2022-05-20
3329,108,6.0000000000,2022-05-20
3351,108,4.0000000000,2022-05-20
6190,108,8.0000000000,2022-05-23
3630,108,100.0000000000,2022-05-24
3413,108,80.0000000000,2022-05-24
3678,108,20.0000000000,2022-05-25
1,110,9143.9000000000,2022-07-02
2,110,7680.9000000000,2022-06-15
2,110,2377.4000000000,2022-06-25
8539,111,914.4000000000,2022-06-06
2272,112,260.7000000000,2022-05-23
1651,113,94.2000000000,2022-11-10
1652,113,128.0000000000,2022-11-10
7804,113,116.1000000000,2022-11-10
1540,114,92.3000000000,2022-07-06
4518,115,3000.0000000000,2022-06-08
5177,116,1000.0000000000,2022-05-28
8542,116,1000.0000000000,2022-05-30
8564,116,1000.0000000000,2022-06-03
8562,116,1000.0000000000,2022-06-03
8565,116,1000.0000000000,2022-06-03
8566,116,1000.0000000000,2022-06-07
8567,116,540.0000000000,2022-06-08
8567,116,110.0000000000,2022-06-15
7652,117,50.0000000000,2022-05-27
7982,117,120.0000000000,2022-05-27
2989,118,4.0000000000,2022-05-23
2676,119,41.0000000000,2022-05-21
8571,120,90.0000000000,2022-05-23
8571,120,104.0000000000,2022-05-24
8578,121,46.0000000000,2022-05-25
5093,121,405.0000000000,2022-05-25
2626,123,30.0000000000,2022-06-06
1898,124,25.0000000000,2022-05-24
6259,124,200.0000000000,2022-05-24
6235,124,200.0000000000,2022-05-24
8583,124,1.0000000000,2022-05-24
6369,124,200.0000000000,2022-05-24
6460,124,20.0000000000,2022-05-25
8588,124,10.0000000000,2022-05-25
6459,124,10.0000000000,2022-05-25
8589,124,10.0000000000,2022-05-25
6833,125,45.0000000000,2022-06-03
6834,125,253.0000000000,2022-06-03
6833,126,55.0000000000,2022-06-03
6834,126,320.0000000000,2022-06-03
6799,126,90.0000000000,2022-06-03
8532,128,5000.0000000000,2022-06-09
7878,129,5000.0000000000,2022-05-27
5176,129,1000.0000000000,2022-05-28
5224,129,3000.0000000000,2022-05-31
4448,129,1000.0000000000,2022-05-31
5238,129,3000.0000000000,2022-06-01
8592,129,1000.0000000000,2022-06-03
6587,131,12000.0000000000,2022-07-29
4707,132,5000.0000000000,2022-07-04
4704,132,5000.0000000000,2022-06-06
4705,132,4600.0000000000,2022-06-10
5393,132,1500.0000000000,2022-06-10
4705,132,400.0000000000,2022-06-13
1950,133,1214.3000000000,2022-05-28
1950,133,228.6000000000,2022-06-23
8394,134,350.0000000000,2022-05-27
5393,135,2500.0000000000,2022-06-02
6197,136,200.0000000000,2022-05-25
8618,137,15.0000000000,2022-05-26
8606,137,15.0000000000,2022-05-26
8619,137,15.0000000000,2022-05-30
7955,138,16900.0000000000,2022-05-24
6134,138,4500.0000000000,2022-05-24
6148,138,16950.0000000000,2022-05-24
7833,138,4200.0000000000,2022-10-24
4451,139,5000.0000000000,2022-06-09
8080,139,5000.0000000000,2022-06-15
3511,140,5.0000000000,2022-05-26
8324,140,5.0000000000,2022-05-26
3351,140,16.0000000000,2022-05-26
3543,140,16.0000000000,2022-05-27
3369,140,28.0000000000,2022-05-27
5834,140,10.0000000000,2022-05-30
3618,140,10.0000000000,2022-06-10
3272,141,4.0000000000,2022-05-24
8622,142,50.0000000000,2022-05-24
6121,143,2520.0000000000,2022-05-30
8629,143,1000.0000000000,2022-06-14
5127,143,1000.0000000000,2022-06-16
2797,144,2.0000000000,2022-05-26
2741,144,2.0000000000,2022-05-26
2942,144,7.0000000000,2022-05-26
2823,144,2.0000000000,2022-05-26
2914,144,5.0000000000,2022-05-26
7850,144,4.0000000000,2022-05-26
2753,144,12.0000000000,2022-05-26
8587,144,2.0000000000,2022-05-26
2831,144,2.0000000000,2022-05-26
2871,144,5.0000000000,2022-05-26
8631,144,2.0000000000,2022-05-26
2754,144,3.0000000000,2022-05-31
8586,144,2.0000000000,2022-05-26
7845,144,4.0000000000,2022-05-26
2765,144,12.0000000000,2022-05-26
2811,144,3.0000000000,2022-05-26
2768,144,12.0000000000,2022-05-26
2692,144,2.0000000000,2022-05-26
8591,144,2.0000000000,2022-05-26
2954,144,2.0000000000,2022-05-26
2728,144,2.0000000000,2022-05-26
2729,144,1.0000000000,2022-05-26
8590,144,2.0000000000,2022-05-26
2847,144,3.0000000000,2022-05-26
2731,144,4.0000000000,2022-05-26
8632,144,360.0000000000,2022-05-26
2958,144,2.0000000000,2022-05-26
8633,144,120.0000000000,2022-05-26
8630,144,2.0000000000,2022-06-02
2676,144,8.0000000000,2022-06-02
6599,145,3060.0000000000,2022-07-01
6597,145,1071.0000000000,2022-06-04
6598,145,1050.0000000000,2022-06-04
6600,145,3000.0000000000,2022-06-04
6597,145,1989.0000000000,2022-06-16
6598,145,1950.0000000000,2022-06-16
8571,146,103.0000000000,2022-05-26
4479,147,1000.0000000000,2022-06-16
4479,147,500.0000000000,2022-06-17
4479,147,500.0000000000,2022-06-20
4479,147,550.0000000000,2022-06-23
4479,147,480.0000000000,2022-06-24
5732,148,50000.0000000000,2022-08-08
5733,148,7000.0000000000,2022-08-08
1948,149,232.2000000000,2022-06-10
1957,149,315.4000000000,2022-06-11
4127,150,1100.0000000000,2022-06-01
4659,150,3000.0000000000,2022-06-01
4284,150,1100.0000000000,2022-06-01
8688,150,14000.0000000000,2022-06-07
4284,150,260.0000000000,2022-06-22
5948,151,300.0000000000,2022-05-27
3318,151,100.0000000000,2022-08-20
6185,152,2900.0000000000,2022-05-31
5942,152,8250.0000000000,2022-06-11
3659,153,15.0000000000,2022-05-27
3423,153,5.0000000000,2022-05-27
3668,153,49.0000000000,2022-05-30
3357,153,15.0000000000,2022-06-01
3668,153,1.0000000000,2022-06-03
854,154,10.0000000000,2022-06-15
7925,154,3000.0000000000,2022-05-30
2649,154,3000.0000000000,2022-05-30
8474,154,5.0000000000,2022-05-30
7565,155,2000.0000000000,2022-06-01
2626,156,1720.0000000000,2022-06-06
2473,157,3000.0000000000,2022-06-08
2074,158,15.0000000000,2022-05-30
8264,158,50.0000000000,2022-05-30
8689,159,131.6000000000,2022-06-01
8693,160,2000.0000000000,2022-06-17
8694,161,150.0000000000,2022-06-08
7917,162,50.0000000000,2022-05-27
7647,163,2100.0000000000,2022-05-27
6608,164,1500.0000000000,2022-08-10
6614,164,454.0000000000,2022-05-28
5429,165,1000.0000000000,2022-06-06
5420,165,1000.0000000000,2022-06-06
3391,166,8.0000000000,2022-06-04
3621,166,5.0000000000,2022-06-04
8697,166,3.0000000000,2022-06-04
3392,166,5.0000000000,2022-06-04
3351,166,50.0000000000,2022-06-04
889,167,10.0000000000,2022-06-01
4077,167,44.0000000000,2022-05-30
7874,168,3000.0000000000,2022-06-04
7871,168,600.0000000000,2022-06-04
3354,169,10.0000000000,2022-05-31
3340,169,15.0000000000,2022-05-31
3645,169,100.0000000000,2022-05-31
3657,169,20.0000000000,2022-05-31
6190,169,5.0000000000,2022-06-03
5778,169,15.0000000000,2022-06-03
3638,169,15.0000000000,2022-06-03
5773,169,15.0000000000,2022-06-07
5775,169,15.0000000000,2022-06-07
2351,170,1000.0000000000,2022-06-01
822,170,5.0000000000,2022-06-01
839,170,5.0000000000,2022-06-15
879,170,100.0000000000,2022-08-16
2112,170,10.0000000000,2022-06-01
807,170,5.0000000000,2022-06-01
8713,170,50.0000000000,2022-06-01
7578,171,80000.0000000000,2022-07-27
7564,171,75400.0000000000,2022-05-31
8731,172,1000.0000000000,2022-06-03
6033,172,320.0000000000,2022-06-07
8091,172,1020.0000000000,2022-06-07
5669,172,1000.0000000000,2022-06-10
82,173,2438.7000000000,2022-07-01
127,173,1046.0000000000,2022-06-23
8563,174,510.0000000000,2022-06-11
8764,174,1.0000000000,2022-08-04
2328,175,732.6000000000,2022-06-01
8766,176,1.0000000000,2022-06-01
3022,176,5.0000000000,2022-06-01
3049,176,7.0000000000,2022-06-01
8765,176,1.0000000000,2022-06-01
8402,176,2.0000000000,2022-06-01
3337,177,2.0000000000,2022-06-02
3522,177,6.0000000000,2022-06-04
3932,179,914.4000000000,2022-06-24
3933,179,914.4000000000,2022-07-06
3896,179,914.4000000000,2022-07-06
3931,179,914.4000000000,2022-07-11
6604,180,1000.0000000000,2022-06-04
6603,180,1000.0000000000,2022-06-04
7600,181,600.0000000000,2022-06-01
8631,182,1.0000000000,2022-06-02
2716,182,5.0000000000,2022-06-02
2717,182,3.0000000000,2022-06-02
8772,182,1.0000000000,2022-06-02
2908,182,5.0000000000,2022-06-02
2801,182,5.0000000000,2022-06-02
2676,182,3.0000000000,2022-06-02
2700,182,24.0000000000,2022-06-02
2725,182,5.0000000000,2022-06-02
2722,182,4.0000000000,2022-06-02
2728,182,2.0000000000,2022-06-02
2794,182,1.0000000000,2022-06-02
2731,182,5.0000000000,2022-06-02
2880,182,5.0000000000,2022-06-02
2732,182,3.0000000000,2022-06-02
2894,182,1.0000000000,2022-06-02
2937,182,3.0000000000,2022-06-02
2833,182,3.0000000000,2022-06-02
2871,182,1.0000000000,2022-06-02
8771,182,5.0000000000,2022-06-02
2762,182,3.0000000000,2022-06-02
2772,182,5.0000000000,2022-06-02
2776,182,15.0000000000,2022-06-02
2775,182,2.0000000000,2022-06-02
2769,182,2.0000000000,2022-06-02
2977,182,2.0000000000,2022-06-02
2754,182,12.0000000000,2022-06-02
2748,182,2.0000000000,2022-06-02
2902,182,5.0000000000,2022-06-02
8773,183,1.0000000000,2022-06-09
6548,184,30.0000000000,2022-06-03
6444,184,30.0000000000,2022-06-03
6324,184,10.0000000000,2022-06-03
6323,184,10.0000000000,2022-06-03
6206,184,20.0000000000,2022-06-03
8778,184,5.0000000000,2022-06-03
8777,184,5.0000000000,2022-06-03
6248,184,200.0000000000,2022-06-05
6296,184,200.0000000000,2022-06-05
6258,184,200.0000000000,2022-06-05
6259,184,200.0000000000,2022-06-05
2124,185,5.0000000000,2022-07-22
2043,185,5.0000000000,2022-06-05
825,185,10.0000000000,2022-06-05
842,185,30.0000000000,2022-06-05
2050,185,3.0000000000,2022-06-05
2146,185,5.0000000000,2022-06-05
8780,185,5.0000000000,2022-06-11
898,185,5.0000000000,2022-06-11
3646,186,10.0000000000,2022-06-02
5948,186,200.0000000000,2022-06-02
3425,186,2.0000000000,2022-06-02
8682,186,2.0000000000,2022-06-07
8556,186,4.0000000000,2022-06-07
3454,186,2.0000000000,2022-06-07
3397,186,2.0000000000,2022-06-07
3377,186,2.0000000000,2022-06-07
3478,186,3.0000000000,2022-06-07
308,187,301.7000000000,2022-06-23
367,187,45.7000000000,2022-06-23
7587,188,3000.0000000000,2022-06-10
7585,188,3000.0000000000,2022-06-10
6643,189,991.0000000000,2022-06-01
7923,189,1400.0000000000,2022-06-03
6643,189,450.0000000000,2022-06-03
7554,190,10000.0000000000,2022-06-10
7590,190,1400.0000000000,2022-06-10
7566,190,3000.0000000000,2022-06-10
7629,190,5000.0000000000,2022-06-10
8277,191,8100.0000000000,2022-06-17
8790,192,1000.0000000000,2022-06-17
8789,192,1000.0000000000,2022-06-17
7949,193,2000.0000000000,2022-06-07
8808,194,4000.0000000000,2022-06-02
8809,194,3000.0000000000,2022-06-02
2482,194,3000.0000000000,2022-06-14
2481,194,4000.0000000000,2022-06-14
2525,195,30000.0000000000,2022-06-02
2526,195,25000.0000000000,2022-06-02
2525,196,35000.0000000000,2022-06-02
7808,196,20000.0000000000,2022-06-02
2526,196,70000.0000000000,2022-06-02
7919,196,5000.0000000000,2022-06-02
4067,197,7315.2000000000,2022-06-02
4067,198,1828.8000000000,2022-06-02
6790,199,200.0000000000,2022-06-04
6787,199,1200.0000000000,2022-06-08
8225,200,200.0000000000,2022-06-09
776,201,23.0000000000,2022-06-02
8578,201,30.0000000000,2022-06-02
8829,201,30.0000000000,2022-06-02
4414,202,102.0000000000,2022-06-02
4416,202,202.0000000000,2022-06-02
6185,203,1260.0000000000,2022-06-04
7812,204,1467.6000000000,2022-06-03
3510,205,5.0000000000,2022-06-03
3542,205,15.0000000000,2022-06-08
3577,205,5.0000000000,2022-06-03
3646,205,10.0000000000,2022-06-03
3617,205,5.0000000000,2022-06-09
3313,205,10.0000000000,2022-06-09
3632,206,2.0000000000,2022-06-03
3657,206,4.0000000000,2022-06-07
3351,206,2.0000000000,2022-06-07
3677,206,4.0000000000,2022-06-08
3316,206,3.0000000000,2022-06-08
5833,206,2.0000000000,2022-06-09
3354,206,2.0000000000,2022-06-09
8838,207,25300.0000000000,2022-07-05
8849,208,1.0000000000,2022-06-03
8853,208,12.0000000000,2022-06-03
8852,208,6.0000000000,2022-06-03
8851,208,12.0000000000,2022-06-03
8850,208,12.0000000000,2022-06-03
8828,208,60.0000000000,2022-06-05
6432,208,8.0000000000,2022-06-05
8841,208,1.0000000000,2022-06-05
8283,208,45.7200000000,2022-06-08
8279,208,45.7200000000,2022-06-08
1895,208,20.0000000000,2022-06-08
8307,209,50.0000000000,2022-06-04
4705,210,4000.0000000000,2022-06-27
4578,210,3000.0000000000,2022-06-27
4707,210,10000.0000000000,2022-06-29
7943,210,10000.0000000000,2022-07-02
4704,210,10000.0000000000,2022-07-05
4705,210,6000.0000000000,2022-07-05
4578,210,7000.0000000000,2022-07-07
5822,211,50.0000000000,2022-06-07
1050,212,914.4000000000,2022-06-06
6644,213,200.0000000000,2022-06-03
2436,214,3600.0000000000,2022-07-08
2414,214,4800.0000000000,2022-07-08
2435,214,4800.0000000000,2022-07-08
2413,214,4800.0000000000,2022-07-08
2425,214,4800.0000000000,2022-07-08
6670,215,85.0000000000,2022-07-07
728,216,956.5000000000,2022-09-20
730,216,968.3000000000,2022-09-20
736,216,953.7000000000,2022-09-20
737,216,909.8000000000,2022-09-20
739,216,915.3000000000,2022-09-20
1557,216,926.3000000000,2022-09-20
1562,216,277.1000000000,2022-09-20
745,216,932.7000000000,2022-09-20
1590,217,1026.9000000000,2022-08-19
609,217,1890.9000000000,2022-09-10
625,217,457.2000000000,2022-09-10
1582,217,914.4000000000,2022-09-10
1621,217,904.3000000000,2022-09-10
617,217,953.7000000000,2022-09-10
8549,217,941.8000000000,2022-09-10
1601,217,943.7000000000,2022-09-10
1616,217,949.1000000000,2022-09-10
1624,217,1303.9000000000,2022-10-06
1630,217,1364.3000000000,2022-10-06
1632,217,1182.3000000000,2022-10-06
1634,217,911.7000000000,2022-10-06
1637,217,942.7000000000,2022-10-06
465,218,963.3000000000,2022-09-23
469,218,1793.9000000000,2022-09-23
471,218,1545.5000000000,2022-09-23
1335,218,924.3000000000,2022-09-23
1338,218,950.1000000000,2022-09-23
1341,218,972.1000000000,2022-09-23
462,218,941.6000000000,2022-07-26
1142,218,457.2000000000,2022-07-26
1151,218,2685.1000000000,2022-07-26
1165,218,4639.6000000000,2022-07-26
1180,218,476.3000000000,2022-07-26
1332,218,873.9000000000,2022-08-09
1117,218,933.3000000000,2022-08-18
8865,220,202.0000000000,2022-06-06
8866,220,102.0000000000,2022-06-06
3355,221,2.0000000000,2022-06-07
3531,221,10.0000000000,2022-06-07
3577,221,5.0000000000,2022-06-07
3368,221,10.0000000000,2022-06-07
6189,221,10.0000000000,2022-06-09
5783,221,5.0000000000,2022-06-13
3377,221,1.0000000000,2022-06-13
8848,221,2.0000000000,2022-06-13
8876,221,2.0000000000,2022-06-13
3397,221,5.0000000000,2022-06-13
3193,222,2.0000000000,2022-06-08
8874,222,2.0000000000,2022-06-08
3239,222,2.0000000000,2022-06-08
8872,222,2.0000000000,2022-06-08
8873,222,2.0000000000,2022-06-08
3209,222,8.0000000000,2022-06-08
3004,222,1.0000000000,2022-06-08
8871,222,8.0000000000,2022-06-08
3001,222,7.0000000000,2022-06-09
3119,222,20.0000000000,2022-06-17
3108,222,2.0000000000,2022-06-17
5829,223,2.0000000000,2022-06-08
102,224,1188.7000000000,2022-07-08
1050,224,334.6000000000,2022-06-06
1050,224,743.4000000000,2022-06-11
904,224,2018.0000000000,2022-06-11
793,224,910.1000000000,2022-06-27
7914,225,30.0000000000,2022-06-11
7914,225,20.0000000000,2022-06-12
6217,226,200.0000000000,2022-06-07
8886,226,3.0000000000,2022-06-07
8894,226,1.0000000000,2022-06-08
6444,226,30.0000000000,2022-06-08
8588,226,8.0000000000,2022-06-10
8299,226,5.0000000000,2022-06-10
8298,226,2.0000000000,2022-06-10
8888,226,2.0000000000,2022-07-16
8889,226,2.0000000000,2022-07-16
5429,227,1000.0000000000,2022-06-10
5420,227,1000.0000000000,2022-06-10
10,228,74.7000000000,2022-06-23
10,228,467.3000000000,2022-08-10
2404,229,60000.0000000000,2022-07-08
8891,230,405.0000000000,2022-06-14
8893,230,205.0000000000,2022-06-14
8896,230,255.0000000000,2022-06-14
8898,230,355.0000000000,2022-06-14
8900,230,2310.0000000000,2022-06-14
8899,230,355.0000000000,2022-06-14
8897,230,705.0000000000,2022-06-14
8895,230,205.0000000000,2022-06-14
8892,230,305.0000000000,2022-06-14
8890,230,405.0000000000,2022-06-14
8902,230,205.0000000000,2022-06-14
8904,230,205.0000000000,2022-06-14
8814,230,4000.0000000000,2022-06-14
8813,230,1000.0000000000,2022-06-14
8815,230,4000.0000000000,2022-06-14
8905,230,180.0000000000,2022-06-14
8903,230,155.0000000000,2022-06-14
8901,230,1760.0000000000,2022-06-14
8906,230,1000.0000000000,2022-06-16
2,231,5486.4000000000,2022-06-25
2681,232,24.0000000000,2022-06-07
2676,232,7.0000000000,2022-06-07
2960,232,3.0000000000,2022-06-07
2682,232,7.0000000000,2022-06-07
2688,232,2.0000000000,2022-06-07
2686,232,7.0000000000,2022-06-07
8630,232,1.0000000000,2022-06-07
2701,232,11.0000000000,2022-06-07
2712,232,2.0000000000,2022-06-07
2703,232,2.0000000000,2022-06-07
2945,232,2.0000000000,2022-06-07
8869,232,2.0000000000,2022-06-07
8591,232,3.0000000000,2022-06-07
2717,232,2.0000000000,2022-06-07
2839,232,4.0000000000,2022-06-07
2731,232,6.0000000000,2022-06-07
2929,232,1.0000000000,2022-06-07
8868,232,3.0000000000,2022-06-07
2743,232,2.0000000000,2022-06-07
2735,232,1.0000000000,2022-06-07
2843,232,3.0000000000,2022-06-07
2728,232,6.0000000000,2022-06-07
2722,232,3.0000000000,2022-06-07
8870,232,2.0000000000,2022-06-07
2970,232,3.0000000000,2022-06-07
