quantity,product_id,is_increase
1.000000,102,0
224.831000,102,1
4.000000,103,1
10.900000,107,1
18.400000,107,1
60.300000,107,1
36.600000,107,1
69.500000,107,1
12.600000,107,1
68.600000,107,1
27.300000,107,1
37.200000,107,1
66.800000,107,1
80.500000,107,1
0.700000,107,1
1.700000,107,1
1.000000,107,0
10.900000,107,0
9.900000,107,0
7.500000,107,0
12.600000,107,0
15.200000,107,0
7.100000,107,0
13.100000,107,0
0.700000,107,0
15.450000,107,0
36.600000,107,0
25.800000,107,0
193.900000,107,1
65.900000,114,1
824.200000,114,1
769.600000,115,1
712.240000,115,0
514.000000,118,1
384.500000,122,1
384.500000,122,0
50.000000,122,1
50.000000,122,1
24.200000,122,1
23.900000,122,1
2.600000,122,1
85.000000,122,1
1.700000,122,1
41.000000,122,1
14.100000,122,1
44.000000,122,1
48.000000,122,1
7.100000,122,0
2.600000,122,0
1.700000,122,0
4.754000,122,0
14.100000,122,0
8.000000,124,1
500.700000,127,1
500.700000,127,0
90.500000,127,1
74.100000,127,1
64.900000,127,1
70.400000,127,1
68.600000,127,1
4.700000,127,1
0.800000,127,1
2.600000,127,1
73.200000,127,1
3.400000,127,1
26.700000,127,1
1.000000,127,0
5.768100,127,1
335.900000,127,1
74.100000,127,0
64.900000,127,0
70.400000,127,0
68.600000,127,0
4.700000,127,0
0.800000,127,0
1.600000,127,0
16.931900,127,0
7.168100,127,0
26.700000,127,0
144.000000,130,1
1101.400000,131,1
1101.400000,131,0
52.600000,131,1
2.300000,131,1
4.400000,131,1
51.200000,131,1
1.000000,131,1
54.900000,131,1
61.200000,131,1
64.000000,131,1
32.900000,131,1
73.200000,131,1
78.500000,131,1
73.200000,131,1
70.400000,131,1
68.600000,131,1
69.500000,131,1
73.200000,131,1
69.500000,131,1
68.600000,131,1
68.600000,131,1
64.900000,131,1
47.500000,131,1
5.500000,131,0
52.600000,131,0
2.300000,131,0
4.400000,131,0
15.849700,131,0
1.000000,131,0
54.900000,131,0
61.200000,131,0
64.000000,131,0
5.100000,131,0
73.200000,131,0
78.500000,131,0
73.200000,131,0
70.400000,131,0
69.500000,131,0
73.200000,131,0
69.500000,131,0
68.600000,131,0
68.600000,131,0
64.900000,131,0
1.096300,131,0
27.600000,131,1
20.400000,131,1
29.000000,135,1
483.600000,137,1
75.700000,137,0
493.000000,144,1
593.600000,147,1
15.000000,147,0
62.400000,149,1
106.600000,149,1
4.500000,151,1
720.700000,152,1
37.500000,152,0
240.000000,155,1
153.200000,156,1
440.300000,158,1
718.700000,159,1
64.000000,163,1
64.000000,163,1
73.000000,163,1
64.000000,163,1
64.000000,163,1
73.000000,163,1
36.500000,163,1
73.000000,163,1
63.000000,163,1
60.000000,163,1
52.000000,163,1
76.800000,163,1
82.200000,163,1
32.000000,163,1
64.000000,163,0
64.000000,163,0
73.000000,163,0
64.000000,163,0
64.000000,163,0
73.000000,163,0
36.500000,163,0
73.000000,163,0
63.000000,163,0
60.000000,163,0
52.000000,163,0
76.800000,163,0
82.200000,163,0
845.500000,163,1
5.100000,167,1
177.400000,167,1
5.400000,167,0
12.900000,167,0
305.700000,168,1
677.600000,169,1
165.100000,170,1
86.400000,170,0
429.700000,171,1
0.500000,172,1
684.000000,177,1
147.000000,179,1
242.700000,182,1
41.100000,187,1
12.800000,187,1
61.300000,187,1
25.400000,187,1
39.300000,187,1
60.400000,187,1
31.100000,187,1
31.100000,187,1
10.900000,187,1
0.500000,187,1
2.500000,187,1
64.000000,187,1
55.100000,187,1
77.700000,187,1
29.000000,187,1
36.600000,187,1
27.400000,187,1
9.900000,187,1
100.100000,187,1
44.500000,187,1
1.100000,187,1
25.400000,187,0
31.100000,187,0
10.900000,187,0
0.500000,187,0
2.500000,187,0
41.100000,187,0
24.766400,187,0
9.900000,187,0
7.400000,187,0
629.500000,192,1
13.300000,192,0
9.000000,194,0
20.380000,194,0
20.380000,194,0
44.600000,198,1
30.000000,199,1
589.000000,201,1
499.500000,204,1
8.900000,204,1
42.000000,207,1
723.400000,208,1
209.000000,212,1
667.400000,214,1
65.800000,220,1
5.000000,220,1
10.000000,220,1
30.000000,222,1
746.800000,225,1
104.200000,225,0
548.600000,228,1
101.500000,231,1
59.800000,231,1
134.000000,231,1
82.000000,231,1
1.880000,231,0
388.200000,235,1
54.900000,235,1
7.800000,235,1
68.600000,235,1
68.600000,235,1
68.600000,235,1
18.900000,235,1
1.700000,235,1
69.600000,235,1
30.100000,235,1
388.200000,235,0
0.200000,235,0
0.300000,235,0
3.800000,235,0
0.150000,235,0
1.400000,235,0
7.400000,235,0
8.353000,235,0
832.800000,245,1
64.000000,249,1
60.800000,249,1
68.600000,249,1
27.100000,249,1
64.000000,249,1
0.800000,249,1
1.100000,249,1
72.200000,249,1
71.300000,249,1
68.600000,249,1
71.300000,249,1
86.900000,249,1
68.600000,249,1
66.800000,249,1
73.200000,249,1
75.900000,249,1
59.400000,249,1
33.500000,249,1
20.600000,249,1
73.200000,249,1
1.400000,249,1
1.000000,249,0
63.000000,249,0
60.800000,249,0
60.900000,249,0
27.100000,249,0
0.800000,249,0
75.900000,249,0
13.700000,249,0
33.500000,249,0
3.800000,249,0
73.200000,249,0
0.700000,249,0
7.700000,249,0
64.000000,249,0
72.200000,249,0
68.600000,249,0
71.300000,249,0
86.900000,249,0
68.600000,249,0
66.800000,249,0
494.000000,249,1
14.000000,249,1
15.000000,250,1
27.400000,257,1
20.000000,258,1
2.100000,258,1
0.500000,258,0
40.000000,258,1
665.600000,259,1
185.300000,259,1
296.800000,262,1
149.700000,262,1
72.000000,262,0
886.500000,264,1
187.000000,265,1
8.000000,267,1
973.800000,270,1
27.258400,270,0
75.900000,270,0
715.700000,271,1
131.600000,271,1
207.500000,271,1
131.600000,271,0
76.000000,271,0
771.200000,273,1
379.000000,277,1
90.000000,277,1
43.200000,282,1
109.500000,282,1
97.000000,282,1
100.000000,282,1
100.000000,282,1
19.000000,282,0
1.000000,282,0
16.900000,282,1
574.000000,284,1
64.000000,286,1
64.000000,286,0
429.600000,287,1
81.100000,287,0
64.000000,287,1
32.000000,291,1
587.000000,293,1
20.000000,294,1
100.000000,304,1
98.900000,308,1
52.600000,308,0
0.300000,308,0
1.600000,310,1
277.000000,316,1
110.000000,316,1
191.100000,317,1
13.500000,317,0
42.800000,318,1
100.500000,325,1
53.000000,326,1
171.200000,341,0
171.000000,341,1
20.000000,341,1
6.000000,344,1
7.500000,352,1
92.000000,362,1
6.500000,370,1
41.900000,371,1
6.000000,372,1
30.000000,373,1
1.000000,382,1
20.000000,383,1
21.000000,383,1
20.788000,383,0
24.800000,400,1
41.400000,401,1
100.500000,405,1
90.800000,408,1
163.700000,416,1
2.000000,416,1
196.600000,428,1
1.400000,429,1
118.900000,429,1
176.900000,434,1
925.500000,435,1
1541.400000,436,1
964.900000,438,1
265.200000,440,1
118.400000,441,1
1.500000,442,1
50.900000,443,1
0.210000,444,1
700.300000,446,1
1.500000,447,1
50.000000,450,1
19.000000,450,1
13.000000,456,1
2020.300000,457,1
489.000000,459,1
113.000000,460,1
140.500000,461,1
108.800000,462,0
103.400000,462,0
120.000000,463,0
24.000000,464,1
69.900000,465,1
479.100000,467,1
494.900000,469,1
21.200000,471,1
80.000000,474,1
294.800000,476,1
653.200000,488,1
177.000000,491,1
298.500000,493,1
597.400000,498,1
520.000000,500,1
566.500000,502,1
676.800000,504,1
876.900000,506,1
1051.500000,508,1
1503.400000,510,1
364.400000,513,1
506.000000,516,1
12.600000,516,0
289.100000,517,1
201.000000,519,1
284.000000,520,1
461.600000,521,1
209.000000,538,1
322.400000,554,1
171.300000,556,1
182.000000,558,1
56.000000,559,1
198.000000,560,1
260.000000,561,1
88.300000,569,1
91.800000,571,1
347.400000,577,1
104.500000,582,1
1261.000000,583,1
180.500000,583,0
520.300000,585,1
799.400000,587,1
861.400000,589,1
1132.400000,592,1
884.700000,594,1
949.400000,596,1
1.500000,597,1
634.900000,598,1
919.000000,601,1
15.100000,603,1
1479.500000,606,1
161.500000,609,1
50.000000,611,1
1.000000,611,1
498.400000,612,1
557.200000,614,1
138.000000,614,1
69.140000,614,1
18.000000,616,1
31.000000,616,1
1216.000000,617,1
901.500000,621,1
294.300000,622,1
298.000000,624,1
481.300000,625,1
1669.500000,629,1
639.000000,631,1
35.500000,634,1
478.400000,635,1
177.000000,637,1
464.800000,638,0
64.000000,638,0
99.000000,639,0
105.000000,639,0
69.600000,642,0
671.200000,642,1
169.000000,644,1
862.500000,647,1
1016.200000,648,1
110.700000,650,1
3518.200000,651,1
596.000000,654,1
509.500000,655,1
2107.800000,656,1
70.000000,656,1
31.000000,659,1
72.000000,660,1
239.000000,661,1
41.800000,663,1
253.900000,665,1
157.100000,667,1
1007.000000,669,1
0.500000,675,1
239.000000,676,1
266.000000,678,1
290.000000,680,1
101.000000,689,1
399.400000,691,1
159.900000,692,1
216.000000,693,1
87.600000,695,1
178.900000,698,1
143.700000,701,1
105.000000,703,1
637.000000,705,1
473.000000,708,1
42.000000,711,1
94.500000,717,1
200.900000,719,1
166.500000,720,1
70.800000,721,1
296.900000,728,1
1300.600000,730,1
3491.200000,732,1
579.700000,734,1
27.200000,736,1
1203.100000,737,1
39.500000,737,0
144.400000,739,0
1457.500000,739,1
1.000000,740,1
322.800000,741,0
605.300000,741,0
2.000000,742,1
326.900000,743,1
59.500000,745,1
188.700000,747,1
272.400000,747,1
214.500000,747,1
45.400000,749,1
430.900000,749,1
60.240000,749,1
309.000000,750,1
30.000000,751,1
28.000000,752,1
227.000000,753,1
225.400000,760,1
7.500000,760,0
84.100000,763,1
3.900000,763,0
10.000000,765,1
8.300000,766,1
5.300000,776,1
139.000000,777,1
136.200000,777,1
85.000000,777,1
155.500000,777,1
1184.000000,789,1
110.600000,790,1
2456.600000,793,1
119.000000,793,0
12.000000,793,1
3.000000,793,1
208.000000,793,1
1005.800000,793,1
351.608700,793,0
167.500000,793,0
14.000000,800,1
400.100000,802,1
7.000000,806,1
49.000000,807,1
41.400000,807,0
1303.400000,811,1
202.636700,811,1
336.000000,812,1
12.000000,813,1
769.794200,815,1
297.000000,820,1
555.900000,821,1
42.898900,821,0
3.856000,824,1
2345.700000,837,1
1648.900000,837,0
35.000000,859,1
3187.100000,862,1
880.401400,862,0
207.600000,868,1
960.900000,874,1
700.000000,876,1
1313.000000,883,1
903.500000,884,1
410.000000,890,1
262.000000,894,1
280.000000,896,1
138.000000,904,0
10.800000,906,1
350.700000,909,1
276.521000,909,1
561.900000,922,1
5.000000,922,0
217.600000,931,1
96.400000,933,1
139.700000,933,1
145.700000,933,0
86.500000,936,1
629.000000,940,1
1009.000000,944,1
2265.300000,946,1
371.700000,950,1
222.300000,950,1
371.700000,954,1
593.000000,958,1
693.000000,961,1
1020.500000,965,1
510.200000,966,1
393.200000,966,0
1.000000,966,1
570.000000,969,1
319.100000,977,1
1.879000,977,0
174.000000,986,1
3.250000,986,0
2.500000,987,1
3.250000,987,1
209.200000,987,1
209.200000,987,1
209.200000,987,0
209.200000,987,0
7.500000,987,1
118.900000,987,1
18.200000,987,1
56.900000,987,1
4.200000,987,1
7.500000,987,0
118.900000,987,0
6.234000,987,0
56.900000,987,0
4.200000,987,0
50.000000,987,1
363.700000,1005,1
44.160000,1005,1
558.600000,1008,1
1.000000,1011,1
367.600000,1017,1
188.000000,1019,1
347.200000,1023,1
8.900000,1023,1
575.300000,1030,1
1.900000,1030,0
30.930000,1030,0
3.000000,1031,1
35.600000,1033,1
539.400000,1038,1
1145.500000,1042,1
191.000000,1043,0
191.000000,1043,1
219.700000,1046,1
261.600000,1049,1
174.000000,1050,1
174.000000,1050,0
4.200000,1050,1
12.000000,1050,1
55.500000,1050,1
24.400000,1050,1
34.700000,1050,1
172.800000,1050,1
179.200000,1050,1
135.300000,1050,1
160.900000,1050,1
159.100000,1050,1
139.900000,1050,1
149.000000,1050,1
169.200000,1050,1
86.900000,1050,1
2.500000,1050,0
4.000000,1050,0
1.700000,1050,0
1.700000,1050,0
0.500000,1050,0
1.490000,1050,0
0.200000,1050,0
113.340000,1050,0
108.000000,1050,0
76.000000,1050,0
116.300000,1052,1
3.000000,1054,1
8.000000,1054,1
114.100000,1057,1
75.000000,1059,1
446.200000,1059,1
108.000000,1061,1
8.000000,1062,1
82.300000,1065,1
145.200000,1065,1
44.600000,1066,1
2.700000,1066,1
2.530000,1066,1
75.000000,1069,1
11.000000,1084,1
33.800000,1088,1
841.200000,1096,1
185.000000,1098,1
1711.800000,1099,1
431.100000,1103,1
711.200000,1107,1
934.900000,1109,1
305.300000,1109,1
824.800000,1111,1
29.500000,1113,1
279.000000,1117,1
922.600000,1119,1
83.100000,1121,1
371.200000,1123,1
0.500000,1124,1
395.000000,1127,1
13.700000,1127,1
674.000000,1129,1
337.600000,1130,1
496.000000,1130,1
462.800000,1130,0
364.800000,1130,1
291.500000,1133,1
596.100000,1136,1
303.700000,1137,1
800.200000,1139,1
262.400000,1142,1
60.000000,1144,0
266.200000,1146,1
112.000000,1149,1
888.000000,1150,1
2757.800000,1151,1
1758.710000,1151,0
114.700000,1152,1
2.000000,1152,1
77.000000,1153,1
961.200000,1154,1
757.500000,1160,1
485.400000,1162,1
59.100000,1165,0
143.500000,1165,0
127.100000,1165,0
2.000000,1169,1
1.000000,1169,1
28.000000,1169,1
150.000000,1169,1
107.000000,1170,1
567.300000,1171,1
439.100000,1173,1
1412.500000,1175,1
41.000000,1176,1
111.500000,1181,0
146.000000,1182,1
833.300000,1183,1
1178.000000,1186,1
551.000000,1188,1
288.100000,1189,1
420.400000,1191,1
59.000000,1193,1
167.200000,1198,1
415.300000,1203,1
286.000000,1205,1
218.000000,1207,1
37.000000,1211,1
407.300000,1212,1
0.800000,1212,0
67.000000,1212,0
159.600000,1214,1
81.200000,1216,1
32.000000,1221,1
3548.900000,1226,1
2000.000000,1226,0
10.000000,1232,1
65.000000,1233,1
801.600000,1235,1
228.056000,1235,1
4.000000,1236,1
44.000000,1236,1
4.000000,1236,0
4.000000,1236,0
94.100000,1238,1
0.400000,1238,0
1.200000,1238,0
11.000000,1238,0
12.600000,1238,0
20.000000,1238,1
65.300000,1239,1
863.600000,1240,1
322.700000,1241,1
6854.000000,1242,1
5520.000000,1242,0
1320.100000,1245,1
13.300000,1246,1
69.700000,1246,1
2533.300000,1248,1
2.000000,1248,0
111.500000,1248,0
5.000000,1252,1
0.830000,1252,1
0.680000,1252,1
0.090000,1252,1
1244.400000,1254,1
2243.800000,1257,1
1094.400000,1257,0
1126.500000,1260,1
20.000000,1261,1
32.100000,1262,1
505.900000,1262,1
9.300000,1262,0
9.300000,1262,1
11.000000,1263,1
9.300000,1263,1
9.300000,1263,0
1253.800000,1266,1
30.000000,1267,1
1162.300000,1270,1
1045.400000,1274,1
1232.200000,1277,1
1.900000,1277,0
918.700000,1280,1
13.000000,1280,0
125.700000,1281,1
36.400000,1281,1
1209.700000,1282,1
93.400000,1285,1
13.920000,1285,0
5.550000,1285,0
53.600000,1286,1
102.200000,1287,1
2.480000,1287,1
3.000000,1287,1
108.300000,1289,1
44.000000,1290,1
1291.500000,1291,1
104.300000,1291,0
566.600000,1294,1
126.000000,1295,1
27.100000,1295,1
0.250000,1295,1
189.000000,1295,1
1090.500000,1296,1
116.800000,1296,1
1527.400000,1299,1
107.100000,1302,1
6.300000,1302,0
851.700000,1304,1
139.400000,1305,1
805.100000,1306,1
32.900000,1306,0
14.400000,1306,1
14.000000,1306,1
93.000000,1307,1
11.000000,1308,1
82.000000,1308,1
5.600000,1309,1
1.100000,1309,1
2.000000,1309,1
0.110000,1309,1
10.000000,1309,1
120.500000,1310,1
1455.700000,1310,1
9.500000,1310,0
197.700000,1314,1
760.900000,1323,1
484.800000,1323,1
34.700000,1323,1
15.000000,1324,0
77.700000,1325,1
32.200000,1329,1
1.000000,1329,1
22.900000,1330,1
35.500000,1331,1
579.500000,1332,1
95.100000,1332,0
307.700000,1335,1
84.800000,1338,1
430.700000,1341,1
148.600000,1341,0
28.700000,1344,0
447.300000,1344,1
70.000000,1347,1
32.000000,1350,1
19.000000,1351,1
17.000000,1353,1
4.000000,1354,1
20.000000,1355,1
35.000000,1356,1
33.000000,1357,1
38.000000,1358,1
4.500000,1359,1
29.500000,1360,1
15.000000,1361,1
29.000000,1362,1
6.500000,1384,1
6.500000,1385,1
440.700000,1386,1
6.500000,1387,1
88.000000,1389,1
40.000000,1391,1
227.000000,1394,1
56.000000,1398,1
55.300000,1401,1
10.000000,1402,1
61.000000,1404,1
73.000000,1406,1
114.000000,1407,1
294.000000,1410,1
63.000000,1411,1
27.000000,1412,1
29.000000,1414,1
121.000000,1415,1
214.000000,1417,1
110.000000,1419,1
25.500000,1421,1
417.000000,1423,1
74.000000,1426,1
417.300000,1427,1
66.000000,1428,1
151.000000,1429,1
62.000000,1430,1
17.500000,1431,1
136.000000,1433,1
151.000000,1434,1
38.000000,1436,1
270.500000,1437,1
35.900000,1443,1
1425.400000,1445,1
10.000000,1446,1
30.000000,1453,1
12.000000,1454,1
56.700000,1458,1
124.200000,1475,1
80.900000,1477,1
141.100000,1479,1
808.400000,1481,1
564.800000,1481,1
105.000000,1481,1
0.500000,1482,1
431.800000,1483,1
73.000000,1484,1
141.820000,1484,0
1.000000,1484,1
1.000000,1484,1
1.000000,1484,1
1.000000,1484,1
1.000000,1484,1
640.100000,1487,1
144.000000,1489,1
26.400000,1490,1
4063.400000,1493,1
208.300000,1495,1
101.300000,1498,1
1249.600000,1499,1
292.411200,1499,0
437.200000,1499,1
927.000000,1500,1
130.300000,1500,0
3169.900000,1503,1
2127.200000,1504,1
770.700000,1506,1
153.000000,1507,1
122.400000,1509,1
163.500000,1512,1
122.700000,1513,1
1124.800000,1514,1
887.300000,1515,1
309.900000,1517,1
207.500000,1518,1
5.000000,1519,1
17.400000,1520,1
206.500000,1521,1
241.000000,1523,1
283.200000,1524,1
485.400000,1528,1
671.000000,1529,1
196.000000,1529,1
189.776400,1529,0
531.000000,1530,1
345.200000,1531,1
140.600000,1532,1
112.600000,1533,1
918.000000,1534,1
366.200000,1535,1
777.200000,1537,1
203.100000,1539,1
35.000000,1539,0
4.000000,1539,1
192.600000,1541,0
428.800000,1541,1
654.600000,1542,1
30.200000,1543,1
301.200000,1544,1
503.900000,1545,1
277.800000,1545,1
260.100000,1552,1
465.100000,1554,1
132.500000,1555,1
179.700000,1556,1
141.800000,1557,1
142.300000,1559,1
265.300000,1561,1
117.600000,1562,1
1238.200000,1580,1
505.300000,1582,1
1159.000000,1584,1
1159.000000,1585,1
370.100000,1586,1
795.000000,1588,1
1689.900000,1590,1
190.000000,1592,1
1394.500000,1594,1
697.500000,1597,1
194.300000,1599,1
1797.900000,1601,1
141.000000,1603,1
1295.900000,1604,1
148.500000,1606,1
393.000000,1608,1
710.900000,1609,1
789.500000,1611,1
544.500000,1612,1
313.000000,1614,1
63.100000,1615,1
990.100000,1616,1
641.200000,1617,1
452.300000,1621,1
155.300000,1621,0
172.500000,1623,1
248.900000,1624,1
2.000000,1625,1
437.000000,1626,1
777.100000,1630,1
28.200000,1632,1
1005.000000,1634,1
232.800000,1637,1
35.500000,1640,1
72.000000,1641,1
59.000000,1642,1
148.000000,1643,1
45.500000,1645,1
241.500000,1647,1
1928.800000,1648,1
192.000000,1650,1
1483.600000,1651,1
415.100000,1652,1
47.000000,1653,1
52.900000,1654,1
87.700000,1655,0
3900.300000,1658,1
38.000000,1661,1
23.000000,1665,1
391.500000,1673,1
8.900000,1674,1
1449.400000,1675,1
42.400000,1675,0
6.000000,1676,1
1.800000,1677,1
187.200000,1679,1
208.000000,1683,1
21.300000,1683,0
7.500000,1687,1
157.200000,1690,1
242.300000,1696,1
435.200000,1701,1
120.700000,1703,1
116.400000,1707,1
10.900000,1707,0
3.000000,1711,1
11.000000,1711,1
17.000000,1711,1
384.900000,1712,1
6.400000,1712,0
420.000000,1716,1
0.700000,1716,0
430.700000,1720,1
168.000000,1721,1
115.600000,1726,1
167.400000,1730,1
1.060000,1734,1
441.000000,1736,1
11.600000,1736,0
1106.500000,1742,1
9.900000,1742,0
3.000000,1744,1
19.000000,1746,1
6.200000,1754,1
11.300000,1755,1
9.100000,1756,1
371.800000,1757,1
224.800000,1759,1
118.900000,1760,1
123.500000,1761,1
121.400000,1762,1
69.000000,1763,1
1319.600000,1764,1
47.350000,1764,0
2.200000,1766,1
181.500000,1768,1
1.468000,1768,1
14.600000,1771,1
238.400000,1772,1
71.500000,1775,1
35.400000,1778,1
2.555600,1778,1
1.200000,1778,1
1110.400000,1781,1
0.300000,1781,0
939.500000,1785,1
10.244800,1785,0
903.100000,1787,1
172.300000,1792,1
101.400000,1795,1
128.800000,1798,1
921.000000,1801,1
4.185600,1801,1
1.700000,1802,1
85.000000,1805,1
955.300000,1807,1
39.723200,1807,0
0.800000,1811,1
160.400000,1812,1
202.800000,1814,1
494.600000,1820,1
457.300000,1822,1
74.000000,1825,1
152.000000,1827,1
735.600000,1828,1
411.600000,1834,1
182.300000,1835,1
216.400000,1836,1
196.000000,1837,1
48.500000,1838,1
66.000000,1840,1
78.000000,1841,1
34.200000,1842,1
156.700000,1845,1
263.700000,1846,1
222.700000,1851,1
492.900000,1856,1
255.100000,1856,1
118.600000,1856,0
211.800000,1857,1
28.000000,1858,1
344.400000,1859,1
65.800000,1860,1
38.500000,1861,1
131.700000,1862,1
62.200000,1863,1
59.400000,1864,1
117.900000,1865,1
30.200000,1866,0
110.900000,1867,1
126.100000,1868,1
189.000000,1869,1
26.000000,1870,1
80.000000,1876,1
89.000000,1877,1
310.000000,1879,1
86.000000,1880,1
481.000000,1881,1
226.000000,1881,0
151.000000,1882,1
226.000000,1882,1
40.300000,1883,1
14.000000,1883,1
14.000000,1884,0
765.500000,1884,1
130.000000,1885,1
81.000000,1886,1
12.000000,1888,1
157.000000,1890,1
324.000000,1891,1
354.000000,1892,1
0.500000,1901,1
36.800000,1902,1
95.300000,1910,1
182.800000,1911,1
27.000000,1913,1
237.000000,1917,1
150.000000,1918,1
927.700000,1921,1
177.300000,1922,1
141.000000,1923,1
256.600000,1923,1
257.300000,1924,1
569.400000,1926,1
569.400000,1926,0
49.000000,1926,1
1.400000,1926,1
45.000000,1926,1
3.600000,1926,1
45.000000,1926,1
12.800000,1926,1
9.700000,1926,1
51.200000,1926,1
45.700000,1926,1
42.100000,1926,1
46.600000,1926,1
46.600000,1926,1
45.700000,1926,1
44.800000,1926,1
50.300000,1926,1
29.700000,1926,1
43.300000,1926,0
50.300000,1926,0
2241.600000,1929,1
93.300000,1929,1
4.000000,1929,1
85.000000,1929,1
40.900000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
91.400000,1929,1
3.500000,1929,1
12.600000,1929,1
9.200000,1929,1
90.500000,1929,1
93.500000,1929,1
81.500000,1929,1
94.200000,1929,1
2241.600000,1929,0
9.600000,1929,0
3.000000,1929,0
0.100000,1929,0
0.400000,1929,0
8.647800,1929,0
1.200000,1929,0
117.700000,1929,1
93.300000,1929,0
4.000000,1929,0
85.000000,1929,0
91.400000,1929,0
91.400000,1929,0
91.400000,1929,0
91.400000,1929,0
91.400000,1929,0
91.400000,1929,0
91.400000,1929,0
91.400000,1929,0
91.400000,1929,0
91.400000,1929,0
91.400000,1929,0
91.400000,1929,0
91.400000,1929,0
91.400000,1929,0
140.700000,1929,0
91.400000,1929,0
27.500000,1929,0
1721.500000,1929,1
91.400000,1929,1
7.000000,1930,1
2.500000,1930,1
2.500000,1930,1
2.500000,1930,1
2.500000,1930,0
2.500000,1930,0
370.900000,1932,1
57.100000,1932,0
365.700000,1933,1
100.000000,1933,0
265.700000,1933,0
57.100000,1933,1
7.000000,1933,1
91.400000,1933,1
95.100000,1933,1
15.100000,1933,1
9.600000,1933,0
1.200000,1933,0
38.900000,1933,0
425.200000,1934,1
425.200000,1934,0
3.000000,1935,1
116.400000,1936,1
522.400000,1937,1
44.200000,1937,1
143.500000,1938,1
334.700000,1939,1
21.000000,1939,0
396.000000,1940,1
