product_id,request_id,is_exported,is_complete_req_detail,quantity_req_stockout,assign_product_stockout_id,quantity_exported_req_stockout
74,241,1,1,3.000000,11365.0,3.000000
74,286,1,1,1.000000,12474.0,1.000000
74,372,1,1,2.500000,15396.0,2.500000
74,396,1,1,0.500000,16603.0,0.500000
74,509,1,1,0.500000,18738.0,0.500000
74,515,1,1,0.500000,19045.0,0.500000
74,697,1,1,0.500000,23298.0,0.500000
74,757,1,1,22.000000,24453.0,0.100000
74,757,1,1,22.000000,24454.0,0.800000
74,757,1,1,22.000000,24455.0,0.800000
74,757,1,1,22.000000,24456.0,0.020000
74,757,1,1,22.000000,24457.0,0.300000
74,757,1,1,22.000000,24458.0,0.200000
74,757,1,1,22.000000,24459.0,19.780000
74,817,1,1,0.500000,25044.0,0.500000
74,831,1,1,0.500000,25457.0,0.500000
74,979,1,1,1.000000,27797.0,1.000000
74,1008,1,1,0.500000,28673.0,0.500000
74,1202,1,1,1.000000,32580.0,1.020000
74,1276,1,1,1.000000,33936.0,1.000000
74,1469,1,1,2.000000,39672.0,2.000000
74,1495,1,1,1.000000,40104.0,1.000000
74,1613,1,1,2.000000,42549.0,2.000000
74,1766,1,1,0.500000,45731.0,0.500000
74,1840,1,1,2.290000,48027.0,2.290000
80,1675,1,1,2.000000,43516.0,2.000000
80,1711,1,1,1.500000,44424.0,1.500000
80,1202,1,1,2.000000,32584.0,2.000000
80,1218,1,1,0.300000,32842.0,0.300000
80,1459,1,1,3.000000,39191.0,3.000000
80,1469,1,1,1.000000,39708.0,1.000000
82,46,1,1,0.600000,17344.0,0.600000
82,114,1,1,58.000000,8218.0,58.000000
82,119,1,1,50.000000,7380.0,43.640000
82,119,1,1,50.000000,7381.0,4.800000
82,119,1,1,50.000000,7385.0,1.560000
82,164,1,1,2.500000,8833.0,2.500000
82,243,1,1,534.600000,11339.0,534.600000
82,428,1,1,3.000000,17302.0,3.000000
82,485,1,1,50.000000,17972.0,50.000000
82,509,1,1,1.500000,18737.0,1.500000
82,531,1,1,0.500000,19362.0,0.500000
82,687,1,1,7.500000,22645.0,7.500000
82,698,1,1,7.000000,25284.0,7.000000
82,803,1,1,0.500000,25058.0,0.500000
82,808,1,1,1.000000,25059.0,1.000000
82,810,1,1,1.000000,24630.0,1.000000
82,928,1,1,5.000000,26833.0,5.000000
82,1005,1,1,2.000000,28743.0,2.400000
82,1047,1,1,0.500000,29195.0,0.500000
82,1099,1,1,0.500000,30997.0,0.500000
82,1135,1,1,1.000000,30998.0,1.000000
82,1222,0,0,30.000000,32679.0,30.000000
82,1261,1,1,0.500000,33402.0,0.500000
82,1387,1,1,10.000000,38418.0,10.000000
82,1476,1,1,6.800000,40085.0,6.800000
82,1572,1,1,50.000000,41712.0,50.000000
82,1703,1,1,6.000000,44381.0,6.000000
82,1716,1,1,1.500000,44720.0,1.500000
82,1763,1,1,1.000000,45327.0,1.000000
82,1795,1,1,3.000000,46493.0,0.370000
82,1795,1,1,3.000000,46494.0,2.630000
82,1907,1,1,4.500000,49070.0,4.500000
84,1914,1,1,16.000000,49619.0,19.200000
84,480,1,1,0.500000,18427.0,0.500000
84,485,1,1,0.500000,17970.0,0.500000
84,1222,0,0,3.000000,32677.0,3.000000
84,1311,1,1,1.000000,34698.0,1.000000
84,1387,1,1,5.000000,38419.0,5.000000
86,654,1,1,8.000000,21660.0,8.000000
86,1585,1,1,20.000000,42534.0,20.000000
91,411,1,1,0.500000,16229.0,0.500000
93,181,1,1,2.000000,9948.0,2.000000
93,752,1,1,2.000000,24095.0,2.000000
94,181,1,1,2.000000,9947.0,2.000000
96,39,0,0,2.500000,,
96,103,1,1,1.000000,7395.0,1.000000
96,241,1,1,5.000000,11364.0,5.000000
96,388,1,1,2.000000,16228.0,2.000000
96,485,1,1,0.500000,17964.0,0.500000
96,570,1,1,1.000000,20084.0,1.000000
96,588,1,1,1.000000,20292.0,1.000000
96,924,1,1,1.600000,26899.0,1.600000
96,1008,1,1,2.000000,28676.0,2.000000
96,1311,1,1,5.000000,34700.0,5.000000
96,1321,1,1,1.000000,35597.0,1.000000
96,1416,1,1,0.500000,37973.0,0.500000
96,1469,1,1,1.500000,39693.0,1.500000
96,1525,1,1,2.000000,40655.0,2.230000
96,1548,1,1,2.000000,41051.0,2.000000
96,1572,1,1,1.000000,41726.0,1.000000
96,1727,1,1,1.000000,44737.0,0.420000
96,1727,1,1,1.000000,44738.0,0.580000
96,1815,1,1,0.500000,46131.0,0.500000
96,1842,1,1,1.000000,47505.0,1.000000
96,1962,1,1,7.000000,50251.0,7.000000
102,1766,1,1,1.500000,45734.0,1.500000
102,60,1,1,2.000000,6169.0,2.000000
102,103,1,1,2.500000,7386.0,2.500000
102,132,1,1,2.000000,8171.0,2.000000
102,135,1,1,1.000000,8657.0,1.000000
102,243,1,1,191.900000,11343.0,191.900000
102,254,1,1,2.000000,12184.0,2.000000
102,293,1,1,1.000000,13426.0,1.000000
102,295,1,1,2.000000,13610.0,2.000000
102,336,1,1,5.000000,13784.0,5.000000
102,357,1,1,1.500000,14539.0,1.500000
102,407,1,1,4.000000,15992.0,4.000000
102,504,1,1,3.500000,18731.0,3.500000
102,515,1,1,2.000000,19053.0,2.000000
102,570,1,1,4.000000,20085.0,4.000000
102,573,1,1,3.000000,20157.0,3.000000
102,607,1,1,1.500000,20748.0,1.500000
102,614,1,1,1.000000,21762.0,1.000000
102,636,1,1,1.000000,21778.0,1.000000
102,850,1,1,0.500000,25715.0,0.500000
102,906,1,1,0.500000,26367.0,0.500000
102,941,1,1,1.200000,26897.0,1.200000
102,956,1,1,1.000000,27167.0,1.000000
102,979,1,1,2.000000,27793.0,2.000000
102,1099,1,1,0.500000,30999.0,0.500000
102,1234,1,1,1.000000,33032.0,1.000000
102,1416,1,1,1.000000,37974.0,1.000000
102,1431,1,1,1.000000,38895.0,1.000000
102,1452,1,1,1.500000,38872.0,1.500000
102,1469,1,1,2.000000,39707.0,2.000000
102,1495,1,1,1.000000,40105.0,1.000000
105,1515,1,1,0.500000,40596.0,0.520000
107,78,1,1,3.000000,6189.0,3.000000
107,348,1,1,0.500000,14575.0,0.500000
107,407,1,1,1.000000,15991.0,1.000000
107,762,1,1,0.500000,24113.0,0.500000
107,768,1,1,0.500000,24030.0,0.500000
107,871,1,1,0.500000,25859.0,0.500000
107,931,1,1,1.000000,26611.0,1.000000
107,1075,1,1,0.500000,29824.0,0.500000
107,1146,1,1,1.000000,31236.0,1.000000
107,1222,0,0,0.500000,32682.0,0.500000
107,1321,1,1,1.000000,35598.0,1.000000
107,1548,1,1,3.500000,41056.0,3.500000
107,1766,1,1,1.000000,45732.0,1.000000
114,1738,1,1,3.000000,45318.0,3.000000
114,1882,0,0,1.500000,,
114,23,1,0,1.000000,4864.0,1.000000
114,60,1,1,2.000000,6174.0,2.000000
115,636,1,1,1.000000,21777.0,1.000000
118,515,1,1,0.500000,19058.0,0.500000
118,1075,1,1,0.500000,29826.0,0.500000
118,1416,1,1,1.000000,37972.0,1.000000
118,1515,1,1,0.500000,40595.0,0.500000
118,1572,1,1,0.500000,41715.0,0.500000
122,553,1,1,3.500000,19997.0,3.500000
122,705,1,1,1.200000,23079.0,1.200000
122,729,1,1,1.500000,23322.0,1.500000
122,735,1,1,1.000000,23323.0,1.000000
122,774,1,1,2.000000,24444.0,2.000000
122,931,1,1,2.000000,26609.0,2.000000
122,1115,1,1,1.000000,30393.0,1.000000
127,78,1,1,2.000000,6192.0,2.000000
127,286,1,1,4.000000,12473.0,4.000000
127,300,1,1,0.300000,12833.0,0.300000
127,1075,1,1,0.500000,29827.0,0.500000
131,60,1,1,2.000000,6180.0,2.000000
131,103,1,1,3.000000,7387.0,3.000000
131,135,1,1,1.500000,8655.0,1.500000
131,515,1,1,2.000000,19057.0,2.000000
131,570,1,1,1.000000,20078.0,1.000000
131,614,1,1,0.500000,21760.0,0.500000
131,718,1,1,2.000000,23337.0,2.400000
131,979,1,1,1.000000,27796.0,1.000000
131,1115,1,1,1.000000,30387.0,1.000000
131,1146,1,1,1.000000,31232.0,1.000000
131,1495,1,1,1.000000,40101.0,1.000000
131,1541,1,1,1.000000,40889.0,1.000000
131,1548,1,1,2.500000,41052.0,2.500000
137,956,1,1,2.500000,27163.0,2.500000
137,1321,1,1,0.500000,35592.0,0.500000
137,1452,1,1,2.500000,38870.0,2.500000
137,1526,1,1,0.500000,40696.0,0.500000
137,1610,1,1,0.500000,42531.0,0.500000
144,1613,1,1,1.000000,42559.0,1.000000
144,103,1,1,1.000000,7404.0,1.000000
144,135,1,1,0.500000,8653.0,0.500000
144,241,1,1,3.000000,11366.0,3.000000
144,515,1,1,2.000000,19044.0,2.000000
144,842,1,1,0.500000,25463.0,0.500000
144,1378,1,1,1.000000,36687.0,1.000000
147,614,1,1,0.500000,21761.0,0.500000
147,762,1,1,2.000000,24112.0,2.000000
147,1321,1,1,0.500000,35599.0,0.500000
149,60,1,1,0.500000,6170.0,0.500000
149,103,1,1,0.500000,7406.0,0.500000
149,135,1,1,0.500000,8654.0,0.500000
149,209,1,1,0.500000,10989.0,0.500000
149,515,1,1,0.500000,19052.0,0.500000
149,1416,1,1,0.500000,37975.0,0.500000
149,1469,1,1,1.500000,39676.0,1.500000
151,1223,1,1,0.600000,32838.0,0.600000
152,27,1,1,0.500000,5297.0,0.500000
152,254,1,1,1.000000,12185.0,1.000000
152,265,1,1,1.000000,12177.0,1.000000
152,295,1,1,6.000000,13611.0,6.000000
152,588,1,1,1.000000,20293.0,1.000000
152,1130,1,1,15.000000,31005.0,18.000000
152,1431,1,1,0.500000,38897.0,0.500000
152,1572,1,1,2.000000,41735.0,2.000000
152,1830,1,1,0.500000,48043.0,0.500000
156,515,1,1,0.500000,19061.0,0.500000
156,906,1,1,1.000000,26366.0,1.000000
158,60,1,1,0.500000,6172.0,0.500000
159,60,1,1,0.500000,6171.0,0.500000
159,570,1,1,0.500000,20092.0,0.500000
159,1115,1,1,2.000000,30390.0,2.000000
159,1311,1,1,0.500000,34712.0,0.500000
159,1431,1,1,0.500000,38900.0,0.500000
163,35,1,1,2.000000,5284.0,2.000000
167,78,1,1,2.000000,6191.0,2.000000
167,956,1,1,2.000000,27173.0,2.000000
167,1564,1,1,3.000000,41794.0,3.600000
167,1815,1,1,0.200000,46130.0,0.200000
168,35,1,1,2.000000,5285.0,2.000000
171,12,1,1,3.000000,5295.0,3.000000
171,817,1,1,0.500000,25046.0,0.500000
171,956,1,1,1.000000,27165.0,1.000000
171,979,1,1,1.500000,27799.0,1.500000
171,1075,1,1,1.000000,29849.0,1.000000
171,1276,1,1,1.500000,33937.0,1.500000
171,1294,1,1,3.500000,35661.0,3.500000
171,1311,1,1,2.000000,34701.0,2.000000
171,1378,1,1,1.000000,36700.0,1.000000
171,1390,1,1,1.000000,37671.0,1.000000
171,1416,1,1,1.000000,37968.0,1.000000
172,103,1,1,0.500000,7413.0,0.500000
177,294,1,1,0.500000,13431.0,0.500000
177,718,1,1,0.500000,23327.0,0.500000
177,1727,1,1,1.000000,44739.0,1.000000
177,1795,1,1,3.000000,46495.0,3.000000
177,1962,1,1,4.000000,50252.0,4.000000
187,103,1,1,0.500000,7402.0,0.500000
187,209,1,1,0.500000,10991.0,0.500000
187,254,1,1,0.500000,12187.0,0.600000
187,407,1,1,6.000000,15993.0,6.000000
187,444,1,1,1.000000,17312.0,1.000000
187,515,1,1,1.500000,19046.0,1.500000
187,517,1,1,7.500000,19090.0,7.500000
187,604,1,1,6.000000,20750.0,6.000000
187,1075,1,1,0.500000,29825.0,0.500000
192,1202,1,1,0.500000,32588.0,0.500000
192,1766,1,1,3.000000,45730.0,3.000000
194,1815,1,1,0.500000,46126.0,0.500000
194,60,1,1,0.500000,6176.0,0.500000
194,91,1,1,1.000000,6203.0,1.000000
194,222,1,1,18.000000,11241.0,18.000000
194,293,1,1,0.500000,13424.0,0.500000
194,407,1,1,4.000000,15994.0,4.000000
194,831,1,1,1.000000,25456.0,1.000000
194,1075,1,1,2.000000,29820.0,2.000000
194,1276,1,1,2.000000,33925.0,2.000000
194,1321,1,1,1.000000,35591.0,1.000000
194,1548,1,1,4.500000,41058.0,4.500000
199,234,1,1,2.000000,11243.0,2.000000
201,91,1,1,0.500000,6199.0,0.500000
201,103,1,1,0.500000,7394.0,0.500000
201,132,1,1,1.000000,8170.0,1.000000
201,295,1,1,3.000000,13612.0,3.000000
201,447,1,1,1.000000,17835.0,1.000000
201,515,1,1,0.500000,19063.0,0.500000
201,1130,1,1,12.000000,31006.0,14.400000
201,1279,1,1,2.000000,33899.0,2.000000
201,1402,1,1,1.000000,38220.0,1.000000
201,1431,1,1,0.500000,38898.0,0.500000
201,1525,1,1,0.500000,40638.0,0.500000
201,1988,1,1,1.500000,51440.0,1.500000
204,808,1,1,1.000000,25062.0,1.000000
208,1525,1,1,0.500000,40652.0,0.500000
212,1049,1,1,1.000000,29412.0,1.000000
212,1491,1,1,15.000000,40091.0,15.000000
214,1675,1,1,2.000000,43515.0,2.000000
214,1711,1,1,1.500000,44425.0,1.500000
228,515,1,1,1.000000,19051.0,1.000000
228,570,1,1,1.000000,20087.0,1.000000
228,1115,1,1,1.000000,30386.0,1.000000
231,194,1,1,3.500000,9910.0,4.000000
235,56,1,1,1.500000,5361.0,1.500000
235,103,1,1,0.500000,7400.0,0.500000
235,132,1,1,4.000000,8172.0,4.000000
235,211,1,1,5.000000,11245.0,5.000000
235,407,1,1,5.000000,15995.0,5.000000
235,928,1,1,3.000000,26835.0,3.000000
235,1146,1,1,1.000000,31234.0,1.000000
235,1202,1,1,1.000000,32581.0,1.020000
235,1291,1,1,1.000000,34236.0,1.000000
235,1495,1,1,0.500000,40106.0,0.500000
245,91,1,1,3.000000,6202.0,3.000000
249,78,1,1,2.000000,6193.0,2.000000
249,209,1,1,0.500000,10990.0,0.500000
249,316,1,1,3.000000,13607.0,3.000000
249,334,1,1,3.000000,13663.0,3.000000
249,504,1,1,3.500000,18732.0,3.500000
249,718,1,1,5.000000,23336.0,5.000000
249,793,1,1,1.000000,24336.0,1.000000
249,1222,0,0,0.500000,,
249,1469,1,1,1.000000,39703.0,1.000000
249,1541,1,1,1.000000,40890.0,1.000000
258,148,1,1,0.500000,8751.0,0.500000
262,1075,1,1,0.500000,29821.0,0.500000
262,1311,1,1,0.500000,34723.0,0.500000
264,103,1,1,0.500000,7411.0,0.500000
264,1469,1,1,3.000000,39696.0,3.000000
264,1525,1,1,2.000000,40651.0,2.000000
270,1207,1,1,1.000000,32422.0,1.000000
271,484,1,1,13.000000,17975.0,13.000000
273,91,1,1,1.000000,6201.0,1.000000
273,103,1,1,0.500000,7403.0,0.500000
273,254,1,1,0.500000,12194.0,0.500000
273,485,1,1,0.500000,17967.0,0.500000
273,1115,1,1,0.500000,30391.0,0.500000
273,1311,1,1,0.500000,34711.0,0.500000
273,1469,1,1,0.500000,39674.0,0.500000
273,1495,1,1,0.500000,40103.0,0.500000
273,1525,1,1,0.500000,40654.0,0.500000
273,1812,1,1,0.500000,46483.0,0.500000
277,1727,1,1,0.500000,44736.0,0.500000
277,376,1,1,3.000000,16585.0,3.000000
277,515,1,1,0.500000,19060.0,0.500000
277,1311,1,1,0.500000,34696.0,0.500000
282,64,1,1,2.500000,17345.0,2.500000
282,541,1,1,0.500000,19613.0,0.500000
282,636,1,1,0.500000,21783.0,0.500000
282,1070,1,1,27.000000,29609.0,29.000000
308,376,1,1,1.000000,16588.0,1.000000
308,509,1,1,8.000000,18740.0,8.000000
308,541,1,1,0.500000,19601.0,0.500000
308,572,1,1,10.000000,19998.0,10.000000
308,579,1,1,0.500000,20152.0,0.500000
308,669,1,1,2.000000,22336.0,2.000000
308,1311,1,1,1.000000,34713.0,1.000000
308,1572,1,1,2.000000,41719.0,2.000000
309,1675,1,1,3.000000,43530.0,3.000000
310,1675,1,1,5.000000,43531.0,5.000000
316,1938,1,1,2.000000,49836.0,2.400000
316,485,1,1,1.000000,17974.0,1.000000
316,515,1,1,2.000000,19040.0,2.000000
316,541,1,1,0.500000,19599.0,0.500000
316,817,1,1,1.000000,25043.0,1.000000
316,938,1,1,1.500000,26895.0,1.500000
316,941,1,1,0.700000,26896.0,0.700000
316,943,1,1,2.000000,27521.0,2.000000
316,1115,1,1,1.000000,30378.0,1.000000
316,1202,1,1,1.000000,32578.0,1.000000
316,1252,1,1,2.000000,33302.0,2.400000
316,1279,1,1,0.600000,33900.0,0.720000
316,1311,1,1,2.000000,34703.0,2.400000
316,1336,1,1,0.500000,35662.0,0.500000
316,1377,1,1,0.300000,36665.0,0.300000
316,1387,1,1,5.000000,38431.0,5.000000
316,1416,1,1,1.000000,37976.0,1.000000
316,1431,1,1,5.000000,38899.0,5.000000
316,1572,1,1,5.000000,41730.0,5.000000
317,103,1,1,1.000000,7397.0,1.000000
317,247,1,1,7.000000,21578.0,2.340000
317,247,1,1,7.000000,21579.0,2.570000
317,247,1,1,7.000000,21580.0,2.090000
317,248,1,1,25.000000,17316.0,25.000000
317,515,1,1,1.000000,19039.0,1.000000
317,850,1,1,0.500000,25719.0,0.500000
317,868,1,1,0.500000,25953.0,0.500000
317,1075,1,1,2.000000,29848.0,2.000000
317,1115,1,1,2.000000,30379.0,2.000000
317,1222,0,0,2.000000,32681.0,2.000000
317,1311,1,1,3.000000,34702.0,3.000000
317,1387,1,1,5.000000,38430.0,5.000000
317,1469,1,1,5.000000,39692.0,5.000000
317,1675,1,1,10.000000,43539.0,11.000000
317,1840,1,1,3.110000,48028.0,3.700000
318,1572,1,1,1.000000,41716.0,1.000000
319,1675,1,1,5.000000,43527.0,5.000000
325,1812,1,1,1.500000,46480.0,1.500000
325,1897,1,1,0.500000,48847.0,0.500000
325,1938,1,1,1.000000,49835.0,1.000000
325,1223,1,1,0.800000,32839.0,0.960000
326,60,1,1,0.500000,6177.0,0.500000
326,646,1,1,2.000000,22337.0,2.000000
341,928,1,1,1.500000,26834.0,1.800000
341,1311,1,1,1.000000,34707.0,1.000000
341,1321,1,1,1.000000,35589.0,1.000000
348,254,1,1,2.000000,12192.0,2.000000
348,541,1,1,0.500000,19595.0,0.500000
348,956,1,1,1.000000,27170.0,1.000000
348,1469,1,1,1.000000,39691.0,1.000000
348,1572,1,1,1.000000,41720.0,1.000000
348,1574,1,1,0.500000,41792.0,0.500000
348,1927,1,1,0.500000,49620.0,0.500000
349,1675,1,1,5.000000,43533.0,5.000000
367,91,1,1,1.000000,6200.0,1.000000
371,209,1,1,0.500000,10995.0,0.500000
371,928,1,1,1.000000,26836.0,1.000000
371,934,1,1,2.000000,27431.0,2.000000
371,979,1,1,1.000000,27794.0,1.000000
371,1321,1,1,1.000000,35593.0,1.000000
371,1461,1,1,2.000000,39539.0,2.000000
371,1572,1,1,1.000000,41727.0,1.000000
371,1613,1,1,1.000000,42563.0,1.000000
371,1812,1,1,1.000000,46481.0,1.000000
371,1897,1,1,0.500000,48846.0,0.500000
371,1938,1,1,1.000000,49834.0,1.000000
372,1675,1,1,3.000000,43522.0,3.000000
372,1016,1,1,2.000000,28959.0,2.000000
373,103,1,1,1.000000,7409.0,1.000000
373,1321,1,1,1.000000,35594.0,1.000000
373,1675,1,1,5.000000,43523.0,5.000000
382,135,1,1,1.000000,8660.0,1.000000
395,1202,1,1,0.500000,32579.0,0.500000
395,1311,1,1,0.500000,34704.0,0.500000
395,1469,1,1,0.500000,39678.0,0.500000
395,1766,1,1,1.000000,45733.0,1.000000
395,1897,1,1,0.500000,48831.0,0.500000
399,1675,1,1,3.000000,43520.0,3.000000
400,1675,1,1,5.000000,43521.0,5.000000
401,1613,1,1,1.000000,42565.0,1.000000
401,515,1,1,0.500000,19041.0,0.500000
401,956,1,1,1.500000,27169.0,1.500000
401,1075,1,1,1.000000,29850.0,1.000000
401,1099,1,1,0.500000,30995.0,0.600000
401,1311,1,1,2.000000,34709.0,2.000000
401,1572,1,1,1.000000,41723.0,1.000000
405,254,1,1,2.000000,12189.0,2.000000
405,570,1,1,1.000000,20091.0,1.000000
405,591,1,1,1.000000,20737.0,1.000000
405,928,1,1,2.000000,26837.0,2.000000
405,1378,1,1,0.500000,36699.0,0.500000
405,1469,1,1,1.000000,39681.0,1.000000
405,1572,1,1,1.000000,41722.0,1.000000
406,1155,1,1,5.000000,31298.0,5.000000
406,1469,1,1,0.500000,39682.0,0.500000
406,1675,1,1,5.000000,43535.0,5.000000
407,1748,1,1,0.500000,45319.0,0.500000
407,515,1,1,0.500000,19042.0,0.500000
407,1099,1,1,0.500000,30996.0,0.600000
407,1252,1,1,1.000000,33303.0,1.200000
407,1311,1,1,1.000000,34708.0,1.000000
407,1525,1,1,1.000000,40650.0,1.000000
407,1572,1,1,1.000000,41717.0,1.000000
408,1276,1,1,1.000000,33935.0,1.000000
408,1572,1,1,1.000000,41718.0,1.000000
408,1675,1,1,5.000000,43529.0,5.000000
409,1613,1,1,2.000000,42562.0,2.000000
409,1927,1,1,2.000000,49621.0,2.000000
409,1935,1,1,0.300000,49663.0,0.300000
409,1973,1,1,3.500000,50931.0,3.500000
409,541,1,1,1.500000,19597.0,1.500000
409,956,1,1,1.000000,27168.0,1.000000
409,1075,1,1,1.000000,29851.0,1.000000
409,1115,1,1,1.000000,30377.0,1.000000
409,1311,1,1,1.000000,34715.0,1.000000
409,1572,1,1,1.000000,41721.0,1.000000
410,1675,1,1,3.000000,43524.0,3.000000
416,2015,0,0,0.500000,,
416,160,1,1,1.000000,9306.0,1.000000
416,1007,1,1,4.500000,28234.0,4.500000
418,1533,1,1,23.000000,40698.0,25.000000
418,1561,1,1,1.500000,41781.0,1.500000
418,1661,1,1,1.000000,43436.0,1.000000
418,1752,1,1,3.000000,45321.0,3.000000
418,1763,1,1,0.500000,45322.0,0.500000
435,363,1,1,0.500000,16598.0,0.500000
435,733,1,1,1.500000,23325.0,1.500000
435,1387,1,1,5.000000,38392.0,5.000000
436,14,1,1,3.000000,5286.0,3.000000
436,363,1,1,0.500000,16601.0,0.500000
436,939,1,1,1.000000,27438.0,1.000000
436,970,1,1,0.800000,27522.0,0.800000
438,14,1,1,3.000000,5289.0,3.000000
438,363,1,1,0.500000,16597.0,0.500000
438,497,1,1,4.000000,18567.0,4.000000
438,1068,1,1,0.500000,29606.0,0.500000
438,1387,1,1,5.000000,38393.0,5.000000
438,1431,1,1,7.000000,38889.0,7.000000
438,1491,1,1,10.000000,40088.0,10.000000
440,363,1,1,0.500000,16600.0,0.500000
440,497,1,1,4.000000,18566.0,4.000000
440,502,1,1,2.000000,18730.0,2.000000
440,733,1,1,0.200000,23326.0,0.200000
441,44,1,1,1.000000,5387.0,1.000000
441,69,1,1,1.000000,5763.0,1.000000
442,96,1,1,1.500000,7103.0,1.500000
447,96,1,1,1.500000,7104.0,1.500000
452,153,1,1,5.000000,8749.0,5.000000
457,1693,1,1,3.000000,44731.0,3.000000
457,1741,1,1,3.000000,45324.0,3.000000
457,1984,1,1,5.000000,50925.0,5.000000
457,1988,1,1,3.000000,51439.0,3.000000
462,1525,1,1,3.000000,40644.0,3.000000
463,1525,1,1,4.000000,40642.0,4.000000
469,98,1,1,5.000000,21597.0,5.000000
469,363,1,1,0.500000,16591.0,0.500000
488,42,1,1,3.500000,5577.0,3.500000
488,89,1,1,20.000000,6763.0,20.000000
488,240,1,1,4.000000,11350.0,4.000000
