product_id,product_code,product_unit_id,purchase_order_quantity,purchase_order_id,is_complete
603,1-NY1132-CRN-00-HG,12574,500.000000,511,1
609,1-NY1132-CHA-00-HG,11718,6000.000000,511,1
609,1-NY1132-CHA-00-HG,11718,2000.000000,217,1
609,1-NY1132-CHA-00-HG,11718,700.000000,964,0
609,1-NY1132-CHA-00-HG,11718,250.000000,1123,0
614,1-NY1132-CRM-00-HG,12584,4000.000000,511,1
614,1-NY1132-CRM-00-HG,12584,1000.000000,718,0
617,1-NY1132-DKH-00-HG,11727,1000.000000,217,1
625,1-NY1132-GCP-00-HG,11719,500.000000,217,1
638,1-NY1132-LIL-00-HG,12606,1000.000000,511,1
638,1-NY1132-LIL-00-HG,9379,200.000000,718,0
656,1-NY1132-SAN-00-HG,12624,7000.000000,511,1
656,1-NY1132-SAN-00-HG,12624,1600.000000,718,1
656,1-NY1132-SAN-00-HG,12624,500.000000,964,0
663,1-NY1132-TAN-00-HG,12631,1000.000000,511,1
719,1-RECNYL-BLK-00-VJ,12687,100.000000,965,1
719,1-RECNYL-BLK-00-VJ,12687,200.000000,1045,0
728,1-NP322A-BMT-00-FT,11710,1000.000000,216,1
730,1-NP322A-CIN-00-FT,11711,1000.000000,528,1
730,1-NP322A-CIN-00-FT,11711,1000.000000,216,1
736,1-NP322A-KOI-00-FT,11712,1000.000000,216,1
737,1-NP322A-LAV-00-FT,11713,1000.000000,216,0
739,1-NP322A-PUM-00-FT,11714,5000.000000,528,1
739,1-NP322A-PUM-00-FT,11714,1000.000000,216,1
739,1-NP322A-PUM-00-FT,11714,100.000000,854,1
741,1-NP322A-SAN-00-FT,12704,1000.000000,322,1
741,1-NP322A-SAN-00-FT,12704,500.000000,528,1
745,1-NP322A-HRZ-00-FT,11717,1000.000000,267,1
745,1-NP322A-HRZ-00-FT,11717,1000.000000,216,1
745,1-NP322A-HRZ-00-FT,11717,1900.000000,854,1
749,1-NY4245-ASP-00-EV,12711,100.000000,387,0
749,1-NY4245-ASP-00-EV,12711,150.000000,1267,0
763,1-NYLO01-WHI-00-PA,12725,125.000000,627,0
776,1-NYLO03-BLK-00-JP,11657,23.000000,201,1
777,1-NY0000-BLK-00-PE,12739,2000.000000,491,1
780,1-KATE00-AQA-00-AK,780,15.000000,1114,0
780,1-KATE00-AQA-00-AK,780,15.000000,1141,1
781,1-KATE00-AKL-00-AK,781,20.000000,833,1
782,1-KATE00-ABL-00-AK,782,15.000000,1108,1
784,1-KATE00-ASY-00-AK,17206,15.000000,480,1
786,1-KATE00-AAP-00-AK,786,13.000000,660,1
790,1-KATE00-TAN-00-HV,12752,1000.000000,691,1
793,1-KATE00-BLK-00-HV,16044,2000.000000,27,0
793,1-KATE00-BLK-00-HV,16044,2000.000000,42,0
793,1-KATE00-BLK-00-HV,16044,1000.000000,259,1
793,1-KATE00-BLK-00-HV,8209,1000.000000,224,0
793,1-KATE00-BLK-00-HV,8209,2000.000000,357,1
793,1-KATE00-BLK-00-HV,8209,1000.000000,550,1
793,1-KATE00-BLK-00-HV,8209,1000.000000,606,1
793,1-KATE00-BLK-00-HV,8209,1000.000000,823,1
793,1-KATE00-BLK-00-HV,8209,3500.000000,933,1
793,1-KATE00-BLK-00-HV,8209,1000.000000,991,1
793,1-KATE00-BLK-00-HV,8209,1000.000000,1089,1
793,1-KATE00-BLK-00-HV,8209,1000.000000,1291,1
793,1-KATE00-BLK-00-HV,8209,2000.000000,1331,1
793,1-KATE00-BLK-00-HV,8209,1000.000000,1347,1
796,1-KATE00-BAE-00-AK,796,15.000000,1141,1
799,1-KATE00-BRE-00-AK,17205,10.000000,480,1
800,1-KATE00-BRO-00-AK,12760,50.000000,605,0
802,1-KATE00-BNL-00-HV,12762,600.000000,691,1
807,1-KATE00-CBN-00-AK,8679,50.000000,35,0
807,1-KATE00-CBN-00-AK,8679,10.000000,55,1
807,1-KATE00-CBN-00-AK,8679,5.000000,170,1
807,1-KATE00-CBN-00-AK,8679,50.000000,515,1
807,1-KATE00-CBN-00-AK,8679,20.000000,645,1
810,1-KATE00-CAR-00-AK,17208,15.000000,480,1
810,1-KATE00-CAR-00-AK,17208,15.000000,515,0
811,1-KATE00-CBY-00-HV,10333,1500.000000,3,0
811,1-KATE00-CBY-00-HV,12771,1000.000000,301,0
811,1-KATE00-CBY-00-HV,12771,1000.000000,606,1
811,1-KATE00-CBY-00-HV,12771,1500.000000,751,1
811,1-KATE00-CBY-00-HV,12771,1000.000000,954,1
813,1-KATE00-CHL-00-AK,17204,100.000000,802,1
815,1-KATE00-CRM-00-HV,10329,1000.000000,3,1
817,1-KATE00-CYL-00-AK,12777,15.000000,646,1
822,1-KATE00-DBN-00-AK,822,5.000000,170,1
824,1-KATE00-DGR-00-AK,16180,13.000000,532,1
825,1-KATE00-DOR-00-AK,11380,7.000000,185,1
826,1-KATE00-DRE-00-AK,18383,15.000000,906,1
832,1-KATE00-GSK-00-AK,832,20.000000,1,0
832,1-KATE00-GSK-00-AK,832,10.000000,862,1
839,1-KATE00-GRT-00-AK,16172,5.000000,170,1
839,1-KATE00-GRT-00-AK,16172,20.000000,454,1
839,1-KATE00-GRT-00-AK,16172,10.000000,862,1
839,1-KATE00-GRT-00-AK,16172,15.000000,1114,0
842,1-KATE00-IVO-00-AK,842,25.000000,185,1
842,1-KATE00-IVO-00-AK,842,10.000000,281,1
842,1-KATE00-IVO-00-AK,842,20.000000,338,1
842,1-KATE00-IVO-00-AK,12802,20.000000,682,1
842,1-KATE00-IVO-00-AK,842,10.000000,862,1
843,1-KATE00-JMG-00-AK,843,10.000000,906,1
843,1-KATE00-JMG-00-AK,843,15.000000,1104,1
846,1-KATE00-LRY-00-AK,846,15.000000,1239,1
854,1-KATE00-MAZ-00-AK,16171,20.000000,1114,0
854,1-KATE00-MAZ-00-AK,16171,7.000000,154,1
856,1-KATE00-MIN-00-AK,11044,5.000000,7,0
856,1-KATE00-MIN-00-AK,11044,10.000000,55,1
868,1-KATE00-OSB-00-HV,12827,1000.000000,550,1
870,1-KATE00-ONG-00-AK,9861,10.000000,55,1
878,1-KATE00-TTP-00-AK,16629,10.000000,403,1
879,1-KATE00-RED-00-AK,18953,100.000000,170,1
879,1-KATE00-RED-00-AK,18953,15.000000,833,1
885,1-KATE00-ROR-00-AK,885,10.000000,914,1
886,1-KATE00-SGA-00-AK,886,5.000000,7,0
886,1-KATE00-SGA-00-AK,886,40.000000,480,1
888,1-KATE00-SBL-00-AK,17203,10.000000,532,1
888,1-KATE00-SBL-00-AK,17203,20.000000,982,1
889,1-KATE00-VGR-00-AK,11588,10.000000,167,1
889,1-KATE00-VGR-00-AK,12848,10.000000,833,1
898,1-KATE00-STO-00-AK,898,5.000000,185,1
898,1-KATE00-STO-00-AK,898,40.000000,982,1
904,1-KATE00-WHI-00-HV,11802,1000.000000,1028,1
904,1-KATE00-WHI-00-HV,11802,1000.000000,1291,1
904,1-KATE00-WHI-00-HV,10304,2000.000000,27,0
904,1-KATE00-WHI-00-HV,10304,2000.000000,42,0
904,1-KATE00-WHI-00-HV,11802,2000.000000,224,1
904,1-KATE00-WHI-00-HV,11802,2000.000000,632,1
906,1-KATE00-FRT-00-AK,11639,15.000000,7,0
906,1-KATE00-FRT-00-AK,11639,50.000000,565,1
906,1-KATE00-FRT-00-AK,11639,15.000000,1104,1
966,1-MICRO0-BLK-00-HV,12911,500.000000,737,1
1050,1-MICRO0-WHI-00-HV,10300,1000.000000,59,0
1050,1-MICRO0-WHI-00-HV,11693,1000.000000,212,1
1050,1-MICRO0-WHI-00-HV,11693,500.000000,224,1
1050,1-MICRO0-WHI-00-HV,8637,1000.000000,672,1
1096,1-P983RR-BLK-00-EV,13005,500.000000,323,1
1113,1-P983RR-PPM-00-EV,19165,500.000000,501,1
1113,1-P983RR-PPM-00-EV,13022,100.000000,794,0
1117,1-P983RR-SGM-00-EV,19167,1000.000000,218,0
1121,1-P983RR-TPA-00-EV,19169,500.000000,323,1
1127,1-P983UV-ACG-00-EV,13035,2000.000000,387,0
1127,1-P983UV-ACG-00-EV,13035,100.000000,1267,0
1127,1-P983UV-ACG-00-EV,13035,200.000000,1330,0
1130,1-P983UV-BLK-00-EV,13038,1000.000000,323,1
1137,1-P983UV-CSN-00-EV,13045,300.000000,794,1
1142,1-P983UV-CHA-00-EV,11736,500.000000,218,0
1142,1-P983UV-CHA-00-EV,11736,300.000000,794,1
1143,1-P983UV-COR-00-EV,13050,500.000000,323,0
1151,1-P983UV-DGA-00-EV,11737,3000.000000,218,0
1157,1-P983UV-DPR-00-EV,13063,500.000000,567,1
1165,1-P983UV-GRY-00-EV,11738,6000.000000,323,1
1165,1-P983UV-GRY-00-EV,11738,5000.000000,218,0
1165,1-P983UV-GRY-00-EV,11738,2600.000000,794,0
1180,1-P983UV-OLI-00-EV,11739,500.000000,323,1
1180,1-P983UV-OLI-00-EV,11739,500.000000,218,0
1180,1-P983UV-OLI-00-EV,11739,300.000000,794,1
1196,1-P983UV-RNY-00-EV,13100,700.000000,567,0
1198,1-P983UV-SSP-00-EV,13102,500.000000,323,1
1200,1-P983UV-SHL-00-EV,13104,1000.000000,567,1
1214,1-P983UV-WTK-00-EV,13118,300.000000,387,0
1216,1-P983UV-WHI-00-EV,13120,500.000000,323,1
1216,1-P983UV-WHI-00-EV,13120,500.000000,794,1
1226,1-P2585Q-ANM-00-EV,9818,1000.000000,104,0
1232,1-P2585Q-AQA-00-EV,9833,1000.000000,104,0
1232,1-P2585Q-AQA-00-EV,9833,980.600000,346,1
1232,1-P2585Q-AQA-00-EV,9833,1000.000000,986,0
1235,1-P2585Q-BLK-00-EV,16890,2000.000000,40,0
1235,1-P2585Q-BLK-00-EV,16890,2000.000000,104,0
1235,1-P2585Q-BLK-00-EV,9817,1668.700000,346,1
1235,1-P2585Q-BLK-00-EV,9817,2000.000000,398,0
1240,1-P2585Q-BLU-00-EV,9805,500.000000,103,0
1240,1-P2585Q-BLU-00-EV,9805,1000.000000,104,0
1240,1-P2585Q-BLU-00-EV,9805,1500.000000,398,0
1242,1-P2585Q-LUS-00-EV,9804,500.000000,103,0
1242,1-P2585Q-LUS-00-EV,9804,1000.000000,104,0
1242,1-P2585Q-LUS-00-EV,9804,1000.000000,398,1
1245,1-P2585Q-BGR-00-EV,9820,1000.000000,104,0
1245,1-P2585Q-BGR-00-EV,9820,1000.000000,398,0
1254,1-P2585Q-CSB-00-EV,9829,1000.000000,104,0
1257,1-P2585Q-CPN-00-EV,9825,1000.000000,104,0
1260,1-P2585Q-FPK-00-EV,13156,1000.000000,260,1
1260,1-P2585Q-FPK-00-EV,13156,2000.000000,398,0
1266,1-P2585Q-RED-00-EV,9826,1000.000000,104,0
1270,1-P2585Q-GCP-00-EV,9827,1000.000000,104,0
1274,1-P2585Q-GRN-00-EV,9831,1000.000000,104,0
1277,1-P2585Q-IBL-00-EV,9821,1000.000000,104,0
1280,1-P2585Q-KHA-00-EV,9830,1000.000000,104,0
1280,1-P2585Q-KHA-00-EV,9830,1000.000000,779,1
1280,1-P2585Q-KHA-00-EV,9830,2000.000000,986,0
1282,1-P2585Q-MBL-00-EV,9828,1000.000000,104,0
1285,1-P2585Q-NAB-00-EV,9819,1000.000000,104,0
1285,1-P2585Q-NAB-00-EV,9819,1000.000000,260,0
1285,1-P2585Q-NAB-00-EV,9819,2000.000000,398,0
1285,1-P2585Q-NAB-00-EV,9819,1000.000000,779,1
1289,1-P2585Q-PLB-00-EV,9834,1000.000000,104,0
1289,1-P2585Q-PLB-00-EV,9834,840.000000,400,1
1291,1-P2585Q-PLG-00-EV,9823,1000.000000,104,0
1294,1-P2585Q-PLE-00-EV,9832,1000.000000,104,0
1294,1-P2585Q-PLE-00-EV,9832,1500.000000,398,0
1296,1-P2585Q-RSE-00-EV,9822,1000.000000,104,0
1299,1-P2585Q-SWA-00-EV,1299,1000.000000,104,0
1302,1-P2585Q-TGR-00-EV,9835,1000.000000,104,0
1302,1-P2585Q-TGR-00-EV,9835,1019.400000,400,0
1304,1-P2585Q-VIO-00-EV,9824,1000.000000,104,0
1306,1-P2585Q-WHI-00-EV,9816,4000.000000,104,0
1306,1-P2585Q-WHI-00-EV,9816,4000.000000,260,1
1306,1-P2585Q-WHI-00-EV,9816,3000.000000,398,0
1316,1-P03033-ACG-00-EV,13197,4000.000000,387,0
1318,1-P03033-DSA-00-EV,13199,500.000000,387,0
1323,1-P3582R-ACG-00-EV,13204,700.000000,387,1
1323,1-P3582R-ACG-00-EV,13204,650.000000,1267,0
1326,1-P3582R-CRK-00-EV,13207,700.000000,387,1
1326,1-P3582R-CRK-00-EV,13207,700.000000,1267,0
1329,1-P983UV-LIL-00-EV,13210,500.000000,323,0
1330,1-P983UV-BDA-00-EV,13211,600.000000,323,1
1331,1-P983UV-LGM-00-EV,13212,500.000000,323,0
1332,1-R81050-BLK-00-EV,11740,1000.000000,218,0
1335,1-R81050-ELE-00-EV,11741,1000.000000,218,1
1338,1-R81050-GOA-00-EV,11742,1000.000000,218,1
1341,1-R81050-STL-00-EV,11743,1000.000000,218,1
1456,1-POLY01-RED-00-GF,13333,100.000000,769,1
1466,1-P43348-BLK-00-NH,17108,3.000000,1260,1
1481,1-PH563B-BLK-00-UL,13358,1000.000000,365,1
1481,1-PH563B-BLK-00-UL,13358,1000.000000,568,1
1481,1-PH563B-BLK-00-UL,13358,1500.000000,569,1
1484,1-PH563B-CHA-00-UL,11856,1500.000000,365,1
1484,1-PH563B-CHA-00-UL,11856,5000.000000,235,1
1488,1-PH563B-DPR-00-UL,13364,300.000000,568,1
1490,1-PH563B-PEW-00-UL,13366,500.000000,365,1
1494,1-PH563B-RNY-00-UL,13370,100.000000,568,1
1495,1-PH563B-SAN-00-UL,13371,1000.000000,365,1
1495,1-PH563B-SAN-00-UL,13371,200.000000,795,1
1499,1-PH563B-TIT-00-UL,13375,300.000000,1266,0
1500,1-PH563B-WHI-00-UL,13376,1000.000000,569,1
1504,1-P563BA-WHI-00-UL,9849,1000.000000,105,1
1514,1-PH564B-CHA-00-UL,11857,1000.000000,235,0
1520,1-PH564B-PEW-00-UL,11858,500.000000,235,0
1526,1-PH564B-SGY-00-UL,13399,1000.000000,386,1
1527,1-PH564B-SAN-00-UL,11859,500.000000,235,0
1529,1-PH564B-TIT-00-UL,13401,100.000000,1266,0
1532,1-LH0616-CHA-00-UL,13404,100.000000,568,1
1532,1-LH0616-CHA-00-UL,13404,200.000000,859,1
1535,1-PH0757-CRM-00-UL,11854,500.000000,235,0
1537,1-PH0757-BLK-00-UL,13408,1000.000000,461,0
1537,1-PH0757-BLK-00-UL,13408,100.000000,795,0
1537,1-PH0757-BLK-00-UL,13408,450.000000,1266,0
1539,1-PH0757-GRY-00-UL,11855,3000.000000,365,1
1539,1-PH0757-GRY-00-UL,11855,6000.000000,235,1
1539,1-PH0757-GRY-00-UL,11855,500.000000,795,1
1539,1-PH0757-GRY-00-UL,11855,2000.000000,859,1
1540,1-PH0757-QSH-00-UL,10834,100.000000,114,1
1540,1-PH0757-QSH-00-UL,10834,1500.000000,365,0
1540,1-PH0757-QSH-00-UL,10834,1500.000000,461,0
1540,1-PH0757-QSH-00-UL,10834,650.000000,688,1
1540,1-PH0757-QSH-00-UL,10834,1500.000000,795,1
1543,1-PH0774-BLK-00-UL,13412,2500.000000,386,1
1544,1-PH0774-PEW-00-UL,13413,100.000000,1266,0
1545,1-PH0774-SLA-00-UL,13414,200.000000,1266,0
1545,1-PH0774-SLA-00-UL,13414,500.000000,696,1
1557,1-P73Y39-GRY-00-FT,11715,1000.000000,216,1
1559,1-P73Y39-OPA-00-FT,13427,500.000000,528,1
1562,1-P73Y39-SAW-00-FT,11716,300.000000,216,1
1582,1-P22158-BPR-00-HG,11725,1000.000000,217,1
1590,1-P22158-BYD-00-HG,11729,1000.000000,217,1
1599,1-P22158-MBI-00-HG,9324,150.000000,718,0
1601,1-P22158-NVS-00-HG,11730,1000.000000,217,1
1615,1-P22158-ROW-00-HG,13479,1000.000000,511,1
1616,1-P22158-SPE-00-HG,11731,1000.000000,217,1
1621,1-P22158-WRV-00-HG,11726,1000.000000,217,0
1624,1-P21478-BST-00-HG,11720,1000.000000,511,1
1624,1-P21478-BST-00-HG,11720,1500.000000,217,0
1630,1-P21478-QRY-00-HG,11721,1500.000000,217,0
1630,1-P21478-QRY-00-HG,11721,2000.000000,718,1
1632,1-P21478-SAN-00-HG,11722,1000.000000,511,1
1632,1-P21478-SAN-00-HG,11722,1500.000000,217,0
1632,1-P21478-SAN-00-HG,11722,700.000000,718,1
1634,1-P21478-SST-00-HG,11723,2000.000000,511,1
1634,1-P21478-SST-00-HG,11723,1000.000000,217,0
1634,1-P21478-SST-00-HG,11723,350.000000,718,1
1637,1-P21478-WHI-00-HG,11724,1000.000000,217,1
1648,1-PD2072-MNR-00-HG,13505,1000.000000,405,1
1648,1-PD2072-MNR-00-HG,13505,1000.000000,511,1
1651,1-PD2072-TAU-00-HG,10829,100.000000,113,1
1651,1-PD2072-TAU-00-HG,10829,3000.000000,509,1
1651,1-PD2072-TAU-00-HG,10829,500.000000,511,1
1651,1-PD2072-TAU-00-HG,10829,4300.000000,718,0
1651,1-PD2072-TAU-00-HG,10829,1200.000000,1268,0
1652,1-PD2072-PLU-00-HG,10830,100.000000,113,1
1653,1-PD3195-PAN-00-HG,13508,500.000000,286,1
1654,1-PD3197-GAN-00-HG,13509,500.000000,286,1
1655,1-PD3407-LGY-00-HG,13510,100.000000,286,0
1656,1-PD3408-CRM-00-HG,13511,100.000000,286,1
1675,1-RPHW1R-BLK-00-HF,13530,1500.000000,575,0
1675,1-RPHW1R-BLK-00-HF,13530,1500.000000,1180,0
1683,1-RPHW1R-BGD-00-HF,13538,500.000000,575,1
1683,1-RPHW1R-BGD-00-HF,13538,1000.000000,1180,0
1690,1-RPHW1R-FOR-00-HF,13545,1000.000000,575,1
1690,1-RPHW1R-FOR-00-HF,13545,1000.000000,1180,0
1696,1-RPHW1R-GRY-00-HF,13551,200.000000,575,0
1703,1-RPHW1R-INF-00-HF,13558,200.000000,575,0
1703,1-RPHW1R-INF-00-HF,13558,50.000000,1180,0
1707,1-RPHW1R-LRY-00-HF,13562,500.000000,575,0
1712,1-RPHW1R-NAV-00-HF,13567,500.000000,575,0
1716,1-RPHW1R-OCH-00-HF,13571,200.000000,575,0
1716,1-RPHW1R-OCH-00-HF,13571,50.000000,1180,0
1721,1-RPHW1R-PLE-00-HF,13576,500.000000,575,0
1721,1-RPHW1R-PLE-00-HF,13576,500.000000,1180,0
1726,1-RPHW1R-RND-00-HF,13581,500.000000,575,0
1730,1-RPHW1R-RED-00-HF,13585,500.000000,575,1
1730,1-RPHW1R-RED-00-HF,13585,500.000000,1180,0
1736,1-RPHW1R-ROL-00-HF,13591,1000.000000,575,1
1736,1-RPHW1R-ROL-00-HF,13591,500.000000,1180,0
1742,1-RPHW1R-WHI-00-HF,13597,1500.000000,575,1
1742,1-RPHW1R-WHI-00-HF,13597,2500.000000,1180,0
1756,1-PSASHI-WHP-00-IB,11935,100.000000,242,1
1764,1-RPMK1R-BLK-00-IF,13610,166.000000,300,1
1764,1-RPMK1R-BLK-00-IF,18806,3000.000000,803,0
1768,1-RPMK1R-BGD-00-IF,13614,1500.000000,803,0
1771,1-RPMK1R-DNA-00-IF,18832,2000.000000,803,0
1771,1-RPMK1R-DNA-00-IF,13617,530.000000,1221,0
1771,1-RPMK1R-DNA-00-IF,13617,220.000000,300,1
1772,1-RPMK1R-FOR-00-IF,13618,230.000000,300,1
1772,1-RPMK1R-FOR-00-IF,16147,2000.000000,803,0
1772,1-RPMK1R-FOR-00-IF,13618,630.000000,1221,0
1775,1-RPMK1R-INF-00-IF,13621,250.000000,803,1
1775,1-RPMK1R-INF-00-IF,13621,680.000000,1221,0
1775,1-RPMK1R-INF-00-IF,10983,750.000000,803,0
1778,1-RPMK1R-LRY-00-IF,13624,38.000000,1137,1
1778,1-RPMK1R-LRY-00-IF,13624,360.000000,408,0
1781,1-RPMK1R-NAV-00-IF,13627,223.000000,300,1
1785,1-RPMK1R-OCH-00-IF,13631,250.000000,803,1
1785,1-RPMK1R-OCH-00-IF,13631,370.000000,1221,1
1785,1-RPMK1R-OCH-00-IF,10984,750.000000,803,0
1787,1-RPMK1R-OLI-00-IF,13633,250.000000,803,1
1787,1-RPMK1R-OLI-00-IF,10985,750.000000,803,0
1792,1-RPMK1R-PLE-00-IF,13638,1000.000000,803,1
1798,1-RPMK1R-RED-00-IF,13644,1000.000000,803,1
1801,1-RPMK1R-ROL-00-IF,13647,1000.000000,803,1
1805,1-RPMK1R-SHG-00-IF,18835,100.000000,408,1
