product_id,product_unit_id,unit_id,is_default
538,12509,5,0
539,539,1,1
539,12510,5,0
540,540,1,1
540,12511,5,0
542,542,1,1
542,12513,5,0
543,543,1,1
543,12514,5,0
545,545,1,1
545,12516,5,0
546,546,1,1
546,12517,5,0
548,548,1,1
548,12519,5,0
549,549,1,1
549,12520,5,0
551,551,1,1
551,12522,5,0
554,554,1,1
554,12525,5,0
556,556,1,1
556,12527,5,0
558,558,1,1
558,12529,5,0
559,559,1,1
559,12530,5,0
560,560,1,1
560,12531,5,0
561,561,1,1
561,12532,5,0
607,607,1,1
607,12578,5,0
676,676,1,1
676,12644,5,0
678,678,1,1
678,12646,5,0
680,680,1,1
680,12648,5,0
686,686,1,1
686,12654,5,0
712,712,1,1
712,12680,5,0
713,713,1,1
713,12681,5,0
714,714,1,1
714,12682,5,0
715,715,1,1
715,12683,5,0
717,717,1,1
717,12685,5,0
718,718,1,1
718,12686,5,0
722,722,1,1
722,12690,5,0
723,723,1,1
723,12691,5,0
724,724,1,1
724,12692,5,0
725,725,1,1
725,12693,5,0
726,726,1,1
726,12694,5,0
727,727,1,1
727,12695,5,0
750,750,1,1
750,12712,5,0
751,751,1,1
751,12713,5,0
752,752,1,1
752,12714,5,0
753,753,1,1
753,12715,5,0
754,754,1,1
754,12716,5,0
755,755,1,1
755,12717,5,0
758,758,1,1
758,12720,5,0
765,765,1,1
765,12727,5,0
767,767,1,1
767,12729,5,0
768,768,1,1
768,12730,5,0
769,769,1,1
769,12731,5,0
770,770,1,1
770,12732,5,0
771,771,1,1
771,12733,5,0
777,777,1,1
777,12739,5,0
778,778,1,1
778,12740,5,0
779,779,1,1
779,12741,5,0
781,781,1,1
781,12743,5,0
782,782,1,1
782,12744,5,0
783,783,1,1
783,12745,5,0
785,785,1,1
785,12747,5,0
786,786,1,1
786,12748,5,0
787,787,1,1
787,12749,5,0
788,788,1,1
788,12750,5,0
795,795,1,1
795,12755,5,0
796,796,1,1
796,12756,5,0
798,798,1,1
798,12758,5,0
801,801,1,1
801,12761,5,0
803,803,1,1
803,12763,5,0
804,804,1,1
804,12764,5,0
805,805,1,1
805,12765,5,0
808,808,1,1
808,12768,5,0
809,809,1,1
809,12769,5,0
814,814,1,1
814,12774,5,0
816,816,1,1
816,12776,5,0
817,817,1,1
817,12777,5,0
818,818,1,1
818,12778,5,0
819,819,1,1
819,12779,5,0
822,822,1,1
822,12782,5,0
827,827,1,1
827,12787,5,0
829,829,1,1
829,12789,5,0
830,830,1,1
830,12790,5,0
831,831,1,1
831,12791,5,0
832,832,1,1
832,12792,5,0
833,833,1,1
833,12793,5,0
834,834,1,1
834,12794,5,0
836,836,1,1
836,12796,5,0
838,838,1,1
838,12798,5,0
840,840,1,1
840,12800,5,0
841,841,1,1
841,12801,5,0
842,842,1,1
842,12802,5,0
844,844,1,1
844,12804,5,0
845,845,1,1
845,12805,5,0
846,846,1,1
846,12806,5,0
847,847,1,1
847,12807,5,0
848,848,1,1
848,12808,5,0
849,849,1,1
849,12809,5,0
850,850,1,1
850,12810,5,0
851,851,1,1
851,12811,5,0
852,852,1,1
852,12812,5,0
853,853,1,1
853,12813,5,0
855,855,1,1
855,12814,5,0
860,860,1,1
860,12819,5,0
864,864,1,1
864,12823,5,0
867,867,1,1
867,12826,5,0
869,869,1,1
869,12828,5,0
871,871,1,1
871,12830,5,0
872,872,1,1
872,12831,5,0
873,873,1,1
873,12832,5,0
877,877,1,1
877,12836,5,0
880,880,1,1
880,12839,5,0
885,885,1,1
885,12844,5,0
887,887,1,1
887,12846,5,0
891,891,1,1
891,12850,5,0
892,892,1,1
892,12851,5,0
893,893,1,1
893,12852,5,0
899,899,1,1
899,12858,5,0
900,900,1,1
900,12859,5,0
901,901,1,1
901,12860,5,0
902,902,1,1
902,12861,5,0
903,903,1,1
903,12862,5,0
905,905,1,1
905,12863,5,0
914,914,1,1
914,12872,5,0
918,918,1,1
918,12876,5,0
919,919,1,1
919,12877,5,0
936,936,1,1
936,12883,5,0
940,940,1,1
940,12887,5,0
944,944,1,1
944,12891,5,0
945,945,1,1
945,12892,5,0
946,946,1,1
946,12893,5,0
958,958,1,1
958,12903,5,0
961,961,1,1
961,12906,5,0
963,963,1,1
963,12908,5,0
965,965,1,1
965,12910,5,0
967,967,1,1
967,12912,5,0
968,968,1,1
968,12913,5,0
976,976,1,1
976,12921,5,0
981,981,1,1
981,12926,5,0
982,982,1,1
982,12927,5,0
991,991,1,1
991,12934,5,0
992,992,1,1
992,12935,5,0
994,994,1,1
994,12937,5,0
1003,1003,1,1
1003,12941,5,0
1004,1004,1,1
1004,12942,5,0
1019,1019,1,1
1019,12950,5,0
1029,1029,1,1
1029,12955,5,0
1032,1032,1,1
1032,12958,5,0
1037,1037,1,1
1037,12963,5,0
1041,1041,1,1
1041,12965,5,0
1049,1049,1,1
1049,12971,5,0
1051,1051,1,1
1051,12972,5,0
1067,1067,1,1
1067,12988,5,0
1096,1096,1,1
1096,13005,5,0
1111,1111,1,1
1111,13020,5,0
1125,1125,1,1
1125,13033,5,0
1126,1126,1,1
1126,13034,5,0
1129,1129,1,1
1129,13037,5,0
1131,1131,1,1
1131,13039,5,0
1134,1134,1,1
1134,13042,5,0
1136,1136,1,1
1136,13044,5,0
1139,1139,1,1
1139,13047,5,0
1143,1143,1,1
1143,13050,5,0
1145,1145,1,1
1145,13052,5,0
1146,1146,1,1
1146,13053,5,0
1149,1149,1,1
1149,13056,5,0
1153,1153,1,1
1153,13059,5,0
1156,1156,1,1
1156,13062,5,0
1157,1157,1,1
1157,13063,5,0
1160,1160,1,1
1160,13066,5,0
1162,1162,1,1
1162,13068,5,0
1164,1164,1,1
1164,13070,5,0
1165,1165,1,1
1165,11738,5,0
1170,1170,1,1
1170,13075,5,0
1171,1171,1,1
1171,13076,5,0
1173,1173,1,1
1173,13078,5,0
1175,1175,1,1
1175,13080,5,0
1176,1176,1,1
1176,13081,5,0
1177,1177,1,1
1177,13082,5,0
1178,1178,1,1
1178,13083,5,0
1180,1180,1,1
1180,11739,5,0
1182,1182,1,1
1182,13086,5,0
1183,1183,1,1
1183,13087,5,0
1185,1185,1,1
1185,13089,5,0
1186,1186,1,1
1186,13090,5,0
1188,1188,1,1
1188,13092,5,0
1189,1189,1,1
1189,13093,5,0
1191,1191,1,1
1191,13095,5,0
1193,1193,1,1
1193,13097,5,0
1194,1194,1,1
1194,13098,5,0
1196,1196,1,1
1196,13100,5,0
1198,1198,1,1
1198,13102,5,0
1200,1200,1,1
1200,13104,5,0
1203,1203,1,1
1203,13107,5,0
1205,1205,1,1
1205,13109,5,0
1207,1207,1,1
1207,13111,5,0
1208,1208,1,1
1208,13112,5,0
1209,1209,1,1
1209,13113,5,0
1210,1210,1,1
1210,13114,5,0
1211,1211,1,1
1211,13115,5,0
1212,1212,1,1
1212,13116,5,0
1214,1214,1,1
1214,13118,5,0
1216,1216,1,1
1216,13120,5,0
1221,1221,1,1
1221,13125,5,0
1224,1224,1,1
1224,13128,5,0
1225,1225,1,1
1225,13129,5,0
1237,1237,1,1
1237,13138,5,0
1251,1251,1,1
1251,13149,5,0
1294,1294,1,1
1294,9832,5,0
1296,1296,1,1
1296,9822,5,0
1299,1299,1,1
1299,13183,5,0
1302,1302,1,1
1302,9835,5,0
1304,1304,1,1
1304,9824,5,0
1314,1314,1,1
1314,13195,5,0
1316,1316,1,1
1316,13197,5,0
1317,1317,1,1
1317,13198,5,0
1318,1318,1,1
1318,13199,5,0
1320,1320,1,1
1320,13201,5,0
1326,1326,1,1
1326,13207,5,0
1329,1329,1,1
1329,13210,5,0
1330,1330,1,1
1330,13211,5,0
1331,1331,1,1
1331,13212,5,0
1338,1338,1,1
1338,11742,5,0
1347,1347,1,1
1347,13224,5,0
1348,1348,1,1
1348,13225,5,0
1349,1349,1,1
1349,13226,5,0
1350,1350,1,1
1350,13227,5,0
1351,1351,1,1
1351,13228,5,0
1352,1352,1,1
1352,13229,5,0
1353,1353,1,1
1353,13230,5,0
1354,1354,1,1
1354,13231,5,0
1355,1355,1,1
1355,13232,5,0
1356,1356,1,1
1356,13233,5,0
1357,1357,1,1
1357,13234,5,0
1358,1358,1,1
1358,13235,5,0
1359,1359,1,1
1359,13236,5,0
1360,1360,1,1
1360,13237,5,0
1361,1361,1,1
1361,13238,5,0
1362,1362,1,1
1362,13239,5,0
1363,1363,1,1
1363,13240,5,0
1364,1364,1,1
1364,13241,5,0
1365,1365,1,1
1365,13242,5,0
1367,1367,1,1
1367,13244,5,0
1368,1368,1,1
1368,13245,5,0
1369,1369,1,1
1369,13246,5,0
1370,1370,1,1
1370,13247,5,0
1373,1373,1,1
1373,13250,5,0
1374,1374,1,1
1374,13251,5,0
1376,1376,1,1
1376,13253,5,0
1377,1377,1,1
1377,13254,5,0
1378,1378,1,1
1378,13255,5,0
1379,1379,1,1
1379,13256,5,0
1382,1382,1,1
1382,13259,5,0
1383,1383,1,1
1383,13260,5,0
1384,1384,1,1
1384,13261,5,0
1385,1385,1,1
1385,13262,5,0
1386,1386,1,1
1386,13263,5,0
1387,1387,1,1
1387,13264,5,0
1388,1388,1,1
1388,13265,5,0
1389,1389,1,1
1389,13266,5,0
1390,1390,1,1
1390,13267,5,0
1391,1391,1,1
1391,13268,5,0
1392,1392,1,1
1392,13269,5,0
1393,1393,1,1
1393,13270,5,0
1394,1394,1,1
1394,13271,5,0
1395,1395,1,1
1395,13272,5,0
1396,1396,1,1
1396,13273,5,0
1397,1397,1,1
1397,13274,5,0
1398,1398,1,1
1398,13275,5,0
1399,1399,1,1
1399,13276,5,0
1400,1400,1,1
1400,13277,5,0
1401,1401,1,1
1401,13278,5,0
1402,1402,1,1
1402,13279,5,0
1403,1403,1,1
1403,13280,5,0
1404,1404,1,1
1404,13281,5,0
1405,1405,1,1
1405,13282,5,0
1406,1406,1,1
1406,13283,5,0
1407,1407,1,1
1407,13284,5,0
1408,1408,1,1
1408,13285,5,0
1409,1409,1,1
1409,13286,5,0
1410,1410,1,1
1410,13287,5,0
1411,1411,1,1
1411,13288,5,0
1412,1412,1,1
1412,13289,5,0
1413,1413,1,1
1413,13290,5,0
1414,1414,1,1
1414,13291,5,0
1415,1415,1,1
1415,13292,5,0
1416,1416,1,1
1416,13293,5,0
1417,1417,1,1
1417,13294,5,0
1418,1418,1,1
1418,13295,5,0
1419,1419,1,1
1419,13296,5,0
1420,1420,1,1
1420,13297,5,0
1421,1421,1,1
1421,13298,5,0
1422,1422,1,1
1422,13299,5,0
1423,1423,1,1
1423,13300,5,0
1424,1424,1,1
1424,13301,5,0
1425,1425,1,1
1425,13302,5,0
1426,1426,1,1
1426,13303,5,0
1427,1427,1,1
1427,13304,5,0
1428,1428,1,1
1428,13305,5,0
1429,1429,1,1
1429,13306,5,0
1430,1430,1,1
1430,13307,5,0
1431,1431,1,1
1431,13308,5,0
1433,1433,1,1
1433,13310,5,0
1434,1434,1,1
1434,13311,5,0
1435,1435,1,1
1435,13312,5,0
1436,1436,1,1
1436,13313,5,0
1437,1437,1,1
1437,13314,5,0
1438,1438,1,1
1438,13315,5,0
1439,1439,1,1
1439,13316,5,0
1440,1440,1,1
1440,13317,5,0
1441,1441,1,1
1441,13318,5,0
1442,1442,1,1
1442,13319,5,0
1443,1443,1,1
1443,13320,5,0
1444,1444,1,1
1444,13321,5,0
1447,1447,1,1
1447,13324,5,0
1448,1448,1,1
1448,13325,5,0
1449,1449,1,1
1449,13326,5,0
1450,1450,1,1
1450,13327,5,0
1453,1453,1,1
1453,13330,5,0
1454,1454,1,1
1454,13331,5,0
1456,1456,1,1
1456,13333,5,0
1458,1458,1,1
1458,13335,5,0
1459,1459,1,1
1459,13336,5,0
1462,1462,1,1
1462,13339,5,0
1464,1464,1,1
1464,13341,5,0
1465,1465,1,1
1465,13342,5,0
1468,1468,1,1
1468,13345,5,0
1471,1471,1,1
1471,13348,5,0
1472,1472,1,1
1472,13349,5,0
1479,1479,1,1
1479,13356,5,0
1481,1481,1,1
1481,13358,5,0
1483,1483,1,1
1483,13360,5,0
1484,1484,1,1
1484,11856,5,0
1487,1487,1,1
1487,13363,5,0
1489,1489,1,1
1489,13365,5,0
1490,1490,1,1
1490,13366,5,0
1492,1492,1,1
1492,13368,5,0
1493,1493,1,1
1493,13369,5,0
1494,1494,1,1
1494,13370,5,0
1495,1495,1,1
1495,13371,5,0
1496,1496,1,1
1496,13372,5,0
1497,1497,1,1
1497,13373,5,0
1498,1498,1,1
1498,13374,5,0
1500,1500,1,1
1500,13376,5,0
1503,1503,1,1
1503,13379,5,0
1504,1504,1,1
1504,9849,5,0
1506,1506,1,1
1506,13381,5,0
1507,1507,1,1
1507,13382,5,0
1508,1508,1,1
1508,13383,5,0
1509,1509,1,1
1509,13384,5,0
1510,1510,1,1
1510,13385,5,0
1511,1511,1,1
1511,13386,5,0
1512,1512,1,1
1512,13387,5,0
1513,1513,1,1
1513,13388,5,0
1514,1514,1,1
1514,11857,5,0
1515,1515,1,1
1515,13389,5,0
1516,1516,1,1
1516,13390,5,0
1517,1517,1,1
1517,13391,5,0
1518,1518,1,1
1518,13392,5,0
1519,1519,1,1
1519,13393,5,0
1520,1520,1,1
1520,11858,5,0
1521,1521,1,1
1521,13394,5,0
1522,1522,1,1
1522,13395,5,0
1523,1523,1,1
1523,13396,5,0
1524,1524,1,1
1524,13397,5,0
1525,1525,1,1
1525,13398,5,0
1526,1526,1,1
1526,13399,5,0
1527,1527,1,1
1527,11859,5,0
1528,1528,1,1
1528,13400,5,0
1530,1530,1,1
1530,13402,5,0
1531,1531,1,1
1531,13403,5,0
1533,1533,1,1
1533,13405,5,0
1534,1534,1,1
1534,13406,5,0
1535,1535,1,1
1535,11854,5,0
1539,1539,1,1
1539,11855,5,0
1541,1541,1,1
1541,13410,5,0
1542,1542,1,1
1542,13411,5,0
1543,1543,1,1
1543,13412,5,0
1544,1544,1,1
1544,13413,5,0
1546,1546,1,1
1546,13415,5,0
1547,1547,1,1
1547,13416,5,0
1548,1548,1,1
1548,13417,5,0
1549,1549,1,1
1549,13418,5,0
1550,1550,1,1
1550,13419,5,0
1551,1551,1,1
1551,13420,5,0
1552,1552,1,1
1552,13421,5,0
1564,1564,1,1
1564,13431,5,0
1572,1572,1,1
1572,13439,5,0
1573,1573,1,1
1573,13440,5,0
1574,1574,1,1
1574,13441,5,0
1575,1575,1,1
1575,13442,5,0
1576,1576,1,1
1576,13443,5,0
1577,1577,1,1
1577,13444,5,0
1579,1579,1,1
1579,13446,5,0
1657,1657,1,1
1657,13512,5,0
1658,1658,1,1
1658,13513,5,0
1660,1660,1,1
1660,13515,5,0
1661,1661,1,1
1661,13516,5,0
1665,1665,1,1
1665,13520,5,0
1667,1667,1,1
1667,13522,5,0
1668,1668,1,1
1668,13523,5,0
1669,1669,1,1
1669,13524,5,0
1673,1673,1,1
1673,13528,5,0
1755,1755,1,1
1755,13602,5,0
1756,1756,1,1
1756,11935,5,0
1758,1758,1,1
1758,13604,5,0
1812,1812,1,1
1812,13658,5,0
1813,1813,1,1
1813,13659,5,0
1814,1814,1,1
1814,13660,5,0
1815,1815,1,1
1815,13661,5,0
1816,1816,1,1
1816,13662,5,0
1817,1817,1,1
1817,13663,5,0
1818,1818,1,1
1818,13664,5,0
1819,1819,1,1
1819,13665,5,0
1820,1820,1,1
1820,13666,5,0
1821,1821,1,1
1821,13667,5,0
1822,1822,1,1
1822,13668,5,0
1823,1823,1,1
1823,13669,5,0
1824,1824,1,1
1824,13670,5,0
1825,1825,1,1
1825,13671,5,0
1826,1826,1,1
1826,13672,5,0
1827,1827,1,1
1827,13673,5,0
1828,1828,1,1
1828,13674,5,0
1829,1829,1,1
1829,13675,5,0
1830,1830,1,1
1830,13676,5,0
1831,1831,1,1
1831,13677,5,0
1832,1832,1,1
1832,13678,5,0
1833,1833,1,1
1833,13679,5,0
1835,1835,1,1
1835,13680,5,0
1836,1836,1,1
1836,13681,5,0
1837,1837,1,1
1837,13682,5,0
1839,1839,1,1
1839,13684,5,0
1841,1841,1,1
1841,13686,5,0
1842,1842,1,1
1842,13687,5,0
1843,1843,1,1
1843,13688,5,0
1844,1844,1,1
1844,13689,5,0
1845,1845,1,1
1845,13690,5,0
1846,1846,1,1
1846,13691,5,0
1847,1847,1,1
1847,13692,5,0
1848,1848,1,1
1848,13693,5,0
1850,1850,1,1
1850,13695,5,0
1851,1851,1,1
1851,13696,5,0
1852,1852,1,1
1852,13697,5,0
1853,1853,1,1
1853,13698,5,0
1854,1854,1,1
1854,13699,5,0
1855,1855,1,1
1855,13700,5,0
1857,1857,1,1
1857,13702,5,0
1858,1858,1,1
1858,13703,5,0
1859,1859,1,1
1859,13704,5,0
1860,1860,1,1
1860,13705,5,0
1861,1861,1,1
1861,13706,5,0
1862,1862,1,1
1862,13707,5,0
1863,1863,1,1
1863,13708,5,0
1868,1868,1,1
1868,13713,5,0
1869,1869,1,1
1869,13714,5,0
1870,1870,1,1
1870,13715,5,0
1873,1873,1,1
1873,13718,5,0
1874,1874,1,1
1874,13719,5,0
1876,1876,1,1
1876,13721,5,0
1877,1877,1,1
1877,13722,5,0
1878,1878,1,1
1878,13723,5,0
1879,1879,1,1
1879,13724,5,0
1880,1880,1,1
1880,13725,5,0
1881,1881,1,1
1881,13726,5,0
1882,1882,1,1
1882,13727,5,0
1884,1884,1,1
1884,13729,5,0
1885,1885,1,1
1885,13730,5,0
1886,1886,1,1
1886,13731,5,0
1887,1887,1,1
1887,13732,5,0
1888,1888,1,1
1888,13733,5,0
1889,1889,1,1
1889,13734,5,0
1890,1890,1,1
1890,13735,5,0
1891,1891,1,1
1891,13736,5,0
1892,1892,1,1
1892,13737,5,0
1893,1893,1,1
1893,13738,5,0
1894,1894,1,1
1894,13739,5,0
1895,1895,1,1
1895,13740,5,0
1896,1896,1,1
1896,13741,5,0
1897,1897,1,1
1897,13742,5,0
1899,1899,1,1
1899,13743,5,0
1900,1900,1,1
1900,13744,5,0
1901,1901,1,1
1901,13745,5,0
1902,1902,1,1
1902,13746,5,0
1903,1903,1,1
1903,13747,5,0
1904,1904,1,1
1904,13748,5,0
1906,1906,1,1
1906,13750,5,0
1907,1907,1,1
1907,13751,5,0
1908,1908,1,1
1908,13752,5,0
1909,1909,1,1
1909,13753,5,0
1910,1910,1,1
1910,13754,5,0
1911,1911,1,1
1911,13755,5,0
1913,1913,1,1
1913,13757,5,0
1914,1914,1,1
1914,13758,5,0
1916,1916,1,1
1916,13760,5,0
1917,1917,1,1
1917,13761,5,0
1918,1918,1,1
1918,13762,5,0
1920,1920,1,1
1920,13764,5,0
1921,1921,1,1
1921,13765,5,0
1928,1928,1,1
1928,13772,5,0
1942,1942,1,1
1942,13786,5,0
1958,1958,1,1
1958,13799,5,0
2034,2034,1,1
2034,13875,5,0
2035,2035,1,1
2035,13876,5,0
2037,2037,1,1
2037,13878,5,0
2038,2038,1,1
2038,13879,5,0
2039,2039,1,1
2039,13880,5,0
2040,2040,1,1
2040,13881,5,0
2041,2041,1,1
2041,13882,5,0
2042,2042,1,1
2042,13883,5,0
2043,2043,1,1
2043,13884,5,0
2044,2044,1,1
2044,13885,5,0
2045,2045,1,1
2045,11911,5,0
2048,2048,1,1
2048,13888,5,0
2049,2049,1,1
2049,13889,5,0
2050,2050,1,1
2050,13890,5,0
2051,2051,1,1
2051,13891,5,0
2052,2052,1,1
2052,13892,5,0
2053,2053,1,1
2053,13893,5,0
2054,2054,1,1
2054,13894,5,0
2055,2055,1,1
2055,13895,5,0
2056,2056,1,1
2056,13896,5,0
2057,2057,1,1
2057,13897,5,0
2058,2058,1,1
2058,13898,5,0
2059,2059,1,1
2059,13899,5,0
2060,2060,1,1
2060,13900,5,0
2061,2061,1,1
2061,13901,5,0
2064,2064,1,1
2064,13904,5,0
2065,2065,1,1
2065,13905,5,0
2066,2066,1,1
2066,13906,5,0
2069,2069,1,1
2069,13909,5,0
2070,2070,1,1
2070,13910,5,0
2071,2071,1,1
2071,13911,5,0
2072,2072,1,1
2072,13912,5,0
2073,2073,1,1
2073,13913,5,0
2074,2074,1,1
2074,11328,5,0
2076,2076,1,1
2076,13915,5,0
2077,2077,1,1
2077,13916,5,0
2078,2078,1,1
2078,13917,5,0
2079,2079,1,1
2079,13918,5,0
2080,2080,1,1
2080,13919,5,0
2081,2081,1,1
2081,13920,5,0
2083,2083,1,1
2083,13922,5,0
2084,2084,1,1
2084,13923,5,0
2085,2085,1,1
2085,13924,5,0
2087,2087,1,1
2087,13926,5,0
2090,2090,1,1
2090,13929,5,0
2093,2093,1,1
2093,13932,5,0
2094,2094,1,1
2094,13933,5,0
2096,2096,1,1
2096,13935,5,0
2099,2099,1,1
2099,13938,5,0
2101,2101,1,1
2101,13940,5,0
2102,2102,1,1
2102,13941,5,0
2104,2104,1,1
2104,13943,5,0
2106,2106,1,1
2106,13945,5,0
2107,2107,1,1
2107,13946,5,0
2109,2109,1,1
2109,13948,5,0
2110,2110,1,1
2110,13949,5,0
2111,2111,1,1
2111,13950,5,0
2113,2113,1,1
2113,13952,5,0
2118,2118,1,1
2118,13957,5,0
2119,2119,1,1
2119,13958,5,0
2121,2121,1,1
2121,13960,5,0
2122,2122,1,1
2122,13961,5,0
2123,2123,1,1
2123,13962,5,0
2126,2126,1,1
2126,13965,5,0
2127,2127,1,1
2127,13966,5,0
2129,2129,1,1
2129,13968,5,0
2132,2132,1,1
2132,13971,5,0
2136,2136,1,1
2136,13975,5,0
